rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/total_timesteps,time/fps,train/learning_rate,train/n_updates,train/loss
0.01,1396,-0.6667674200000002,4964,300.0,1489200,1066,0.0001,14491,0.0007416436565108597
0.01,1397,-0.7728260400000001,4968,300.0,1490400,1066,0.0001,14503,0.0005567704793065786
0.01,1398,-0.7408114700000001,4972,300.0,1491600,1066,0.0001,14515,0.0011838031932711601
0.01,1399,-0.8811560900000002,4976,300.0,1492800,1066,0.0001,14527,0.0016639833338558674
0.01,1400,-1.0080546099999999,4980,300.0,1494000,1067,0.0001,14539,0.0004519573412835598
0.01,1400,-0.9969177899999997,4984,300.0,1495200,1067,0.0001,14551,0.001023822114802897
0.01,1401,-1.11020143,4988,300.0,1496400,1067,0.0001,14563,0.0008944739820435643
0.01,1401,-1.04320122,4992,300.0,1497600,1068,0.0001,14575,0.0010652625933289528
0.01,1402,-0.9260979100000002,4996,300.0,1498800,1068,0.0001,14587,0.0008049980970099568
0.01,1454,-0.7686457099999999,5000,300.0,1500000,1031,0.0001,14599,0.0005692544509656727
0.01,1455,-0.6728396599999997,5004,300.0,1501200,1031,0.0001,14611,0.0008333810255862772
0.01,1455,-0.5699084499999999,5008,300.0,1502400,1031,0.0001,14623,0.00078496930655092
0.01,1456,-0.49529541999999993,5012,300.0,1503600,1032,0.0001,14635,0.0007104299729689956
0.01,1457,-0.6162457,5016,300.0,1504800,1032,0.0001,14647,0.0010162240359932184
0.01,1458,-0.5502000299999998,5020,300.0,1506000,1032,0.0001,14659,0.001130059128627181
0.01,1459,-0.3961803199999999,5024,300.0,1507200,1032,0.0001,14671,0.0017584874294698238
0.01,1459,-0.41681161000000005,5028,300.0,1508400,1033,0.0001,14683,0.0068623656406998634
0.01,1460,-0.3754336,5032,300.0,1509600,1033,0.0001,14695,0.007318820804357529
0.01,1461,-0.33411657,5036,300.0,1510800,1034,0.0001,14707,0.0006666210829280317
0.01,1461,-0.35332308000000007,5040,300.0,1512000,1034,0.0001,14719,0.0009930458618327975
