rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/time_elapsed,rollout/exploration_rate,rollout/ep_len_mean,time/fps,train/learning_rate,train/n_updates,train/loss
0.7189182,1864800,6216,2095,0.01,300.0,890,0.0001,18247,0.010989156551659107
0.6925076099999999,1866000,6220,2096,0.01,300.0,890,0.0001,18259,0.005845273844897747
0.7129032099999999,1867200,6224,2096,0.01,300.0,890,0.0001,18271,0.008157208561897278
0.13109197999999983,1868400,6228,2097,0.01,300.0,890,0.0001,18283,0.010230030864477158
-0.04554018000000005,1869600,6232,2098,0.01,300.0,891,0.0001,18295,0.0032663708552718163
-0.45413802000000003,1870800,6236,2099,0.01,300.0,891,0.0001,18307,0.004797567147761583
-0.46129122000000017,1872000,6240,2099,0.01,300.0,891,0.0001,18319,0.012440035119652748
-0.21254938000000012,1873200,6244,2100,0.01,300.0,891,0.0001,18331,0.009181194007396698
-0.31552193999999995,1874400,6248,2101,0.01,300.0,891,0.0001,18343,0.006985544692724943
-0.1568051499999999,1875600,6252,2102,0.01,300.0,892,0.0001,18355,0.0029834939632564783
0.13338475,1876800,6256,2103,0.01,300.0,892,0.0001,18367,0.006729964166879654
-0.03995916000000002,1878000,6260,2104,0.01,300.0,892,0.0001,18379,0.004400316625833511
0.014957490000000071,1879200,6264,2105,0.01,300.0,892,0.0001,18391,0.004161426797509193
0.1179687700000001,1880400,6268,2105,0.01,300.0,892,0.0001,18403,0.004547246731817722
0.3072467900000001,1881600,6272,2106,0.01,300.0,893,0.0001,18415,0.006542450748383999
-0.10125237999999978,1882800,6276,2107,0.01,300.0,893,0.0001,18427,0.004201123025268316
-0.5143214599999999,1884000,6280,2108,0.01,300.0,893,0.0001,18439,0.0059970892034471035
-0.48835832999999995,1885200,6284,2109,0.01,300.0,893,0.0001,18451,0.004434654489159584
-0.14116422999999995,1886400,6288,2110,0.01,300.0,893,0.0001,18463,0.0064578731544315815
-0.16612988999999992,1887600,6292,2111,0.01,300.0,894,0.0001,18475,0.005746225826442242
-0.24239333999999982,1888800,6296,2112,0.01,300.0,894,0.0001,18487,0.004441465716809034
-0.2705788299999998,1890000,6300,2113,0.01,300.0,894,0.0001,18499,0.005962995812296867
-0.14518191999999983,1891200,6304,2114,0.01,300.0,894,0.0001,18511,0.005487831309437752
-0.3244306299999999,1892400,6308,2114,0.01,300.0,894,0.0001,18523,0.005294925533235073
-0.8265167899999999,1893600,6312,2115,0.01,300.0,895,0.0001,18535,0.004373583942651749
-0.85463648,1894800,6316,2116,0.01,300.0,895,0.0001,18547,0.00987036619335413
-0.5884256599999997,1896000,6320,2117,0.01,300.0,895,0.0001,18559,0.005767767317593098
-0.5636611099999997,1897200,6324,2117,0.01,300.0,895,0.0001,18571,0.008278668858110905
-0.2083188199999999,1898400,6328,2118,0.01,300.0,896,0.0001,18583,0.004251731559634209
-0.050714909999999946,1899600,6332,2119,0.01,300.0,896,0.0001,18595,0.004996591713279486
-0.07536469999999984,1900800,6336,2181,0.01,300.0,871,0.0001,18607,0.006550862453877926
-0.11736130999999983,1902000,6340,2181,0.01,300.0,871,0.0001,18619,0.0063640037551522255
-0.4679011799999998,1903200,6344,2182,0.01,300.0,871,0.0001,18631,0.003318049944937229
-0.7581931000000001,1904400,6348,2183,0.01,300.0,872,0.0001,18643,0.005016181152313948
