time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/n_updates,train/entropy_loss
61440,973,63,30,300.0,0.4611341299999999,0.2,-0.03171935883292463,0.136474609375,0.05832574516534805,0.21149692106992007,0.01406867,0.0003,0.44829195737838745,290,-1.571671649068594
63488,976,65,31,300.0,0.7658263699999999,0.2,-0.03138465807132888,0.14541015625,0.10588458925485611,0.47352756569162013,0.013066976,0.0003,0.28526318073272705,300,-1.5600938964635134
65536,976,67,32,300.0,1.10511495,0.2,-0.03143867521139328,0.1265625,0.06240874528884888,0.3247921613510698,0.012009988,0.0003,0.29948747158050537,310,-1.5601548664271832
67584,978,69,33,300.0,0.7313896800000002,0.2,-0.03666805945395026,0.15224609375,0.004616871476173401,0.13834647650364787,0.014451181,0.0003,0.4027503728866577,320,-1.560088749974966
69632,980,71,34,300.0,0.8075907800000001,0.2,-0.03462915956624783,0.18154296875,-0.02081974968314171,0.062068799417465924,0.01591535,0.0003,0.48811471462249756,330,-1.5289566539227963
71680,983,72,35,300.0,0.6063064800000003,0.2,-0.03431087142962497,0.15673828125,0.045758843421936035,0.2893465419765562,0.014004524,0.0003,0.27303528785705566,340,-1.5362393498420714
73728,985,74,36,300.0,0.8725947299999999,0.2,-0.0353777176263975,0.157080078125,0.09529822319746017,0.3270816275849938,0.014153425,0.0003,0.07484114170074463,350,-1.5202284894883633
75776,986,76,37,300.0,0.34781794999999993,0.2,-0.03468551984115038,0.145556640625,-0.013233497738838196,0.14844518583267927,0.013519042,0.0003,0.018421828746795654,360,-1.5365935515612363
77824,986,78,38,300.0,-0.16957463999999992,0.2,-0.03207952320517506,0.1462890625,0.4269212484359741,0.8683343019336462,0.0141802505,0.0003,0.0503423810005188,370,-1.5000362131744622
79872,987,80,39,300.0,0.10978080999999985,0.2,-0.035124545864528046,0.171630859375,0.06312756985425949,0.2583391522988677,0.014707645,0.0003,0.05232691764831543,380,-1.5033879719674588
81920,988,82,40,300.0,0.27971094,0.2,-0.03370879532594699,0.167626953125,0.03820326179265976,0.2844289381057024,0.016754914,0.0003,-0.022450804710388184,390,-1.4709840793162585
83968,989,84,41,300.0,0.5870361399999999,0.2,-0.03296756145718973,0.14921875,0.1980924904346466,0.5312088759616017,0.013272043,0.0003,-0.002252936363220215,400,-1.4375497244298459
86016,988,87,42,300.0,0.85101844,0.2,-0.034339378915319685,0.162451171875,0.05968373268842697,0.2915448904503137,0.014824204,0.0003,-0.03726089000701904,410,-1.438987297192216
88064,989,89,43,300.0,1.0946936299999999,0.2,-0.0363819536374649,0.160546875,0.05014199763536453,0.2325401769950986,0.014660781,0.0003,-0.029604554176330566,420,-1.4075225681066512
90112,987,91,44,300.0,1.41352971,0.2,-0.038161160051822664,0.163623046875,-0.019979305565357208,0.1527965028071776,0.016428154,0.0003,-0.0695340633392334,430,-1.4166158623993397
92160,988,93,45,300.0,1.1787336299999998,0.2,-0.03356410675478401,0.163671875,0.18596452474594116,0.5317945486865938,0.014340172,0.0003,0.08846008777618408,440,-1.4239398073405027
94208,990,95,46,300.0,1.4213415,0.2,-0.03435426316718804,0.171337890625,0.17978772521018982,0.4179583968129009,0.016146094,0.0003,0.060906410217285156,450,-1.421089643612504
96256,991,97,47,300.0,1.76525703,0.2,-0.03748115625639912,0.1806640625,0.05691897124052048,0.3062641670927405,0.015840761,0.0003,0.16943585872650146,460,-1.4494541339576243
98304,992,99,48,300.0,2.2564685700000005,0.2,-0.033934818783018274,0.171875,0.05768817290663719,0.5342835073359311,0.01493087,0.0003,0.12971389293670654,470,-1.431617621332407
100352,643,155,49,300.0,2.1209731800000005,0.2,-0.03906444066378754,0.188427734375,0.011738687753677368,0.16609176809433848,0.017189894,0.0003,0.4581698179244995,480,-1.424729585647583
102400,648,157,50,300.0,1.8147801099999998,0.2,-0.037168042798293756,0.179345703125,0.01880628615617752,0.25210806834511457,0.015885595,0.0003,0.3825637698173523,490,-1.411201572418213
104448,652,159,51,300.0,1.4083754399999997,0.2,-0.03600677328795428,0.1560546875,-0.006386816501617432,0.15908416104502976,0.015414895,0.0003,0.6567786931991577,500,-1.4119712222367524
106496,656,162,52,300.0,1.69136275,0.2,-0.03997115515376208,0.161279296875,0.08436015993356705,0.2877815485466272,0.016160866,0.0003,0.6396315097808838,510,-1.4276611156761647
108544,660,164,53,300.0,1.91543802,0.2,-0.03886638681869954,0.1771484375,0.10036749392747879,0.3678844739217311,0.01587747,0.0003,0.5375682711601257,520,-1.4482340328395367
110592,664,166,54,300.0,1.37854947,0.2,-0.04002728561899858,0.1671875,0.060101449489593506,0.26246538613922893,0.016093805,0.0003,0.4470159411430359,530,-1.4389257699251174
112640,668,168,55,300.0,1.00624612,0.2,-0.037577215539931784,0.186328125,0.0076747313141822815,0.1763756416272372,0.017060066,0.0003,0.5456639528274536,540,-1.4276631623506546
114688,670,170,56,300.0,0.84288081,0.2,-0.03333720830560196,0.16396484375,0.20957288146018982,0.441411214787513,0.014104638,0.0003,0.46025317907333374,550,-1.412232056632638
116736,674,173,57,300.0,0.2341504300000002,0.2,-0.03639883397263475,0.161669921875,0.05977160111069679,0.28468059189617634,0.014561704,0.0003,0.31954503059387207,560,-1.401861283928156
118784,679,174,58,300.0,-0.1289578199999998,0.2,-0.035031477173470195,0.16953125,0.03372751921415329,0.2675694320816547,0.016763441,0.0003,0.5151921510696411,570,-1.4145576011389493
120832,682,177,59,300.0,-0.6445310999999999,0.2,-0.03838918263209053,0.16201171875,0.003540627658367157,0.158671263884753,0.016207535,0.0003,0.47517693042755127,580,-1.387819266319275
122880,685,179,60,300.0,-0.7396327500000001,0.2,-0.03820244027010631,0.187060546875,0.1155318170785904,0.4334712719544768,0.018032458,0.0003,0.07770007848739624,590,-1.3696098625659943
124928,688,181,61,300.0,-0.9238904600000001,0.2,-0.034850217003258875,0.1599609375,0.31806331872940063,0.9548473224043846,0.015408839,0.0003,0.05098170042037964,600,-1.37962381914258
126976,692,183,62,300.0,-1.36552024,0.2,-0.038146679662168025,0.17255859375,0.02116379141807556,0.16197606683708726,0.015309651,0.0003,0.18551397323608398,610,-1.3559325840324163
129024,696,185,63,300.0,-1.5286132700000004,0.2,-0.040072169262566605,0.20224609375,5.6624412536621094e-05,0.15693787059281022,0.020580802,0.0003,0.5061642527580261,620,-1.3406273994594813
131072,699,187,64,300.0,-1.5960864300000006,0.2,-0.03436000968140433,0.16328125,0.03679022938013077,0.30896514779888096,0.015534049,0.0003,0.35853368043899536,630,-1.3332222957164048
133120,702,189,65,300.0,-1.2227108299999998,0.2,-0.04114894403028302,0.184912109375,0.06766699254512787,0.28741618897765875,0.01816272,0.0003,0.33424943685531616,640,-1.3568546440452338
135168,706,191,66,300.0,-1.61205118,0.2,-0.03787519188481383,0.177978515625,0.1731872856616974,0.49554776712320747,0.01668701,0.0003,0.24066293239593506,650,-1.341301628947258
