timesteps,train_ep_reward,val_is_mean,val_vs_twap_mean,val_full_exec_frac,val_residual_freq
0,nan,0.976366684697989,0.4043707245469551,1.0,0.25
100000,3.7037426300000003,0.5628538719915741,-0.009142088159459964,1.0,0.0075
200000,-1.4421589,0.5780885986560275,0.006092638504993348,1.0,0.0075
300000,-3.5061885300000006,0.5244775559403242,-0.04751840421071008,1.0,0.0075
400000,-0.33473770000000036,0.4894416676456849,-0.08255429250534921,1.0,0.0025
500000,2.8118125500000004,0.4891958768833671,-0.08280008326766719,1.0,0.0025
600000,-2.1531763699999997,0.4785588780114175,-0.0934370821396167,1.0,0.005
700000,-2.4698665499999994,0.5107036243370966,-0.061292335813937636,1.0,0.0075
800000,-2.6367447800000003,0.44820068905257343,-0.12379527109846078,1.0,0.005
900000,-0.42798868,0.492646527536318,-0.07934943261471596,1.0,0.005
1000000,0.7593164200000001,0.47625040993516504,-0.09574555021586907,1.0,0.0075
1100000,-3.2982664999999995,0.46591002728494785,-0.10608593286608645,1.0,0.005
1200000,-2.2813401600000005,0.4981908716338379,-0.07380508851719626,1.0,0.005
1300000,4.05186362,0.503174065301088,-0.06882189484994594,1.0,0.0025
1400000,0.67439679,0.5621337685199927,-0.00986219163104142,1.0,0.0025
1500000,-2.2644915199999995,0.48954817624477637,-0.08244778390625804,1.0,0.0
1600000,-2.8403819999999995,0.5990106960944956,0.027014735943461498,1.0,0.0025
1700000,-3.083242109999999,0.5755025309710482,0.0035065708200140255,1.0,0.0025
1800000,-2.8085917899999995,0.6045184313772148,0.0325224712261807,1.0,0.0025
1900000,3.21477255,0.466244772719517,-0.10575118743151744,1.0,0.0025
2000000,-0.5528374199999999,0.5093038106644294,-0.06269214948660468,1.0,0.0025
2000896,-2.65119597,0.4885598508998226,-0.08343610925121143,1.0,0.0025
