rollout/ep_rew_mean,rollout/exploration_rate,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/episodes,train/loss,train/n_updates,train/learning_rate
0.43895539999999983,0.01,922,1330800,300.0,1443,4436,0.007860506884753704,12907,0.0001
0.35075632999999995,0.01,922,1332000,300.0,1443,4440,0.004501104820519686,12919,0.0001
0.6151073199999998,0.01,922,1333200,300.0,1444,4444,0.00894805509597063,12931,0.0001
0.9995930899999999,0.01,923,1334400,300.0,1445,4448,0.005640244111418724,12943,0.0001
1.18056355,0.01,923,1335600,300.0,1446,4452,0.00560756167396903,12955,0.0001
0.9550264500000002,0.01,923,1336800,300.0,1446,4456,0.007328253239393234,12967,0.0001
0.8679767200000001,0.01,924,1338000,300.0,1447,4460,0.005516077857464552,12979,0.0001
0.46547457000000036,0.01,924,1339200,300.0,1448,4464,0.004459318704903126,12991,0.0001
0.6995085500000002,0.01,925,1340400,300.0,1449,4468,0.0056441365741193295,13003,0.0001
0.8632792099999997,0.01,925,1341600,300.0,1449,4472,0.0058286795392632484,13015,0.0001
0.65255717,0.01,925,1342800,300.0,1450,4476,0.03444167226552963,13027,0.0001
0.36841838999999993,0.01,925,1344000,300.0,1451,4480,0.007931155152618885,13039,0.0001
0.7042516199999999,0.01,926,1345200,300.0,1452,4484,0.008945255540311337,13051,0.0001
0.8829657000000003,0.01,926,1346400,300.0,1453,4488,0.012178986333310604,13063,0.0001
1.1333273200000002,0.01,926,1347600,300.0,1453,4492,0.00421697273850441,13075,0.0001
0.5841071899999999,0.01,927,1348800,300.0,1454,4496,0.00548920314759016,13087,0.0001
0.7777338700000002,0.01,927,1350000,300.0,1455,4500,0.006709901615977287,13099,0.0001
0.8537903700000004,0.01,927,1351200,300.0,1456,4504,0.005313072353601456,13111,0.0001
1.0527386400000003,0.01,928,1352400,300.0,1456,4508,0.004820714704692364,13123,0.0001
0.9106115200000002,0.01,928,1353600,300.0,1457,4512,0.005996402353048325,13135,0.0001
