time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/entropy_loss,train/loss,train/explained_variance,train/approx_kl,train/value_loss,train/learning_rate,train/n_updates,train/clip_range,train/clip_fraction,train/policy_gradient_loss
573,1605632,784,2801,0.29211892999999983,300.0,-0.5958381790667773,-0.013845324516296387,0.13976562023162842,0.056613132,0.16690088340546935,0.0003,7830,0.2,0.261962890625,-0.04607492293434916
573,1607680,785,2803,1.01275578,300.0,-0.5859655549749732,0.07140646874904633,0.17224884033203125,0.050461933,0.43573988261632624,0.0003,7840,0.2,0.232958984375,-0.04220494444016367
573,1609728,786,2805,1.3260818799999998,300.0,-0.6178699983283877,0.028591416776180267,-0.18376266956329346,0.052772947,0.2828350651310757,0.0003,7850,0.2,0.250732421875,-0.040932348181377164
574,1611776,787,2807,1.5278410399999995,300.0,-0.6216298632323742,0.022657394409179688,0.16805177927017212,0.04599327,0.28332424703985454,0.0003,7860,0.2,0.231884765625,-0.043103389884345235
574,1613824,788,2810,1.36949523,300.0,-0.6263414742425084,0.03110329806804657,0.3204312324523926,0.054609627,0.4048833330627531,0.0003,7870,0.2,0.252734375,-0.04261017654498574
574,1615872,789,2813,1.2530710199999997,300.0,-0.6131680848076939,0.09434397518634796,0.3168516159057617,0.047322564,0.2694287769962102,0.0003,7880,0.2,0.234619140625,-0.04022353085456416
574,1617920,790,2815,1.2268653399999998,300.0,-0.6049719410948455,0.0708593800663948,0.42973536252975464,0.055368736,0.2655985209159553,0.0003,7890,0.2,0.23984375,-0.04461278522212524
574,1619968,791,2817,0.7386480299999999,300.0,-0.6082204723730683,-0.02490764856338501,-0.34135282039642334,0.059205875,0.0949668953078799,0.0003,7900,0.2,0.259912109375,-0.044723858719225976
575,1622016,792,2819,0.7142617,300.0,-0.604188197478652,-0.004856564104557037,0.2957301139831543,0.052099835,0.21482959093991666,0.0003,7910,0.2,0.246875,-0.046419249427708566
575,1624064,793,2821,1.2834821499999998,300.0,-0.6208868892863393,0.006714649498462677,0.07650649547576904,0.044056192,0.19283717761281877,0.0003,7920,0.2,0.239892578125,-0.04404950682073831
575,1626112,794,2824,1.4374582500000002,300.0,-0.6074542242102325,0.02872540056705475,-0.2897411584854126,0.05115705,0.2587290164548904,0.0003,7930,0.2,0.237939453125,-0.045871775884006635
576,1628160,795,2826,0.8536514599999998,300.0,-0.5857888121157885,0.28680968284606934,0.00419849157333374,0.042668473,0.8618547674268484,0.0003,7940,0.2,0.2193359375,-0.03943556369922589
576,1630208,796,2828,0.7416636500000001,300.0,-0.5944738646969199,0.20178957283496857,-0.037354469299316406,0.051813927,0.45706873554736377,0.0003,7950,0.2,0.237939453125,-0.04344523465551901
576,1632256,797,2830,0.5835641599999998,300.0,-0.5778297291137278,0.19826722145080566,0.1940135359764099,0.045016326,0.47347070574760436,0.0003,7960,0.2,0.233251953125,-0.044565539679024366
576,1634304,798,2832,0.25187384999999995,300.0,-0.6081039998680353,0.08751931041479111,0.16061341762542725,0.043674752,0.36713079106993973,0.0003,7970,0.2,0.239794921875,-0.04328178447904065
577,1636352,799,2835,-0.258598,300.0,-0.5892016885802149,-0.003634735941886902,0.5221877098083496,0.05038236,0.13779293518746272,0.0003,7980,0.2,0.23154296875,-0.042836062298010805
577,1638400,800,2837,-1.09837469,300.0,-0.5998736876063049,0.12081675976514816,0.4880513548851013,0.041689985,0.4417501600459218,0.0003,7990,0.2,0.225,-0.038509023035294375
577,1640448,801,2839,-1.3614342700000004,300.0,-0.5797523901797831,0.04197661578655243,0.46856266260147095,0.047621436,0.3078309393953532,0.0003,8000,0.2,0.243310546875,-0.03962009668757673
577,1642496,802,2842,-1.25288533,300.0,-0.5969512129202486,0.14329519867897034,0.3054651618003845,0.046307057,0.3867708345409483,0.0003,8010,0.2,0.232373046875,-0.04315816626767628
578,1644544,803,2844,-1.2737119899999998,300.0,-0.6152992421761155,0.12150309979915619,0.2570756673812866,0.04883144,0.3236352019244805,0.0003,8020,0.2,0.258154296875,-0.043907590358139716
578,1646592,804,2847,-1.2575544,300.0,-0.6068870259448886,0.13532021641731262,0.23235857486724854,0.050436057,0.5481459923088551,0.0003,8030,0.2,0.24716796875,-0.0415933423966635
578,1648640,805,2849,-1.22134555,300.0,-0.5910174404270947,0.02951643615961075,0.30555182695388794,0.05427853,0.29671461493708196,0.0003,8040,0.2,0.2373046875,-0.04081143815710675
578,1650688,806,2851,-1.5827990399999998,300.0,-0.6008323750458657,0.09055401384830475,0.36618268489837646,0.055577215,0.3131265273317695,0.0003,8050,0.2,0.25400390625,-0.042934807436540726
579,1652736,807,2853,-1.4385551799999996,300.0,-0.6043344570323825,0.16456001996994019,0.40038001537323,0.043836266,0.4202937528025359,0.0003,8060,0.2,0.23994140625,-0.04110623083688551
579,1654784,808,2855,-1.91164128,300.0,-0.5930229254066944,0.11292410641908646,0.2826954126358032,0.054386914,0.3929354869760573,0.0003,8070,0.2,0.25048828125,-0.0447171988140326
