timesteps,train_ep_reward,val_is_mean,val_vs_twap_mean,val_full_exec_frac,val_residual_freq
0,nan,0.5257559937765346,0.7715328170637735,1.0,0.865
100000,-2.69841905,-0.221679594773873,0.02409722851336583,1.0,0.005
200000,-0.3210477499999999,-0.17208577364848898,0.07369104963874949,1.0,0.0
300000,2.3736666199999994,-0.12187019608436693,0.12390662720287203,1.0,0.0
400000,-2.04954969,-0.0749770101309904,0.17079981315624848,1.0,0.0025
500000,-0.36292238000000027,-0.08370099505547288,0.16207582823176586,1.0,0.005
600000,2.4679356100000005,-0.03131839022234427,0.21445843306489468,1.0,0.0
700000,1.5069535999999994,-0.10034547181106714,0.1454313514761715,1.0,0.0
800000,0.78699305,-0.0015531203015157046,0.24422370298572324,1.0,0.0025
900000,-1.5083466599999997,-0.04968717218498511,0.1960896511022537,1.0,0.0
1000000,-6.118396030000001,-0.041774608363051156,0.20400221492418752,1.0,0.0
1100000,-3.1155931499999996,-0.007926189007705418,0.2378506342795333,1.0,0.0025
1200000,-1.61887375,-0.11052210824962394,0.13525471503761483,1.0,0.0025
1300000,-4.65620437,-0.17718893190014084,0.06858789138709818,1.0,0.0075
1400000,-0.6986392100000001,-0.0811925761158848,0.16458424717135398,1.0,0.0075
1500000,-2.67657566,-0.1830308885753183,0.06274593471192058,1.0,0.005
1600000,-1.3292491900000005,-0.04381248183568992,0.20196434145154882,1.0,0.0025
1700000,-0.6252327199999992,-0.10950035199791124,0.13627647128932746,1.0,0.005
1800000,-0.4868652599999994,-0.02997336532953373,0.21580345795770517,1.0,0.0075
1900000,0.17983582000000006,-0.055154311928128585,0.19062251135911035,1.0,0.0075
2000000,3.02096662,-0.03827062429318388,0.20750619899405495,1.0,0.0075
2100000,1.47626972,-0.061036785162580855,0.18474003812465792,1.0,0.0025
2200000,-5.2828877300000014,-0.08403746233110297,0.16173936095613584,1.0,0.0075
2300000,-1.3349620999999996,-0.10555934769044115,0.14021747559679748,1.0,0.0
2400000,-2.0105315999999998,-0.13116026506709516,0.1146165582201436,1.0,0.005
2500000,0.16158097000000018,-0.14730727528241086,0.09846954800482784,1.0,0.005
2600000,0.7737847700000005,-0.12822163769461847,0.1175551855926203,1.0,0.0075
2700000,2.1463441299999992,-0.08871217734826502,0.1570646459389736,1.0,0.0075
2800000,2.0357714700000007,-0.15809581201717435,0.08768101127006442,1.0,0.005
2900000,-0.79044834,-0.16564479224272666,0.08013203104451204,1.0,0.01
3000000,3.46343514,-0.12092507878704695,0.1248517445001918,1.0,0.005
3100000,1.60011249,-0.0885389562250744,0.15723786706216455,1.0,0.005
3200000,-2.7887951500000003,-0.1934839279874644,0.052292895299774426,1.0,0.01
3300000,2.26153989,-0.17126724312774796,0.07450958015949104,1.0,0.0025
3400000,-4.37064269,-0.11595640340931382,0.1298204198779249,1.0,0.0075
3500000,-2.41614704,-0.1232611410189379,0.1225156822683009,1.0,0.0075
3600000,-0.12760156,-0.010189329140954833,0.2355874941462838,1.0,0.005
3700000,-2.1569718699999996,-0.062374549469290025,0.18340227381794869,1.0,0.0075
3800000,-1.50245995,-0.009945312166056049,0.23583151112118295,1.0,0.005
3900000,4.1656806799999995,-0.09050621915156241,0.15527060413567645,1.0,0.0025
4000000,-0.2521233600000002,-0.10151570957666117,0.14426111371057754,1.0,0.0025
4100000,1.1983634100000002,-0.11360498917854286,0.1321718341086961,1.0,0.005
4200000,-1.1115856100000003,-0.07175435448981354,0.17402246879742495,1.0,0.0025
4300000,-0.22581067999999996,-0.0396393651913618,0.20613745809587694,1.0,0.005
4400000,3.5312618099999997,-0.06979697204073541,0.1759798512465035,1.0,0.0025
4500000,1.37004958,-0.11447541388497726,0.13130140940226145,1.0,0.0025
4600000,0.18565044000000025,-0.004096962112452189,0.24167986117478651,1.0,0.0025
4700000,-1.2894581500000004,-0.04429614742567743,0.20148067586156132,1.0,0.005
4800000,-1.3171723300000002,-0.011679856534078895,0.2340969667531598,1.0,0.0025
4900000,-0.35283027999999994,-0.025544843148904022,0.22023198013833473,1.0,0.0
5000000,-2.9241026800000007,0.00011381201351600368,0.24589063530075472,1.0,0.0025
5100000,-1.7879740600000007,0.023322454794644967,0.26909927808188383,1.0,0.0025
5200000,1.2886552800000002,0.02724718692769905,0.2730240102149379,1.0,0.0
5300000,0.6957358699999997,0.00952304029790092,0.2552998635851399,1.0,0.0
5400000,-4.178224339999999,0.002903023757099881,0.24867984704433854,1.0,0.0025
5500000,0.5410348699999998,-0.03603383511775014,0.20974298816948855,1.0,0.0025
