timesteps,train_ep_reward,val_is_mean,val_vs_twap_mean,val_full_exec_frac,val_residual_freq
0,nan,-0.03566439844227805,-0.029145332176837336,1.0,0.0575
100000,-2.59828513,-0.022216808813790276,-0.01569774254834955,1.0,0.0675
200000,-1.52292689,0.4708905808950004,0.4774096471604411,1.0,0.595
300000,0.6102606500000001,0.5558264264882053,0.5623454927536459,1.0,0.6775
400000,-2.0881971599999996,1.3646757565999592,1.3711948228654,1.0,0.925
500000,-1.3024287600000002,1.2061786240655232,1.2126976903309639,1.0,0.8625
600000,-2.3747469500000005,0.4748934289620161,0.4814124952274568,1.0,0.4375
700000,-0.27933628000000005,0.38326429155719893,0.38978335782263956,1.0,0.285
800000,-1.3257309499999999,0.5238459327446884,0.5303649990101291,1.0,0.375
900000,-2.15214437,0.45366819498640754,0.4601872612518481,1.0,0.3
1000000,-2.5416259999999995,0.5244175521408696,0.5309366184063101,1.0,0.3375
1100000,-2.8681159599999995,0.44037631036386343,0.4468953766293042,1.0,0.28
1200000,-4.812938310000001,0.8964258457876071,0.9029449120530478,1.0,0.3475
1300000,-1.08344227,1.0684744468799212,1.074993513145362,1.0,0.3775
1400000,-5.21763659,0.8915161863260131,0.898035252591454,1.0,0.3775
1500000,-4.65473268,0.7450350667519362,0.751554133017377,1.0,0.32
1600000,-3.5751941200000004,1.5009286800541244,1.5074477463195655,1.0,0.3925
1700000,-3.4165112599999996,0.9199583087213304,0.9264773749867711,1.0,0.3025
1800000,-10.785229810000002,0.9058218734828355,0.9123409397482763,1.0,0.32
1900000,-1.4921691900000003,1.1645668899684,1.171085956233841,1.0,0.36
2000000,0.1753319,0.9359304487876091,0.9424495150530501,1.0,0.265
2100000,-7.850302670000001,0.9844740314640816,0.9909930977295225,1.0,0.3175
2200000,-2.6001033800000006,0.7713553909098886,0.7778744571753293,1.0,0.23
2300000,-3.334207260000001,2.1371665005357405,2.1436855668011816,1.0,0.61
2400000,-6.529876619999999,0.8272980249258576,0.8338170911912982,1.0,0.265
2500000,-9.38286952,0.8710242038029662,0.8775432700684069,1.0,0.2425
2600000,-13.982514970000002,2.146505989921954,2.1530250561873943,1.0,0.62
2700000,-9.522610170000002,0.07101665499817136,0.07753572126361204,1.0,0.0675
2800000,-1.4807042199999998,-0.0958866222986641,-0.08936755603322352,1.0,0.0225
2900000,-0.43262608999999996,0.5637992362232044,0.5703183024886451,1.0,0.2675
3000000,-1.75948997,0.2693186335300792,0.2758376997955198,1.0,0.12
