timesteps,train_ep_reward,val_is_mean,val_vs_twap_mean,val_full_exec_frac,val_residual_freq
0,nan,0.6288114377235843,-0.05525146714304631,1.0,0.0025
100000,-1.7501913699999991,1.5361972746784993,0.8521343698118691,1.0,0.5975
200000,-10.337694509999999,1.85840027604092,1.1743373711742897,1.0,0.6525
300000,-5.05212265,1.3781578967477883,0.6940949918811583,1.0,0.2
400000,-4.04705838,1.5297661025461537,0.8457031976795237,1.0,0.295
500000,-0.5198783599999995,0.6287300571431009,-0.05533284772352948,1.0,0.0625
600000,-2.79001259,0.6618203462067507,-0.02224255865987958,1.0,0.0025
700000,1.33682861,0.6794787992605299,-0.00458410560610039,1.0,0.005
800000,-3.0196123400000006,0.7602516011857481,0.07618869631911794,1.0,0.005
900000,-1.4948761799999999,0.7075815539249729,0.02351864905834268,1.0,0.005
1000000,-2.9793729099999995,0.6641936541320935,-0.019869250734536683,1.0,0.0025
1100000,-0.19588128999999999,0.6953061174233315,0.011243212556701345,1.0,0.005
1200000,-3.1140680199999995,0.7100665964329272,0.026003691566296724,1.0,0.005
1300000,-0.8630787400000002,0.6947005923043121,0.010637687437681738,1.0,0.005
1400000,-1.5867046899999997,0.767793451296014,0.08373054642938364,1.0,0.01
1500000,1.5400393600000002,0.6252151594906408,-0.05884774537598972,1.0,0.005
1600000,-2.4457718399999995,0.661283615303051,-0.02277928956357944,1.0,0.0025
1700000,-2.17314394,0.6229874199359211,-0.06107548493070933,1.0,0.0025
1800000,-0.023954019999999545,0.6288114377235843,-0.05525146714304631,1.0,0.0025
1900000,-0.45798199999999967,0.6730434562947206,-0.011019448571909653,1.0,0.0075
2000000,-2.3478018100000004,0.7472749579970285,0.06321205313039834,1.0,0.1175
