time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/explained_variance,train/loss,train/approx_kl,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/n_updates,train/clip_fraction
961,528,-0.12326024000000001,248,507904,300.0,0.0003,0.07354754209518433,-0.033023424446582794,0.028718162,0.056728429917711765,-0.7933363929390908,-0.03985267750686035,0.2,2470,0.200439453125
964,528,-0.18461098999999997,249,509952,300.0,0.0003,0.17866730690002441,-0.047482457011938095,0.030677103,0.043708435533335435,-0.7994191881269217,-0.03710729448066559,0.2,2480,0.214453125
966,529,-0.14227314999999996,250,512000,300.0,0.0003,0.22244137525558472,-0.07422181963920593,0.03306161,0.01871341975929681,-0.8260177394375205,-0.038528146146563816,0.2,2490,0.2220703125
969,530,-0.16579785000000008,251,514048,300.0,0.0003,-0.10723352432250977,-0.042920053005218506,0.029634496,0.04036870811250992,-0.782458446547389,-0.039494473618105985,0.2,2500,0.21728515625
971,531,-0.07159691000000003,252,516096,300.0,0.0003,0.010055124759674072,-0.03845691308379173,0.029617619,0.06137561226496473,-0.7911942925304174,-0.039709371034405194,0.2,2510,0.2138671875
974,531,0.020703329999999937,253,518144,300.0,0.0003,0.07278633117675781,-0.07700685411691666,0.03315363,0.024176039930898695,-0.7765176817774773,-0.03983286512084305,0.2,2520,0.217333984375
976,532,0.03569582999999995,254,520192,300.0,0.0003,-0.4531989097595215,-0.05564262345433235,0.032822862,0.011386728083016351,-0.769810495339334,-0.03776160127308685,0.2,2530,0.21650390625
978,533,0.14877021999999995,255,522240,300.0,0.0003,-0.028086185455322266,-0.05080422759056091,0.028666526,0.03031716960540507,-0.7834833942353725,-0.03896791325241793,0.2,2540,0.205029296875
980,534,0.11587717999999997,256,524288,300.0,0.0003,0.03423953056335449,-0.05441566929221153,0.028734513,0.03920443520182744,-0.7787914680317044,-0.036739390873117374,0.2,2550,0.20087890625
983,535,-0.028255040000000006,257,526336,300.0,0.0003,0.03388255834579468,-0.03473465144634247,0.025537997,0.06117835517507046,-0.8111096711829304,-0.040950147490366365,0.2,2560,0.21123046875
985,536,-0.11964569000000004,258,528384,300.0,0.0003,0.043727099895477295,-0.04429510235786438,0.032799736,0.0400805568206124,-0.8207626001909375,-0.04002113405440468,0.2,2570,0.212548828125
987,537,-0.10282144000000006,259,530432,300.0,0.0003,0.03318357467651367,-0.058640286326408386,0.03426034,0.02475457170221489,-0.8098069557920098,-0.038990830100374296,0.2,2580,0.21572265625
989,538,-0.14612906999999997,260,532480,300.0,0.0003,0.16762644052505493,-0.038396432995796204,0.03061121,0.05245764240971766,-0.8416006634011864,-0.040185312152607365,0.2,2590,0.231103515625
991,538,-0.10130669999999994,261,534528,300.0,0.0003,0.3280108571052551,-0.034432847052812576,0.030580545,0.025165589930838905,-0.8406858479604125,-0.04087644396640826,0.2,2600,0.21416015625
994,539,-0.15165007999999996,262,536576,300.0,0.0003,0.12936776876449585,-0.04801518842577934,0.033885367,0.030916165641974656,-0.8373914571478963,-0.03827122167858761,0.2,2610,0.21357421875
996,540,-0.0013756700000000467,263,538624,300.0,0.0003,0.15976709127426147,-0.03361037001013756,0.028400902,0.0879768414190039,-0.8672682181000709,-0.042900074692443016,0.2,2620,0.2265625
999,541,-0.07860548000000003,264,540672,300.0,0.0003,0.44587528705596924,-0.0597122460603714,0.026917469,0.04508582291891798,-0.8429573310539127,-0.0448109954391839,0.2,2630,0.221923828125
1001,541,-0.24629985,265,542720,300.0,0.0003,0.31048405170440674,-0.05520276725292206,0.03349236,0.04957409398048185,-0.849128556624055,-0.04462583286513109,0.2,2640,0.217919921875
1003,542,-0.23976563000000004,266,544768,300.0,0.0003,0.2916552424430847,-0.04354695975780487,0.02945622,0.0695796454907395,-0.8337853197008371,-0.0382809887843905,0.2,2650,0.220654296875
1006,543,-0.20556367999999992,267,546816,300.0,0.0003,0.39180904626846313,-0.06400805711746216,0.03176083,0.043768296233611184,-0.8353840451687574,-0.041492671729065476,0.2,2660,0.225341796875
1008,544,-0.31433141,268,548864,300.0,0.0003,0.05851823091506958,-0.036461956799030304,0.030237438,0.061304699315223844,-0.8243123577907682,-0.04151132759288885,0.2,2670,0.21650390625
1010,545,-0.28722797,269,550912,300.0,0.0003,0.17939716577529907,-0.06992501020431519,0.03230494,0.038621948202489875,-0.8553904958069325,-0.0390274295641575,0.2,2680,0.2201171875
1013,545,-0.4022798600000001,270,552960,300.0,0.0003,0.19030576944351196,-0.0361209437251091,0.028086849,0.034095743531361224,-0.8460765073075891,-0.044183769160008525,0.2,2690,0.213623046875
1015,546,-0.51280899,271,555008,300.0,0.0003,0.06092733144760132,-0.040737397968769073,0.031865753,0.0654316411120817,-0.8547432228922844,-0.04180959527147934,0.2,2700,0.226708984375
1017,547,-0.5861484,272,557056,300.0,0.0003,0.04629254341125488,-0.05566033720970154,0.03068351,0.03557048204238526,-0.8494656411930919,-0.04207012955157552,0.2,2710,0.214501953125
1020,547,-0.5440527400000001,273,559104,300.0,0.0003,0.1984546184539795,-0.03904135525226593,0.031321727,0.05301113165332936,-0.8471672119572758,-0.04137828432430979,0.2,2720,0.217578125
1022,548,-0.26868490000000006,274,561152,300.0,0.0003,0.03423255681991577,-0.03983692824840546,0.031762406,0.09042544513940812,-0.8577572558075189,-0.042484978231368584,0.2,2730,0.226416015625
1025,549,-0.3644734099999999,275,563200,300.0,0.0003,-0.027766108512878418,-0.0676078125834465,0.033687368,0.05502286899136379,-0.826644597761333,-0.043826315019396135,0.2,2740,0.223681640625
1027,550,-0.3079999299999999,276,565248,300.0,0.0003,-0.043906569480895996,-0.02385846897959709,0.027527036,0.10201486410805956,-0.8522903837263585,-0.04132992490776814,0.2,2750,0.224755859375
1030,550,-0.2835248,277,567296,300.0,0.0003,0.044182538986206055,-0.03513244166970253,0.03127733,0.06319238308933564,-0.8331477973610163,-0.04029874844418373,0.2,2760,0.215283203125
1032,551,-0.23527649,278,569344,300.0,0.0003,-0.07193577289581299,-0.064683698117733,0.02958898,0.013936626850045286,-0.8290328620001673,-0.044256816763663664,0.2,2770,0.212109375
1034,552,-0.15810061,279,571392,300.0,0.0003,0.19057559967041016,-0.030831389129161835,0.03176678,0.02754278972861357,-0.8304302159696817,-0.04210008494846988,0.2,2780,0.225927734375
1037,552,0.04329067999999994,280,573440,300.0,0.0003,-0.011016130447387695,-0.020950570702552795,0.031563997,0.07554257889278233,-0.8345654467120767,-0.041649306104227436,0.2,2790,0.226220703125
1039,553,-0.011297050000000081,281,575488,300.0,0.0003,0.0007020235061645508,-0.04118097573518753,0.03078419,0.07263101805001497,-0.818033560179174,-0.04220482255041134,0.2,2800,0.213427734375
1041,554,0.08283471,282,577536,300.0,0.0003,-0.21983063220977783,-0.0590786412358284,0.030892862,0.04408805568236858,-0.8224914075806737,-0.04369168103148695,0.2,2810,0.214404296875
1043,555,0.09503468999999998,283,579584,300.0,0.0003,0.039129793643951416,-0.04278497397899628,0.031985987,0.07390933505957946,-0.8207538101822138,-0.04090532226546202,0.2,2820,0.2212890625
1045,556,0.20485585999999995,284,581632,300.0,0.0003,0.019483089447021484,-0.051622651517391205,0.02790682,0.05370562429889105,-0.8426349200308323,-0.04361812405986711,0.2,2830,0.212158203125
1047,556,0.40001608999999994,285,583680,300.0,0.0003,0.17017853260040283,-0.039875589311122894,0.036509294,0.04471624752623029,-0.8356171369552612,-0.043493428060901354,0.2,2840,0.222509765625
1050,557,0.5867335699999999,286,585728,300.0,0.0003,0.07977503538131714,-0.044266119599342346,0.033739317,0.04687408332247287,-0.8279928067699075,-0.03987415190349566,0.2,2850,0.220751953125
1052,558,0.7400222400000002,287,587776,300.0,0.0003,0.06930398941040039,-0.05580940842628479,0.033540912,0.04664360475144349,-0.8132779670879244,-0.04171406083041802,0.2,2860,0.22177734375
1054,559,0.6596550000000001,288,589824,300.0,0.0003,0.2842250466346741,-0.05858062207698822,0.02823722,0.036388133058790115,-0.8076496072113514,-0.044221314828610046,0.2,2870,0.215234375
1057,559,0.64880932,289,591872,300.0,0.0003,0.20384347438812256,-0.06286798417568207,0.031284545,0.05326701485319063,-0.8085456876084208,-0.043878752301679924,0.2,2880,0.232373046875
1059,560,0.67513552,290,593920,300.0,0.0003,0.307608425617218,-0.010232195258140564,0.032202177,0.06860609713476151,-0.7895002748817206,-0.04124450336676091,0.2,2890,0.224560546875
1061,561,0.5026406400000001,291,595968,300.0,0.0003,0.4552914500236511,-0.04963663965463638,0.029029164,0.041941239027073605,-0.8157495157793164,-0.03938904367678333,0.2,2900,0.218212890625
1063,562,0.52586446,292,598016,300.0,0.0003,0.32676416635513306,-0.044576991349458694,0.037094045,0.05839705994585529,-0.7819326430559158,-0.044457071597571486,0.2,2910,0.230029296875
1125,533,0.56120788,293,600064,300.0,0.0003,0.22215521335601807,-0.059659864753484726,0.039202373,0.06263929005945101,-0.7790239805355668,-0.044881341495784,0.2,2920,0.2396484375
1127,533,0.3360016599999999,294,602112,300.0,0.0003,0.29557979106903076,-0.06037193164229393,0.03442508,0.02562676066590939,-0.7843631617724895,-0.03943070376844844,0.2,2930,0.212451171875
1129,534,0.33493486999999994,295,604160,300.0,0.0003,0.04533916711807251,-0.03984180837869644,0.03299333,0.07481860246043652,-0.7523896813392639,-0.042015675696893594,0.2,2940,0.225390625
1132,535,0.33561566,296,606208,300.0,0.0003,-0.07748818397521973,-0.0501813068985939,0.032288514,0.029170330232591368,-0.8014492195099592,-0.042617950262501834,0.2,2950,0.217578125
1134,536,0.22661889999999998,297,608256,300.0,0.0003,0.20315790176391602,-0.054896265268325806,0.031128088,0.02952988977485802,-0.8044121423736215,-0.04060310384375043,0.2,2960,0.226513671875
1136,536,0.17862567,298,610304,300.0,0.0003,0.21652626991271973,-0.03821294754743576,0.031487636,0.04943258962011896,-0.7954084655269981,-0.04218848200107459,0.2,2970,0.219873046875
1139,537,0.09484769000000005,299,612352,300.0,0.0003,0.020809710025787354,-0.06206056475639343,0.034563318,0.03591164832469076,-0.7678728369995952,-0.0418380953342421,0.2,2980,0.23251953125
1141,538,0.030329489999999987,300,614400,300.0,0.0003,-0.2886784076690674,-0.05805336311459541,0.03403782,0.027080948915681802,-0.7788689827546478,-0.04174099450174253,0.2,2990,0.22470703125
1143,539,-0.17799136999999998,301,616448,300.0,0.0003,-0.0149461030960083,-0.04922017455101013,0.033841938,0.05253081037662923,-0.7864297069609165,-0.03822342074417975,0.2,3000,0.21953125
1145,539,-0.24575624,302,618496,300.0,0.0003,-0.06612753868103027,-0.07218826562166214,0.03234577,0.025474270628183148,-0.7972469983622432,-0.04323837511474267,0.2,3010,0.231689453125
1148,540,-0.25803461999999994,303,620544,300.0,0.0003,0.06675708293914795,-0.050067782402038574,0.038891207,0.03980186493718065,-0.7743102665990591,-0.040845441038254646,0.2,3020,0.243359375
1150,541,-0.25879469000000005,304,622592,300.0,0.0003,0.21441608667373657,-0.05713329464197159,0.03146262,0.02168701001792215,-0.812738130427897,-0.04157519153086468,0.2,3030,0.221435546875
1152,541,-0.09472027000000001,305,624640,300.0,0.0003,0.048343122005462646,-0.03401169180870056,0.043291774,0.054333563335239886,-0.7696459461003542,-0.04117473360674921,0.2,3040,0.23857421875
1155,542,-0.06632372999999994,306,626688,300.0,0.0003,0.1552959680557251,-0.05130227655172348,0.034124613,0.0468260198016651,-0.7747768444940448,-0.042407457178342156,0.2,3050,0.22080078125
1157,543,-0.20879189999999997,307,628736,300.0,0.0003,0.21986383199691772,-0.06516530364751816,0.03059122,0.03495410039322451,-0.787890056706965,-0.04297603094310034,0.2,3060,0.2228515625
1159,543,-0.22500612000000003,308,630784,300.0,0.0003,0.11584371328353882,-0.06320670247077942,0.032558754,0.019756772712571546,-0.7944688210263848,-0.04355049413861707,0.2,3070,0.23017578125
1161,544,-0.29217886000000004,309,632832,300.0,0.0003,-0.04922902584075928,-0.05351043865084648,0.03197257,0.05240136198699474,-0.793080747127533,-0.0419001845701132,0.2,3080,0.218017578125
1164,545,-0.3113381100000001,310,634880,300.0,0.0003,-0.05294942855834961,-0.07875983417034149,0.035847154,0.030411039129830897,-0.7787220552563667,-0.04257848124834709,0.2,3090,0.2263671875
1166,546,-0.1850842000000001,311,636928,300.0,0.0003,0.037449419498443604,-0.08065244555473328,0.032010414,0.023261640971759333,-0.7670170465484262,-0.042714010074269025,0.2,3100,0.2064453125
1168,546,-0.060940259999999975,312,638976,300.0,0.0003,0.07439857721328735,-0.05488955229520798,0.033655934,0.06400923684705048,-0.803508253954351,-0.043234179241699165,0.2,3110,0.236181640625
1171,547,-0.14821652,313,641024,300.0,0.0003,0.046154022216796875,-0.02541595697402954,0.032098275,0.047737485327525066,-0.7825324535369873,-0.04181001828546869,0.2,3120,0.22060546875
1173,547,0.15005301999999998,314,643072,300.0,0.0003,0.22094547748565674,-0.033293016254901886,0.033256177,0.03951814513420686,-0.7829635305330157,-0.04399152186670108,0.2,3130,0.222705078125
1176,548,0.3009364400000001,315,645120,300.0,0.0003,0.2635858654975891,-0.06170444190502167,0.03486651,0.031814702722476794,-0.7797537634149194,-0.04257826622924767,0.2,3140,0.231103515625
1178,549,0.35409896,316,647168,300.0,0.0003,0.36874812841415405,-0.07176803052425385,0.0344782,0.030223991913953797,-0.7915651524439454,-0.043612438577110876,0.2,3150,0.223681640625
1180,549,0.52399328,317,649216,300.0,0.0003,0.4626063108444214,-0.06991320848464966,0.038495928,0.01608382716658525,-0.7799337930977345,-0.046866933270939624,0.2,3160,0.230908203125
1182,550,0.40846633,318,651264,300.0,0.0003,0.36431312561035156,-0.05516887456178665,0.03556019,0.031131589191500098,-0.7658428611233831,-0.043960707107908094,0.2,3170,0.228125
1185,551,0.27749446,319,653312,300.0,0.0003,0.3228856325149536,-0.05331240966916084,0.035069305,0.020748525866656563,-0.7893859459087252,-0.04195472022111062,0.2,3180,0.230322265625
1187,551,0.33645749000000014,320,655360,300.0,0.0003,0.2297382354736328,-0.026640906929969788,0.03017983,0.05908481001970358,-0.7899252075701952,-0.03882433803519234,0.2,3190,0.2271484375
1189,552,0.33008117,321,657408,300.0,0.0003,0.2775680422782898,-0.04189783334732056,0.035363987,0.06397657187189906,-0.7846655659377575,-0.041820829411153684,0.2,3200,0.2353515625
1192,553,0.34719790999999994,322,659456,300.0,0.0003,0.4629061818122864,-0.05603128671646118,0.036344238,0.023484953842125834,-0.8002057012170554,-0.04308461411565077,0.2,3210,0.235205078125
1194,553,0.42622077999999997,323,661504,300.0,0.0003,0.35020846128463745,-0.06791277229785919,0.035782382,0.044111328443977985,-0.766135611385107,-0.042126803292194384,0.2,3220,0.221044921875
1196,554,0.4675388,324,663552,300.0,0.0003,0.49717772006988525,-0.05530168116092682,0.035278097,0.03152912562363781,-0.8033548986539245,-0.04412388664786704,0.2,3230,0.236083984375
1198,555,0.43493675000000004,325,665600,300.0,0.0003,0.5010883808135986,-0.0940399169921875,0.03299557,0.03335894434712827,-0.7784693649038672,-0.04416860072524287,0.2,3240,0.2150390625
1201,555,0.2514399499999999,326,667648,300.0,0.0003,0.3704720735549927,-0.04224129021167755,0.03287621,0.07773601561784745,-0.7620257599279284,-0.040607269477914085,0.2,3250,0.21982421875
1203,556,0.1907496499999999,327,669696,300.0,0.0003,0.461841881275177,-0.05561637133359909,0.034662873,0.048726612952305,-0.7551682915538549,-0.04272626681631664,0.2,3260,0.2208984375
1205,557,0.048178889999999995,328,671744,300.0,0.0003,0.19681048393249512,-0.02483983337879181,0.034047306,0.09507135697640479,-0.7764980072155595,-0.041521155970986004,0.2,3270,0.2283203125
1208,557,-0.06799431999999996,329,673792,300.0,0.0003,0.15714967250823975,-0.008809160441160202,0.03740556,0.0886749055585824,-0.7854788526892662,-0.0399901303317165,0.2,3280,0.21123046875
1210,558,-0.19687521999999993,330,675840,300.0,0.0003,0.07749098539352417,-0.022093720734119415,0.036872726,0.07497587854741142,-0.7721513716503978,-0.0437009879067773,0.2,3290,0.22880859375
1213,558,-0.2524006,331,677888,300.0,0.0003,0.40128278732299805,-0.0741630271077156,0.032783747,0.014449219536618329,-0.7575958028435708,-0.04327263122831937,0.2,3300,0.22783203125
1215,559,-0.015109479999999977,332,679936,300.0,0.0003,0.35824763774871826,-0.06499634683132172,0.03530281,0.025551772900507787,-0.7606378056108951,-0.04059050507494248,0.2,3310,0.228857421875
1217,560,0.18859814,333,681984,300.0,0.0003,0.08908969163894653,-0.04755440726876259,0.035208825,0.06062809992581606,-0.7354598298668862,-0.044213688946911134,0.2,3320,0.225390625
1219,560,0.23229860000000002,334,684032,300.0,0.0003,0.30599260330200195,-0.050982631742954254,0.035330955,0.0460003022744786,-0.7571170054376125,-0.04048526968981605,0.2,3330,0.226708984375
1221,561,0.19149893000000007,335,686080,300.0,0.0003,0.5714045166969299,-0.07383684068918228,0.032685712,0.028901251265779138,-0.7245596941560507,-0.042278823583910705,0.2,3340,0.22080078125
1224,561,0.22760999999999998,336,688128,300.0,0.0003,0.2611035108566284,-0.04617558419704437,0.032917455,0.023221403794013894,-0.7366184609010815,-0.04046611368539743,0.2,3350,0.22685546875
1226,562,0.2368053899999999,337,690176,300.0,0.0003,0.23222917318344116,-0.04055038094520569,0.035010528,0.05757338550174609,-0.7349531153216958,-0.03886417961330153,0.2,3360,0.22275390625
1229,563,0.27906946999999993,338,692224,300.0,0.0003,0.2959991693496704,-0.059707898646593094,0.040640533,0.039010907674673946,-0.72356410715729,-0.04373430975538213,0.2,3370,0.2345703125
1232,563,0.08685410999999997,339,694272,300.0,0.0003,0.25269556045532227,-0.06032419949769974,0.036108248,0.039691202709218484,-0.752814188785851,-0.039484624401666224,0.2,3380,0.23369140625
1235,563,0.19566692999999993,340,696320,300.0,0.0003,0.34947526454925537,-0.08469020575284958,0.036708437,0.02075131784658879,-0.7487936649471522,-0.04458607615088113,0.2,3390,0.2291015625
1238,564,0.13348146,341,698368,300.0,0.0003,0.5094344615936279,-0.060561612248420715,0.033939287,0.022354762989562005,-0.7145990947261452,-0.04401614906382747,0.2,3400,0.222314453125
1301,538,0.28719440999999984,342,700416,300.0,0.0003,0.16866260766983032,-0.06458617746829987,0.034765966,0.03333182347123511,-0.7190332178026437,-0.041534219670575113,0.2,3410,0.224072265625
1304,538,0.14062889000000003,343,702464,300.0,0.0003,0.27156710624694824,-0.025873148813843727,0.033884145,0.06938897460931912,-0.7679825983941555,-0.039328887779265645,0.2,3420,0.231689453125
1306,539,0.12503884000000004,344,704512,300.0,0.0003,0.1995387077331543,-0.060737498104572296,0.040838487,0.03304310008825269,-0.7369481418281794,-0.043660338287008923,0.2,3430,0.238525390625
1308,539,-0.03361859999999997,345,706560,300.0,0.0003,0.2922917604446411,-0.04808016121387482,0.034285326,0.05280373432906345,-0.789068004861474,-0.04033744107873645,0.2,3440,0.2400390625
1310,540,-0.12190202999999995,346,708608,300.0,0.0003,0.2813100218772888,-0.028170226141810417,0.035881802,0.061623184173367915,-0.7717283856123686,-0.042673809174448254,0.2,3450,0.21982421875
1312,541,-0.36397888,347,710656,300.0,0.0003,0.14115136861801147,-0.0669812262058258,0.03826812,0.03161599135491997,-0.7543057607486844,-0.04275869439006783,0.2,3460,0.22177734375
1315,541,-0.60051012,348,712704,300.0,0.0003,0.16043394804000854,-0.022471848875284195,0.037262168,0.06221140641719103,-0.7705631548538804,-0.04541706638119649,0.2,3470,0.247998046875
1317,542,-0.7291167299999999,349,714752,300.0,0.0003,0.29992687702178955,-0.0572025328874588,0.034431983,0.03326005511917174,-0.7706083241850138,-0.043869751776219344,0.2,3480,0.232861328125
1319,543,-0.70794169,350,716800,300.0,0.0003,0.3611835241317749,-0.03579597920179367,0.04480774,0.0463252151501365,-0.7006922459229827,-0.038321796787204224,0.2,3490,0.22275390625
1321,543,-0.62704041,351,718848,300.0,0.0003,0.19303029775619507,-0.04359117150306702,0.034336172,0.06954274956369773,-0.7198047330603004,-0.042871124048542694,0.2,3500,0.232080078125
1323,544,-0.5076599999999999,352,720896,300.0,0.0003,0.2038828730583191,-0.0441826730966568,0.03724101,0.07073303201468661,-0.7103170167654753,-0.04209105305199046,0.2,3510,0.234716796875
1326,545,-0.45978356000000004,353,722944,300.0,0.0003,0.3879956603050232,-0.06800973415374756,0.039020963,0.028497112140757962,-0.7159064248204231,-0.043578403725405224,0.2,3520,0.22880859375
1328,545,-0.26904876000000005,354,724992,300.0,0.0003,0.47714054584503174,-0.05743186175823212,0.03262773,0.027196797996293754,-0.714784505777061,-0.03937229619768914,0.2,3530,0.212744140625
1330,546,-0.35864468000000005,355,727040,300.0,0.0003,0.3735586404800415,-0.061853088438510895,0.035475075,0.03509356380673125,-0.7089296456426382,-0.04373905887186993,0.2,3540,0.23603515625
1333,546,-0.47415612,356,729088,300.0,0.0003,0.47931957244873047,-0.04826435446739197,0.034338873,0.025824025104520844,-0.7204583056271077,-0.03856544960435713,0.2,3550,0.219189453125
1336,547,-0.41624447,357,731136,300.0,0.0003,0.389401912689209,-0.03367554768919945,0.03361023,0.03564968754071742,-0.7055811686441302,-0.04076756237191148,0.2,3560,0.212548828125
1338,547,-0.4622379300000001,358,733184,300.0,0.0003,0.34683388471603394,-0.05734866112470627,0.03949987,0.04789195195771754,-0.7146686635911464,-0.0432760130148381,0.2,3570,0.22880859375
1340,548,-0.37972502999999996,359,735232,300.0,0.0003,0.24320989847183228,-0.03959740325808525,0.03584577,0.06281285054283217,-0.7218140626326204,-0.040808966550685,0.2,3580,0.2283203125
1343,548,-0.20187427,360,737280,300.0,0.0003,0.40406447649002075,-0.06368765980005264,0.04105829,0.025999989424599336,-0.7109688982367516,-0.039780142909148705,0.2,3590,0.2337890625
1345,549,-0.28315872000000014,361,739328,300.0,0.0003,0.29891014099121094,-0.04045385494828224,0.04054609,0.03929654925595969,-0.6909931730479002,-0.040254077440476974,0.2,3600,0.22939453125
1348,549,-0.03593369000000008,362,741376,300.0,0.0003,0.38622915744781494,-0.05933897942304611,0.039244346,0.03540338222519494,-0.7381843579933047,-0.04220264833711553,0.2,3610,0.231005859375
1350,550,-0.009638909999999952,363,743424,300.0,0.0003,0.38251549005508423,-0.05078074336051941,0.036991782,0.05243136183125898,-0.6970307778567075,-0.04083408816077281,0.2,3620,0.22705078125
1353,550,0.08529623000000001,364,745472,300.0,0.0003,0.47883087396621704,-0.06292574107646942,0.03713371,0.0552811233443208,-0.709308204986155,-0.039382941901567395,0.2,3630,0.233837890625
1355,551,-0.04872823000000001,365,747520,300.0,0.0003,0.2916226387023926,-0.054116230458021164,0.035901524,0.04539714629063383,-0.7335132298991084,-0.04296705755696166,0.2,3640,0.230224609375
1358,551,-0.10540356000000002,366,749568,300.0,0.0003,0.49585598707199097,-0.04435237869620323,0.036709443,0.024724471097579227,-0.7236767206341028,-0.04086870856117457,0.2,3650,0.223193359375
1360,552,-0.17850875000000002,367,751616,300.0,0.0003,0.3626360297203064,-0.0551288016140461,0.036547936,0.05252436288865283,-0.7164480915293098,-0.03999393714184407,0.2,3660,0.2212890625
1363,552,-0.10415076999999999,368,753664,300.0,0.0003,0.12968569993972778,-0.04674786329269409,0.03631728,0.07327732454286888,-0.7403616150841117,-0.040313344809692356,0.2,3670,0.212255859375
1366,553,-0.17296699000000004,369,755712,300.0,0.0003,0.37715762853622437,-0.037734292447566986,0.03613908,0.029783333040541038,-0.7251788575202227,-0.0389639975503087,0.2,3680,0.2193359375
1368,553,-0.041047460000000084,370,757760,300.0,0.0003,0.1825433373451233,-0.05786409229040146,0.037593715,0.026021549286087974,-0.7421473691239953,-0.041657660010969266,0.2,3690,0.241650390625
1370,554,-0.009878000000000085,371,759808,300.0,0.0003,0.04152601957321167,-0.06086932495236397,0.03590945,0.025001281252480113,-0.7546679843217134,-0.03869718416535761,0.2,3700,0.227001953125
1372,555,-0.07965187000000004,372,761856,300.0,0.0003,0.1881183385848999,-0.06398740410804749,0.0411357,0.03323953810613602,-0.7494041148573161,-0.045209710573544726,0.2,3710,0.239892578125
1375,555,-0.17262205000000003,373,763904,300.0,0.0003,0.23842614889144897,-0.03465574234724045,0.03887799,0.03524107261910103,-0.7312111314386129,-0.04085433300351724,0.2,3720,0.233642578125
1377,556,-0.06571957,374,765952,300.0,0.0003,-0.040052056312561035,-0.05120817944407463,0.041498423,0.06566989698912948,-0.7531950242817402,-0.043977593415183945,0.2,3730,0.233740234375
1379,556,-0.16404749999999996,375,768000,300.0,0.0003,0.33629119396209717,-0.06200367212295532,0.039321445,0.027011591417249292,-0.7570418613031507,-0.042156085507303945,0.2,3740,0.23447265625
1381,557,-0.16400953999999998,376,770048,300.0,0.0003,0.13657718896865845,-0.06876956671476364,0.03993839,0.028135160950478168,-0.759919536113739,-0.045718537099310196,0.2,3750,0.21982421875
1384,557,-0.03951597000000001,377,772096,300.0,0.0003,-0.08877170085906982,-0.03751450404524803,0.035723478,0.06157545415917411,-0.7501932213082909,-0.041940620527020654,0.2,3760,0.227197265625
1386,558,0.03221365999999996,378,774144,300.0,0.0003,0.08668935298919678,-0.047794342041015625,0.038966,0.04954480298329145,-0.7677272811532021,-0.04281190027832053,0.2,3770,0.230078125
1388,558,0.04771309999999993,379,776192,300.0,0.0003,-0.06835639476776123,-0.0489007905125618,0.03380947,0.020450129723758436,-0.7739659728482365,-0.04124357762921136,0.2,3780,0.218212890625
1391,559,0.02102806999999997,380,778240,300.0,0.0003,0.210238516330719,-0.03449080511927605,0.03034214,0.03100807789596729,-0.7658478900790214,-0.0395990914927097,0.2,3790,0.21796875
1393,560,-0.06241000999999995,381,780288,300.0,0.0003,0.06362760066986084,-0.06447194516658783,0.033863515,0.031346970913000406,-0.7661499725654721,-0.04057656777004013,0.2,3800,0.22158203125
1395,560,-0.014986849999999973,382,782336,300.0,0.0003,0.13349956274032593,-0.04422391206026077,0.032102868,0.03678189691272564,-0.8016002308577299,-0.041917234667926094,0.2,3810,0.227197265625
1397,561,-0.1582065199999999,383,784384,300.0,0.0003,0.10918807983398438,-0.0836310014128685,0.038778845,0.03548173995222896,-0.7958421928808093,-0.048492184150381944,0.2,3820,0.240185546875
1399,561,-0.09772393000000004,384,786432,300.0,0.0003,0.293698787689209,-0.05973578244447708,0.041526042,0.04599742963328026,-0.786042470484972,-0.04802485400578007,0.2,3830,0.243359375
1401,562,-0.12188489000000001,385,788480,300.0,0.0003,0.3891594409942627,-0.06840703636407852,0.031712566,0.014335965595091694,-0.787574540823698,-0.0407508740783669,0.2,3840,0.20830078125
1404,562,-0.24352442000000007,386,790528,300.0,0.0003,0.27797192335128784,-0.07062087953090668,0.032360505,0.04533655930426903,-0.8095555167645216,-0.04461307740129996,0.2,3850,0.228662109375
1406,563,-0.14241325000000005,387,792576,300.0,0.0003,0.23043811321258545,-0.0462210588157177,0.038048208,0.034400382911553604,-0.81631312482059,-0.04445392239722423,0.2,3860,0.2310546875
1408,563,-0.054149960000000046,388,794624,300.0,0.0003,-0.29712963104248047,-0.08087611198425293,0.03810957,0.03163612798671238,-0.7779225302860141,-0.042423324356786904,0.2,3870,0.229931640625
1411,564,0.017348359999999997,389,796672,300.0,0.0003,-0.23151469230651855,-0.06196253001689911,0.04203988,0.01729203499708092,-0.7686063207685947,-0.04351336691761389,0.2,3880,0.241552734375
1413,565,-0.05593540000000005,390,798720,300.0,0.0003,-0.2377796173095703,-0.08179572224617004,0.03760873,0.015635520292562433,-0.776768597215414,-0.04436375806690194,0.2,3890,0.23671875
1473,543,-0.06728285999999997,391,800768,300.0,0.0003,0.2477356195449829,-0.054745931178331375,0.03022857,0.030552378616994245,-0.767155303992331,-0.04362956997356378,0.2,3900,0.21142578125
1475,544,-0.20980432000000002,392,802816,300.0,0.0003,0.11001396179199219,-0.06402137875556946,0.03110439,0.019550030087702907,-0.78483976572752,-0.04359135751437861,0.2,3910,0.217578125
