time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,rollout/ep_len_mean,train/approx_kl,train/value_loss,train/clip_range,train/explained_variance,train/entropy_loss,train/learning_rate,train/n_updates,train/loss,train/clip_fraction,train/policy_gradient_loss
596,501760,-0.6339191000000001,245,841,300.0,0.033565763,0.2737802883144468,0.2,0.32446467876434326,-0.8321526380255818,0.0003,2440,0.05353274941444397,0.22255859375,-0.04349014553590678
596,503808,-1.3735282199999999,246,844,300.0,0.030076314,0.3733166588936001,0.2,0.19952690601348877,-0.8352253580465913,0.0003,2450,0.08978010714054108,0.222607421875,-0.040943705948302524
597,505856,-1.5328261999999997,247,847,300.0,0.03268651,0.16468034775462,0.2,0.055792152881622314,-0.8284078415483236,0.0003,2460,0.02457183599472046,0.2310546875,-0.04023201081436127
597,507904,-1.7195850299999997,248,849,300.0,0.03514942,0.2809011537581682,0.2,0.16762995719909668,-0.7999331677332521,0.0003,2470,0.0700213685631752,0.24052734375,-0.04229865268862341
598,509952,-1.1283106099999995,249,852,300.0,0.027182844,0.42183791706338525,0.2,0.24776017665863037,-0.8215260168537497,0.0003,2480,0.1510649472475052,0.21748046875,-0.04406478401797358
598,512000,-1.0752207499999997,250,854,300.0,0.032842774,0.2555532908532768,0.2,0.14826995134353638,-0.8102998204529286,0.0003,2490,0.02749236673116684,0.22119140625,-0.04319059597328305
599,514048,-0.62420572,251,857,300.0,0.03029386,0.29674949375912546,0.2,0.09858506917953491,-0.8302191581577063,0.0003,2500,0.06888733804225922,0.216650390625,-0.04479263201064896
599,516096,-0.6131203099999999,252,860,300.0,0.028784897,0.14166699685156345,0.2,0.13663113117218018,-0.8225348165258766,0.0003,2510,0.007513284683227539,0.235986328125,-0.04082446503962274
600,518144,-0.32939779999999996,253,862,300.0,0.029231258,0.39809119936544446,0.2,0.050499677658081055,-0.8034562358632684,0.0003,2520,0.1268470287322998,0.21943359375,-0.04021237469278276
601,520192,0.27114294000000017,254,864,300.0,0.03128879,0.47588771367445587,0.2,0.06104147434234619,-0.790025188215077,0.0003,2530,0.20164455473423004,0.216455078125,-0.04033827296225354
602,522240,0.29156785,255,867,300.0,0.033870578,0.16431159246712923,0.2,0.05939209461212158,-0.8122091095894575,0.0003,2540,0.012821190059185028,0.242724609375,-0.044842373733990824
602,524288,0.3208623100000001,256,869,300.0,0.030244514,0.27237877803854643,0.2,-0.16059112548828125,-0.8107795717194677,0.0003,2550,0.05244671553373337,0.22666015625,-0.04440527732222108
603,526336,0.45638666000000006,257,871,300.0,0.0266857,0.4217104350682348,0.2,-0.09809350967407227,-0.8029673133045435,0.0003,2560,0.08024723082780838,0.21279296875,-0.04006792007785407
604,528384,0.67314896,258,874,300.0,0.031302862,0.35826256927102806,0.2,-0.009062647819519043,-0.8041015164926648,0.0003,2570,0.1423022598028183,0.21005859375,-0.0424986027093837
604,530432,0.5663817300000001,259,876,300.0,0.03536898,0.2385780795942992,0.2,-0.026908397674560547,-0.8006308836862445,0.0003,2580,0.10438786447048187,0.23701171875,-0.04434980433434248
605,532480,0.23294292000000008,260,879,300.0,0.032254193,0.2955092567484826,0.2,-0.044649481773376465,-0.8280187340453267,0.0003,2590,0.08831112086772919,0.22080078125,-0.04458329506742302
606,534528,0.75963769,261,881,300.0,0.027950428,0.7974012481048703,0.2,0.02636808156967163,-0.8104965079575777,0.0003,2600,0.23807550966739655,0.228955078125,-0.04353734879841795
607,536576,0.4162987400000002,262,883,300.0,0.031173412,0.17348712242674083,0.2,-0.16331279277801514,-0.7914123343303799,0.0003,2610,0.011281423270702362,0.21455078125,-0.04323180651263101
608,538624,-0.4926237299999998,263,885,300.0,0.029148918,0.19630886437371373,0.2,0.04889869689941406,-0.8225928261876106,0.0003,2620,0.0003743022680282593,0.22470703125,-0.043164268721011465
608,540672,-0.62873764,264,887,300.0,0.037814323,0.23132737064734102,0.2,0.19487667083740234,-0.8144479259848595,0.0003,2630,-0.008259519934654236,0.23095703125,-0.04725452214479446
609,542720,-0.9167096399999999,265,889,300.0,0.030385368,0.3286696083843708,0.2,0.17203539609909058,-0.8047123357653618,0.0003,2640,0.05834745615720749,0.220068359375,-0.045116782168042845
610,544768,-1.0785947800000002,266,892,300.0,0.033714745,0.18887911476194857,0.2,0.41918450593948364,-0.8162676570937037,0.0003,2650,0.04708017036318779,0.23935546875,-0.044793434182065536
611,546816,-0.6610686699999999,267,894,300.0,0.033345155,0.32543210247531534,0.2,0.30809473991394043,-0.8073927491903305,0.0003,2660,0.05231615900993347,0.2271484375,-0.04627887049282435
611,548864,-0.5042097800000002,268,896,300.0,0.0266103,0.21111602615565062,0.2,0.30432653427124023,-0.7984095236286521,0.0003,2670,0.0017542541027069092,0.20556640625,-0.03941090793377953
612,550912,-0.8665690399999997,269,899,300.0,0.029100016,0.2749668194446713,0.2,0.3822769522666931,-0.7870834926143289,0.0003,2680,0.034551460295915604,0.20869140625,-0.0432479871698888
612,552960,-1.2323667999999999,270,902,300.0,0.032645665,0.3031804259400815,0.2,0.3602714538574219,-0.8270962780341506,0.0003,2690,0.07696777582168579,0.2322265625,-0.04324732038367074
613,555008,-0.9565082699999999,271,905,300.0,0.032128185,0.09638605524087325,0.2,0.4285840392112732,-0.819417211972177,0.0003,2700,-0.027132157236337662,0.2380859375,-0.04758281394315418
613,557056,-1.15163123,272,907,300.0,0.034848806,0.3003503548912704,0.2,0.2994875907897949,-0.8293191740289331,0.0003,2710,0.15204614400863647,0.24052734375,-0.04642113131412771
614,559104,-1.35811859,273,909,300.0,0.033440914,0.18918159902095794,0.2,0.4072989225387573,-0.8164552208036184,0.0003,2720,0.0005364865064620972,0.22548828125,-0.0438942192151444
615,561152,-1.5195594099999996,274,912,300.0,0.032635465,0.23734162340406328,0.2,0.5500980615615845,-0.8132434723898768,0.0003,2730,0.002871103584766388,0.223291015625,-0.03983520571782719
615,563200,-1.26141179,275,914,300.0,0.033382755,0.2493315086234361,0.2,0.5061616897583008,-0.8000554705038667,0.0003,2740,0.01810546964406967,0.2421875,-0.04527861356618814
616,565248,-1.63031697,276,916,300.0,0.029230706,0.7202903071418405,0.2,0.24154311418533325,-0.8066772567108274,0.0003,2750,0.24980652332305908,0.2302734375,-0.04565567889076192
617,567296,-0.9416308499999998,277,919,300.0,0.031164953,0.6783028718084096,0.2,0.16800391674041748,-0.7883886743336916,0.0003,2760,0.22829604148864746,0.21728515625,-0.0451184095145436
618,569344,-0.3256142399999999,278,921,300.0,0.029646836,0.4326368987094611,0.2,0.30053579807281494,-0.7946102485060692,0.0003,2770,0.08108605444431305,0.215576171875,-0.044321274411049674
618,571392,-0.46001903000000005,279,923,300.0,0.032206677,0.5357585400342941,0.2,0.3145957589149475,-0.8148701565340162,0.0003,2780,0.2073712795972824,0.222265625,-0.043765092096873556
619,573440,-0.1008284600000001,280,925,300.0,0.032694392,0.42248117863200607,0.2,0.3767373561859131,-0.8288657745346427,0.0003,2790,0.09395253658294678,0.233837890625,-0.04681961771275382
620,575488,-0.16019087000000012,281,927,300.0,0.028061882,0.3445582967251539,0.2,0.3113844394683838,-0.8319380892440676,0.0003,2800,0.06450660526752472,0.210693359375,-0.044584455018048176
621,577536,-0.4990478600000002,282,929,300.0,0.03141655,0.34228622559458016,0.2,0.13050693273544312,-0.8164891989901661,0.0003,2810,0.12110298126935959,0.21083984375,-0.04431890654377639
622,579584,-0.7303248500000001,283,931,300.0,0.032643728,0.39333458826877177,0.2,0.11373990774154663,-0.8129770444706083,0.0003,2820,0.0680173859000206,0.219921875,-0.04449542814400047
622,581632,-0.76455389,284,933,300.0,0.031066198,0.33921309481374917,0.2,0.01009446382522583,-0.828804044611752,0.0003,2830,0.10120994597673416,0.225341796875,-0.0441211790748639
623,583680,-0.7712674999999999,285,936,300.0,0.029769367,0.3597846592310816,0.2,-0.05675005912780762,-0.8283317498862743,0.0003,2840,0.1113257110118866,0.216796875,-0.039591728080995384
623,585728,-1.01580022,286,938,300.0,0.027332978,0.20400229224469513,0.2,0.177310049533844,-0.8082814648747444,0.0003,2850,0.024450533092021942,0.213623046875,-0.041874288089456965
624,587776,-1.10329732,287,941,300.0,0.0309112,0.16569568754639477,0.2,0.24645954370498657,-0.808976061269641,0.0003,2860,0.006711050868034363,0.22587890625,-0.044512283569201824
625,589824,-0.825642,288,943,300.0,0.028690528,0.2744066755753011,0.2,0.31290513277053833,-0.8501823265105486,0.0003,2870,0.04600033164024353,0.222900390625,-0.045113325062266084
625,591872,-0.5398342600000001,289,945,300.0,0.029052593,0.31009709821082654,0.2,0.20356178283691406,-0.8501929245889187,0.0003,2880,0.057236358523368835,0.20595703125,-0.043557801909628324
626,593920,-0.9454442600000003,290,947,300.0,0.029100887,0.4211870815604925,0.2,0.270038902759552,-0.838812829181552,0.0003,2890,0.06213539093732834,0.2126953125,-0.04258033223450184
627,595968,-0.9067004,291,949,300.0,0.0283923,0.3162344218697399,0.2,0.39871931076049805,-0.8547608111053705,0.0003,2900,0.10270766168832779,0.21513671875,-0.04403302999271545
628,598016,-1.0663769600000004,292,952,300.0,0.03175628,0.11533292001113296,0.2,0.6725864410400391,-0.8271823933348059,0.0003,2910,-0.018698878586292267,0.22177734375,-0.04751637490990106
586,600064,-0.7118859499999999,293,1023,300.0,0.02950465,0.4716200106777251,0.2,0.22848540544509888,-0.853570283204317,0.0003,2920,0.13254639506340027,0.22177734375,-0.04447157082322519
586,602112,-0.5659204699999999,294,1026,300.0,0.029457731,0.6036309475079179,0.2,0.3256826400756836,-0.846566366404295,0.0003,2930,0.22641515731811523,0.2013671875,-0.04160676843021065
587,604160,-0.8188018499999999,295,1028,300.0,0.027831128,0.7140070575289428,0.2,0.4538974165916443,-0.832288384437561,0.0003,2940,0.21325096487998962,0.202294921875,-0.04322829905140679
588,606208,-0.9511503,296,1030,300.0,0.033466257,0.2955884519964457,0.2,0.5401591658592224,-0.8364036457613111,0.0003,2950,0.020686030387878418,0.235791015625,-0.047657764838368165
588,608256,-0.7547949899999999,297,1033,300.0,0.034058616,0.44867181619629265,0.2,0.3970303535461426,-0.832992534711957,0.0003,2960,0.09443415701389313,0.22041015625,-0.04492863303748891
589,610304,-0.9238731700000002,298,1035,300.0,0.032555804,0.29161334624513985,0.2,0.6157020330429077,-0.8057294577360153,0.0003,2970,0.05240853875875473,0.244091796875,-0.04189871494891122
589,612352,-0.5193437999999999,299,1038,300.0,0.029538993,0.6127815732732416,0.2,0.28183430433273315,-0.8223637053743005,0.0003,2980,0.15711849927902222,0.221630859375,-0.04431249377375934
590,614400,-0.22226261,300,1040,300.0,0.03299234,0.26990159656852486,0.2,0.5687570571899414,-0.8122684089466929,0.0003,2990,0.0953405573964119,0.238720703125,-0.04824011432356201
591,616448,-0.23594838000000007,301,1042,300.0,0.03302416,0.16814895207062364,0.2,0.4685276746749878,-0.8005155988037587,0.0003,3000,-0.008693158626556396,0.23291015625,-0.0443804159440333
591,618496,0.22125053999999994,302,1045,300.0,0.032319136,0.3724475359544158,0.2,0.32940709590911865,-0.7992125350981951,0.0003,3010,0.11935870349407196,0.228955078125,-0.04426557306724135
592,620544,0.14168116000000006,303,1047,300.0,0.029021095,0.36044854247011243,0.2,0.3102044463157654,-0.7879872720688581,0.0003,3020,0.12133635580539703,0.21025390625,-0.039523398206802084
593,622592,-0.07567530999999995,304,1049,300.0,0.033144407,0.11459819313604384,0.2,0.18407845497131348,-0.7852935062721371,0.0003,3030,-0.044280968606472015,0.23779296875,-0.04637703360203886
593,624640,-0.1298753900000002,305,1051,300.0,0.030190151,0.21392841800116003,0.2,0.3785555958747864,-0.7980746859684587,0.0003,3040,0.01115342229604721,0.22568359375,-0.04250996552000288
594,626688,-0.10062402000000002,306,1053,300.0,0.0376402,0.17422744904179127,0.2,0.4456380605697632,-0.7499803874641657,0.0003,3050,0.015766747295856476,0.244482421875,-0.0456778521387605
594,628736,0.13903542000000002,307,1057,300.0,0.029466819,0.2168562666978687,0.2,0.5444273948669434,-0.7484299773350358,0.0003,3060,0.020679660141468048,0.206494140625,-0.03834768481901847
595,630784,-0.4322664599999999,308,1059,300.0,0.02910397,0.42633526120334864,0.2,0.2981511354446411,-0.7759079264476896,0.0003,3070,0.14008423686027527,0.2154296875,-0.04220241025905125
595,632832,0.0005606800000000867,309,1062,300.0,0.034790307,0.30520889032632115,0.2,0.28573256731033325,-0.7414933174848557,0.0003,3080,0.07886029779911041,0.225390625,-0.04513897519209422
595,634880,0.1850760300000001,310,1066,300.0,0.031124514,0.5119318374432623,0.2,-0.010252118110656738,-0.7537434369325637,0.0003,3090,0.1354629099369049,0.19775390625,-0.041522312656161374
595,636928,0.0105382,311,1068,300.0,0.037837863,0.2172527854796499,0.2,-0.1216968297958374,-0.7373622756451368,0.0003,3100,0.025281690061092377,0.228515625,-0.04733471850631758
596,638976,0.07843079000000014,312,1070,300.0,0.037708297,0.3369527513626963,0.2,0.005721032619476318,-0.7210924150422215,0.0003,3110,0.11233121901750565,0.2259765625,-0.039727607971872206
597,641024,0.1488767900000001,313,1073,300.0,0.04027778,0.48521441388875247,0.2,-0.015371203422546387,-0.7469245687127113,0.0003,3120,0.18427729606628418,0.224853515625,-0.043943633190065154
597,643072,-0.13066419000000007,314,1076,300.0,0.032387212,0.24995022520888596,0.2,0.05033993721008301,-0.729653618298471,0.0003,3130,0.011700041592121124,0.21904296875,-0.042396269616438075
598,645120,0.18367593,315,1078,300.0,0.033516288,0.42516606505960225,0.2,0.04909777641296387,-0.743038116581738,0.0003,3140,0.10694865882396698,0.246875,-0.04296112308220472
598,647168,-0.32281335,316,1080,300.0,0.037599936,0.27246950012631715,0.2,0.1634206771850586,-0.73107935693115,0.0003,3150,0.047377560287714005,0.224462890625,-0.04415498283342458
599,649216,-0.11102570000000021,317,1083,300.0,0.033154313,0.19294893089681864,0.2,0.42730987071990967,-0.7404604468494653,0.0003,3160,0.05161698907613754,0.22607421875,-0.04324693411617773
599,651264,0.5367464499999999,318,1085,300.0,0.037151963,0.2636539719067514,0.2,0.14899754524230957,-0.7251580778509379,0.0003,3170,0.018793053925037384,0.234521484375,-0.04533574453089386
600,653312,0.4632510899999998,319,1088,300.0,0.037586782,0.236152932792902,0.2,0.36602187156677246,-0.7336278138682246,0.0003,3180,0.024391569197177887,0.22900390625,-0.04416416301392019
600,655360,0.6228710199999998,320,1090,300.0,0.034612916,0.21347874708008022,0.2,0.011649608612060547,-0.7400582056492567,0.0003,3190,0.040336973965168,0.224462890625,-0.04097638279490638
601,657408,0.6985608699999999,321,1093,300.0,0.032617472,0.32205009208992125,0.2,0.1514979600906372,-0.7226574422791601,0.0003,3200,0.0880865529179573,0.2123046875,-0.041406705201370644
601,659456,0.28282987999999976,322,1095,300.0,0.03678386,0.17497868302743882,0.2,0.01945561170578003,-0.7296305313706398,0.0003,3210,0.022843822836875916,0.23193359375,-0.0433651250845287
602,661504,0.7752309899999996,323,1098,300.0,0.033294912,0.8398413769900799,0.2,0.010222017765045166,-0.7346262738108635,0.0003,3220,0.3266116678714752,0.23056640625,-0.0448878841183614
602,663552,0.15592501,324,1100,300.0,0.035375807,0.21524128653109073,0.2,-0.2485443353652954,-0.7050545156002045,0.0003,3230,0.007124818861484528,0.218408203125,-0.04169468558102381
603,665600,0.50804633,325,1102,300.0,0.03808523,0.44218042893335224,0.2,0.006358325481414795,-0.7114855183288455,0.0003,3240,0.16025370359420776,0.23193359375,-0.04232216044620145
604,667648,0.58230371,326,1104,300.0,0.031196624,0.6138604418374598,0.2,-0.021685361862182617,-0.6904970286414027,0.0003,3250,0.25389713048934937,0.21337890625,-0.041542223168653435
604,669696,0.9202180200000001,327,1107,300.0,0.029463839,0.5020062616560608,0.2,0.0793352723121643,-0.6931933494284749,0.0003,3260,0.14553794264793396,0.21416015625,-0.03826395822688937
605,671744,1.10649952,328,1109,300.0,0.033387862,0.3518541389610618,0.2,0.042384564876556396,-0.7214329296723008,0.0003,3270,0.14437322318553925,0.221826171875,-0.04439632435387466
606,673792,1.47384118,329,1111,300.0,0.041348033,0.1945468208519742,0.2,0.0732688307762146,-0.6757256845012307,0.0003,3280,0.007936589419841766,0.225439453125,-0.043377263133879754
606,675840,1.1699329,330,1113,300.0,0.037702806,0.322661627875641,0.2,-0.004978656768798828,-0.7328685509040952,0.0003,3290,0.12383370101451874,0.2337890625,-0.04384447495394852
607,677888,1.3040458600000002,331,1116,300.0,0.03435137,0.1387333818944171,0.2,0.11546528339385986,-0.7272547379136085,0.0003,3300,-0.010103985667228699,0.224462890625,-0.04354405715421308
607,679936,1.14046096,332,1118,300.0,0.03334225,0.2601269259583205,0.2,0.1634005308151245,-0.6976731240749359,0.0003,3310,0.10397851467132568,0.218115234375,-0.04032643782702507
608,681984,0.86196605,333,1120,300.0,0.040785924,0.18188075858633965,0.2,0.18922966718673706,-0.7102409817278386,0.0003,3320,0.008987508714199066,0.23037109375,-0.04339213635539636
609,684032,1.2441663200000002,334,1122,300.0,0.038801804,0.13742740058805794,0.2,0.03863835334777832,-0.7252314329147339,0.0003,3330,-0.02136586606502533,0.2392578125,-0.0440585323056439
609,686080,1.1783803000000004,335,1125,300.0,0.029540233,0.3959110550116748,0.2,0.13593363761901855,-0.7194180039688944,0.0003,3340,0.11973217129707336,0.210791015625,-0.039763876690994945
610,688128,1.21735867,336,1127,300.0,0.038352996,0.19196117005776614,0.2,0.36057358980178833,-0.7296928768977523,0.0003,3350,0.022696971893310547,0.2330078125,-0.044633319732383825
610,690176,0.8387315700000002,337,1129,300.0,0.03268352,0.3000981330871582,0.2,0.23486292362213135,-0.7652476385235787,0.0003,3360,0.06996305286884308,0.237109375,-0.046204275777563454
611,692224,0.4916963700000001,338,1131,300.0,0.036860928,0.32580568734556437,0.2,0.27711552381515503,-0.7405458245426416,0.0003,3370,0.05510575324296951,0.24296875,-0.04412565004604403
612,694272,1.13461754,339,1134,300.0,0.043617904,0.15641461450140923,0.2,0.517442524433136,-0.7668568510562181,0.0003,3380,0.012841351330280304,0.258251953125,-0.045804954429331704
612,696320,0.7939429100000001,340,1136,300.0,0.036641568,0.2610121754463762,0.2,0.22699671983718872,-0.7546404778957367,0.0003,3390,0.10109557211399078,0.241552734375,-0.046211399594903925
613,698368,0.70977873,341,1138,300.0,0.036259234,0.18409987939521671,0.2,0.27938759326934814,-0.7478823333978653,0.0003,3400,0.037583090364933014,0.226123046875,-0.04418230125302216
581,700416,0.89084925,342,1204,300.0,0.03251298,0.3402156412601471,0.2,0.235490083694458,-0.7726125791668892,0.0003,3410,0.06953512132167816,0.22265625,-0.045104346179869026
582,702464,0.7767265100000001,343,1206,300.0,0.031828664,0.48249832056462766,0.2,0.04392033815383911,-0.7615737808868289,0.0003,3420,0.15439558029174805,0.2130859375,-0.04313468213513261
582,704512,0.5479160399999998,344,1209,300.0,0.041531567,0.14997609821148217,0.2,-0.0389404296875,-0.7651984002441168,0.0003,3430,-0.006212219595909119,0.25166015625,-0.0444517058058409
583,706560,0.71638516,345,1211,300.0,0.034374006,0.19536615065298973,0.2,0.05173492431640625,-0.7439796296879649,0.0003,3440,-0.020032450556755066,0.222607421875,-0.04429437184298877
583,708608,1.20407761,346,1213,300.0,0.03449122,0.3393173479940742,0.2,-0.019685983657836914,-0.779196142964065,0.0003,3450,0.011166393756866455,0.23271484375,-0.04482836067909375
584,710656,1.52001882,347,1216,300.0,0.0346072,0.2706484110094607,0.2,0.0354384183883667,-0.7451770659536123,0.0003,3460,0.0398697704076767,0.225830078125,-0.04353186812077183
584,712704,1.3507997999999994,348,1218,300.0,0.035348978,0.3790027620270848,0.2,0.1400023102760315,-0.772668263502419,0.0003,3470,0.09907305240631104,0.2294921875,-0.04428256130486261
585,714752,0.8827353799999998,349,1220,300.0,0.032360245,0.4548802942968905,0.2,0.11994636058807373,-0.7530203411355615,0.0003,3480,0.18536120653152466,0.223095703125,-0.0416215378238121
585,716800,0.55923791,350,1223,300.0,0.033834055,0.35318726864643396,0.2,0.04249608516693115,-0.7622127462178468,0.0003,3490,0.08120507001876831,0.22685546875,-0.04509956908004824
586,718848,0.53777984,351,1225,300.0,0.037017744,0.16918774375226348,0.2,0.41492515802383423,-0.7653129540383816,0.0003,3500,0.010332182049751282,0.244091796875,-0.04400771991640795
587,720896,1.51225116,352,1227,300.0,0.029541379,0.6563479196280241,0.2,0.16777324676513672,-0.756539236754179,0.0003,3510,0.1805080771446228,0.213916015625,-0.043012413565884346
587,722944,1.4218823300000003,353,1230,300.0,0.036241908,0.20481441582087428,0.2,-0.40358614921569824,-0.7463381260633468,0.0003,3520,-0.02851039171218872,0.218310546875,-0.04535673301143106
588,724992,1.16399519,354,1232,300.0,0.03492476,0.19932373594492675,0.2,0.03225952386856079,-0.7830013524740934,0.0003,3530,0.027731113135814667,0.234716796875,-0.04439633787260391
588,727040,0.9450803900000001,355,1234,300.0,0.03564477,0.608900476526469,0.2,0.042444705963134766,-0.7766976146027446,0.0003,3540,0.205209419131279,0.232421875,-0.049252942253951916
589,729088,0.6408670300000001,356,1236,300.0,0.029603112,0.41034820047207177,0.2,0.1833639144897461,-0.7647215023636817,0.0003,3550,0.07359851896762848,0.222900390625,-0.04311391715891659
590,731136,0.3031140300000001,357,1239,300.0,0.036549255,0.19106262656860054,0.2,0.19662564992904663,-0.7669120667502284,0.0003,3560,-0.009391099214553833,0.236474609375,-0.045946520348661576
590,733184,0.4516062899999999,358,1241,300.0,0.033037134,0.19109647620934994,0.2,0.2781330347061157,-0.7694113967940212,0.0003,3570,0.04280092567205429,0.229931640625,-0.044568863269523716
591,735232,0.06323595000000014,359,1243,300.0,0.035677616,0.23546573580242694,0.2,0.031215429306030273,-0.817060268484056,0.0003,3580,0.004509851336479187,0.228857421875,-0.045773577663931066
591,737280,-0.46207569,360,1245,300.0,0.030298289,0.19983489001169802,0.2,0.06736701726913452,-0.7876135855913162,0.0003,3590,0.0052673593163490295,0.226416015625,-0.041497235718998125
592,739328,-1.01718603,361,1248,300.0,0.02969404,0.6067456664517522,0.2,0.12478595972061157,-0.7986432671546936,0.0003,3600,0.27942150831222534,0.22998046875,-0.042495247104670855
592,741376,-1.2683545699999996,362,1250,300.0,0.035268072,0.2685758262872696,0.2,0.14717310667037964,-0.792023466899991,0.0003,3610,-0.010852187871932983,0.240869140625,-0.04369457979046274
593,743424,-0.5584487799999999,363,1252,300.0,0.032524955,0.27951143980026244,0.2,0.0688556432723999,-0.7899701720103621,0.0003,3620,0.07100135833024979,0.223046875,-0.04272216882382054
594,745472,-0.3883614399999999,364,1254,300.0,0.036494654,0.49371672980487347,0.2,0.020324289798736572,-0.7904534677043558,0.0003,3630,0.10935291647911072,0.230615234375,-0.04404582775605377
593,747520,-0.08157705999999999,365,1258,300.0,0.032764807,0.37061455245129765,0.2,0.036323487758636475,-0.793037754110992,0.0003,3640,0.09976087510585785,0.2376953125,-0.04380048676393926
594,749568,-0.25342891000000023,366,1261,300.0,0.039988987,0.21540398236829789,0.2,-0.14553332328796387,-0.7887989699840545,0.0003,3650,0.009589053690433502,0.24375,-0.04390160384355113
594,751616,-0.3550484399999999,367,1263,300.0,0.03377933,0.5110103067941963,0.2,0.11406755447387695,-0.8303602959960699,0.0003,3660,0.13689258694648743,0.2392578125,-0.04699720141652506
595,753664,-0.55765504,368,1265,300.0,0.04052563,0.18909480147995056,0.2,-0.19616127014160156,-0.794589408300817,0.0003,3670,0.009715847671031952,0.251171875,-0.05003640101494966
595,755712,-0.24163008000000027,369,1268,300.0,0.03855279,0.2915133825968951,0.2,0.13153588771820068,-0.790092546865344,0.0003,3680,0.1364213228225708,0.23916015625,-0.04288744857913116
596,757760,-0.3490597100000001,370,1270,300.0,0.032603383,0.5334507848136127,0.2,0.07052862644195557,-0.8006869105622172,0.0003,3690,0.186924010515213,0.2380859375,-0.04752036093268543
597,759808,-0.19743019000000006,371,1272,300.0,0.035914034,0.3921358482912183,0.2,0.09186112880706787,-0.7791602505370975,0.0003,3700,0.10033852607011795,0.239501953125,-0.045815008469799065
597,761856,0.020929030000000043,372,1275,300.0,0.03566196,0.30688853161409496,0.2,0.12046271562576294,-0.7709240565076471,0.0003,3710,0.09512701630592346,0.233984375,-0.04455984445812646
597,763904,0.025788059999999998,373,1277,300.0,0.043865938,0.18442727567162365,0.2,-0.12038004398345947,-0.7910540416836739,0.0003,3720,0.0039037689566612244,0.24833984375,-0.047456494544167074
598,765952,0.29861516,374,1279,300.0,0.03715001,0.13062540898099542,0.2,0.16770732402801514,-0.7813091512769461,0.0003,3730,-0.019562728703022003,0.23671875,-0.04711503932485357
599,768000,0.65683105,375,1281,300.0,0.034909137,0.20955056936945765,0.2,0.09306395053863525,-0.768974331393838,0.0003,3740,0.039667606353759766,0.24111328125,-0.04714033342752373
599,770048,0.42534654000000016,376,1283,300.0,0.041907784,0.13798771422589198,0.2,0.21393102407455444,-0.7945523941889405,0.0003,3750,-0.005355261266231537,0.2466796875,-0.04711706046655308
600,772096,-0.14930497999999992,377,1286,300.0,0.03317343,0.56301682703197,0.2,0.10222119092941284,-0.7890939814969897,0.0003,3760,0.2144312709569931,0.2271484375,-0.04475253455311758
600,774144,-0.29866670000000006,378,1288,300.0,0.031984143,0.2663955396506935,0.2,-0.08664333820343018,-0.7790476072579622,0.0003,3770,0.024569571018218994,0.229052734375,-0.04453107926528901
601,776192,-0.4619786100000002,379,1290,300.0,0.03446289,0.3208054574672133,0.2,0.05075657367706299,-0.7573178093880415,0.0003,3780,0.04200064390897751,0.2357421875,-0.04640074275375809
602,778240,-0.4831499600000001,380,1292,300.0,0.03568133,0.32216672007925806,0.2,0.023830950260162354,-0.7641848674044013,0.0003,3790,0.08335654437541962,0.242138671875,-0.04694858315051533
602,780288,-0.05853138000000012,381,1294,300.0,0.037164547,0.23148803845979274,0.2,-0.043430328369140625,-0.7718372946605087,0.0003,3800,0.019457198679447174,0.2330078125,-0.04595049327326706
603,782336,0.08700059999999986,382,1296,300.0,0.03662713,0.24959996896795927,0.2,0.11400127410888672,-0.791842620819807,0.0003,3810,0.030632302165031433,0.240771484375,-0.04462316266726703
603,784384,0.15339079999999988,383,1298,300.0,0.029297136,0.7183455596677959,0.2,0.08219903707504272,-0.754096789099276,0.0003,3820,0.21032461524009705,0.211474609375,-0.046037079895904755
604,786432,0.004328589999999828,384,1300,300.0,0.04007891,0.1779832349391654,0.2,0.23253512382507324,-0.7229320840910077,0.0003,3830,0.008423611521720886,0.25361328125,-0.04742804523702944
604,788480,-0.3258660600000002,385,1304,300.0,0.03442007,0.4735798399429768,0.2,-0.1563194990158081,-0.7128333559259772,0.0003,3840,0.30877894163131714,0.215771484375,-0.039078036849969064
604,790528,-0.7728066700000003,386,1307,300.0,0.03683258,0.5156920441891998,0.2,0.07534557580947876,-0.7205116288736463,0.0003,3850,0.23493483662605286,0.229541015625,-0.043137379753170536
605,792576,-0.6687359700000002,387,1309,300.0,0.039694846,0.46796735082753005,0.2,-0.06289243698120117,-0.7329902464523912,0.0003,3860,0.13513794541358948,0.228369140625,-0.04390991757973097
605,794624,-0.9530729700000002,388,1312,300.0,0.03769824,0.20346575670409947,0.2,-0.019582271575927734,-0.7503480760380625,0.0003,3870,0.001994401216506958,0.230712890625,-0.04424136650341097
606,796672,-1.0926224699999998,389,1314,300.0,0.040256906,0.1997167720925063,0.2,0.13705599308013916,-0.7427352659404278,0.0003,3880,-0.0008033290505409241,0.252099609375,-0.044928036123747
606,798720,-1.1993805599999998,390,1316,300.0,0.038354784,0.23049571113660933,0.2,0.1700875163078308,-0.751172393374145,0.0003,3890,0.0208934023976326,0.222265625,-0.04373105999547988
580,800768,-0.48781114000000003,391,1379,300.0,0.032845132,0.45697393342852594,0.2,0.12383520603179932,-0.7567304937168956,0.0003,3900,0.09665565192699432,0.221484375,-0.0437851814305759
