time/total_timesteps,time/episodes,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,rollout/exploration_rate,train/loss,train/n_updates,train/learning_rate
688800,2296,1223,563,-0.1002249299999999,300.0,0.01,0.0015878085978329182,6487,0.0001
690000,2300,1224,563,-0.3007285,300.0,0.01,0.0006976147415116429,6499,0.0001
691200,2304,1224,564,-0.21110852000000002,300.0,0.01,0.0007476261234842241,6511,0.0001
692400,2308,1225,564,-0.19869597000000003,300.0,0.01,0.0008523575961589813,6523,0.0001
693600,2312,1226,565,-0.15929994999999997,300.0,0.01,0.0005907469312660396,6535,0.0001
694800,2316,1227,566,-0.18088146,300.0,0.01,0.0006086491630412638,6547,0.0001
696000,2320,1228,566,-0.22695535999999997,300.0,0.01,0.0007845449144951999,6559,0.0001
697200,2324,1229,567,-0.30698892,300.0,0.01,0.0005276338197290897,6571,0.0001
698400,2328,1229,567,-0.23216771999999997,300.0,0.01,0.0009174722945317626,6583,0.0001
699600,2332,1230,568,-0.26201356,300.0,0.01,0.0006162232020869851,6595,0.0001
700800,2336,1139,614,-0.18577694000000006,300.0,0.01,0.000709634623490274,6607,0.0001
702000,2340,1140,615,-0.03765587000000004,300.0,0.01,0.0006632705917581916,6619,0.0001
703200,2344,1141,616,-0.1711708500000001,300.0,0.01,0.0006052174721844494,6631,0.0001
704400,2348,1141,616,-0.07738331000000004,300.0,0.01,0.000667063461150974,6643,0.0001
705600,2352,1142,617,0.025627980000000043,300.0,0.01,0.0007452117861248553,6655,0.0001
706800,2356,1143,618,0.19371487,300.0,0.01,0.0005781567306257784,6667,0.0001
708000,2360,1144,618,0.11834964000000003,300.0,0.01,0.0005189848016016185,6679,0.0001
709200,2364,1144,619,0.12932156000000003,300.0,0.01,0.0005924446741119027,6691,0.0001
710400,2368,1145,620,0.16221203999999997,300.0,0.01,0.0006738340016454458,6703,0.0001
711600,2372,1146,620,0.22176375999999995,300.0,0.01,0.0005870413733646274,6715,0.0001
712800,2376,1147,621,0.33047747,300.0,0.01,0.0009265910484828055,6727,0.0001
714000,2380,1148,621,0.21576996999999998,300.0,0.01,0.0006295406492426991,6739,0.0001
715200,2384,1149,622,0.12596399000000003,300.0,0.01,0.0005866807769052684,6751,0.0001
716400,2388,1149,623,0.2390796,300.0,0.01,0.0005476297810673714,6763,0.0001
717600,2392,1150,623,0.32105629,300.0,0.01,0.0005593891255557537,6775,0.0001
718800,2396,1151,624,0.31797550999999996,300.0,0.01,0.0006336231017485261,6787,0.0001
720000,2400,1152,624,0.29940366000000007,300.0,0.01,0.0008032485493458807,6799,0.0001
721200,2404,1153,625,0.054714910000000075,300.0,0.01,0.0006931636016815901,6811,0.0001
722400,2408,1153,626,0.003416680000000021,300.0,0.01,0.0005669416859745979,6823,0.0001
723600,2412,1154,626,-0.05848311000000003,300.0,0.01,0.0007424837676808238,6835,0.0001
724800,2416,1155,627,0.06358333999999996,300.0,0.01,0.0006288583390414715,6847,0.0001
726000,2420,1156,627,0.1908888,300.0,0.01,0.0010068438714370131,6859,0.0001
727200,2424,1157,628,0.1751341100000001,300.0,0.01,0.0007230654591694474,6871,0.0001
728400,2428,1157,629,0.10648602000000007,300.0,0.01,0.0006301993271335959,6883,0.0001
729600,2432,1158,629,0.16942443000000001,300.0,0.01,0.0005921737756580114,6895,0.0001
730800,2436,1159,630,0.14502915999999996,300.0,0.01,0.0006070081144571304,6907,0.0001
732000,2440,1160,630,0.0076097999999999374,300.0,0.01,0.0007356631685979664,6919,0.0001
733200,2444,1161,631,-0.04912970000000005,300.0,0.01,0.00088045175652951,6931,0.0001
734400,2448,1162,631,-0.08814903000000002,300.0,0.01,0.0005769943236373365,6943,0.0001
735600,2452,1162,632,-0.03944174000000003,300.0,0.01,0.0007327188504859805,6955,0.0001
736800,2456,1163,633,0.08963259000000003,300.0,0.01,0.0008079841500148177,6967,0.0001
738000,2460,1164,633,0.23402668000000004,300.0,0.01,0.0008267607190646231,6979,0.0001
739200,2464,1165,634,0.21328995000000006,300.0,0.01,0.0008632922545075417,6991,0.0001
740400,2468,1165,635,0.42447662,300.0,0.01,0.0005554310628212988,7003,0.0001
741600,2472,1166,635,0.22491093000000006,300.0,0.01,0.0007434459403157234,7015,0.0001
742800,2476,1167,636,0.0014234900000001183,300.0,0.01,0.0007561291567981243,7027,0.0001
744000,2480,1168,636,0.15396693000000006,300.0,0.01,0.0006612223805859685,7039,0.0001
745200,2484,1169,637,0.04714524000000003,300.0,0.01,0.0006524049094878137,7051,0.0001
746400,2488,1169,638,-0.035908249999999954,300.0,0.01,0.0007402094197459519,7063,0.0001
747600,2492,1170,638,-0.04626756999999998,300.0,0.01,0.0005399523070082068,7075,0.0001
748800,2496,1171,639,-0.05555904000000002,300.0,0.01,0.0007799899904057384,7087,0.0001
750000,2500,1171,639,-0.11501875999999996,300.0,0.01,0.0007254705997183919,7099,0.0001
751200,2504,1172,640,0.01309639000000006,300.0,0.01,0.0009507983922958374,7111,0.0001
752400,2508,1173,641,0.03809880000000005,300.0,0.01,0.000782509334385395,7123,0.0001
753600,2512,1174,641,0.10613865000000004,300.0,0.01,0.0006206360994838178,7135,0.0001
754800,2516,1174,642,-0.01098572999999993,300.0,0.01,0.000719374162144959,7147,0.0001
756000,2520,1175,643,-0.17985676999999994,300.0,0.01,0.0006665691616944969,7159,0.0001
757200,2524,1176,643,-0.10617966999999996,300.0,0.01,0.0004942560917697847,7171,0.0001
758400,2528,1177,644,-0.047277179999999974,300.0,0.01,0.0008369152201339602,7183,0.0001
759600,2532,1177,644,-0.15423229999999996,300.0,0.01,0.0008622087771072984,7195,0.0001
760800,2536,1178,645,-0.2588213,300.0,0.01,0.0013479167828336358,7207,0.0001
762000,2540,1179,646,-0.1015569499999999,300.0,0.01,0.0014029203448444605,7219,0.0001
763200,2544,1179,646,-0.11783634999999991,300.0,0.01,0.0005547790788114071,7231,0.0001
764400,2548,1180,647,-0.14946250999999994,300.0,0.01,0.001566690974868834,7243,0.0001
765600,2552,1180,648,-0.19672927999999998,300.0,0.01,0.0006507523357868195,7255,0.0001
766800,2556,1181,649,-0.42383530999999997,300.0,0.01,0.0006588468095287681,7267,0.0001
768000,2560,1182,649,-0.3306441499999999,300.0,0.01,0.0009446821641176939,7279,0.0001
769200,2564,1182,650,-0.30459364999999994,300.0,0.01,0.0010251739295199513,7291,0.0001
770400,2568,1183,650,-0.6153226299999999,300.0,0.01,0.000498978013638407,7303,0.0001
771600,2572,1184,651,-0.51167263,300.0,0.01,0.0006030078511685133,7315,0.0001
772800,2576,1185,652,-0.24487798999999996,300.0,0.01,0.0006287143332883716,7327,0.0001
774000,2580,1185,652,-0.39309917,300.0,0.01,0.0006867024931125343,7339,0.0001
775200,2584,1186,653,-0.2721926799999999,300.0,0.01,0.0007045923266559839,7351,0.0001
776400,2588,1187,653,-0.22342951999999985,300.0,0.01,0.0008322338107973337,7363,0.0001
777600,2592,1188,654,-0.2834955399999999,300.0,0.01,0.0005745533271692693,7375,0.0001
778800,2596,1188,655,-0.41493135000000003,300.0,0.01,0.0007863404462113976,7387,0.0001
780000,2600,1189,655,-0.24055992999999998,300.0,0.01,0.0006858935812488198,7399,0.0001
781200,2604,1190,656,-0.37201735999999996,300.0,0.01,0.0006133151473477483,7411,0.0001
782400,2608,1190,657,-0.4933266699999999,300.0,0.01,0.0006255594780668616,7423,0.0001
783600,2612,1191,657,-0.5743995299999999,300.0,0.01,0.0006872400408610702,7435,0.0001
784800,2616,1192,658,-0.3753233999999999,300.0,0.01,0.0008081900887191296,7447,0.0001
786000,2620,1193,658,-0.31003195,300.0,0.01,0.0006428811466321349,7459,0.0001
787200,2624,1193,659,-0.37550338999999994,300.0,0.01,0.0007911823922768235,7471,0.0001
788400,2628,1194,659,-0.3725514999999999,300.0,0.01,0.0006709729786962271,7483,0.0001
789600,2632,1195,660,-0.37934456000000005,300.0,0.01,0.0006387445610016584,7495,0.0001
790800,2636,1196,661,-0.2570587599999999,300.0,0.01,0.0017390564316883683,7507,0.0001
792000,2640,1196,661,-0.32836923999999995,300.0,0.01,0.0007371558458544314,7519,0.0001
793200,2644,1197,662,-0.18653155000000002,300.0,0.01,0.0007852926501072943,7531,0.0001
794400,2648,1198,662,-0.15919876000000008,300.0,0.01,0.0007862879429012537,7543,0.0001
795600,2652,1199,663,-0.17728312000000007,300.0,0.01,0.0004951159935444593,7555,0.0001
796800,2656,1199,664,-0.10419803999999998,300.0,0.01,0.0006562470807693899,7567,0.0001
798000,2660,1200,664,-0.21385520999999996,300.0,0.01,0.0005189861403778195,7579,0.0001
799200,2664,1201,665,-0.26792332999999996,300.0,0.01,0.0005755199817940593,7591,0.0001
800400,2668,1123,712,-0.06081121000000001,300.0,0.01,0.0005905866855755448,7603,0.0001
801600,2672,1124,712,-0.05816427000000002,300.0,0.01,0.0006781364209018648,7615,0.0001
802800,2676,1125,713,-0.08958797999999998,300.0,0.01,0.0007598884985782206,7627,0.0001
804000,2680,1126,713,0.056283089999999925,300.0,0.01,0.0006603744113817811,7639,0.0001
805200,2684,1126,714,0.18577664999999996,300.0,0.01,0.001142566674388945,7651,0.0001
806400,2688,1127,715,0.11413182,300.0,0.01,0.0005904242862015963,7663,0.0001
807600,2692,1128,715,0.19455193999999998,300.0,0.01,0.0006813663057982922,7675,0.0001
808800,2696,1129,716,0.27279472000000005,300.0,0.01,0.0006073401309549809,7687,0.0001
810000,2700,1129,716,0.19665076000000006,300.0,0.01,0.0005113156512379646,7699,0.0001
811200,2704,1130,717,0.3522806100000001,300.0,0.01,0.0009373341454192996,7711,0.0001
812400,2708,1131,718,0.4580688600000001,300.0,0.01,0.0007105378899723291,7723,0.0001
813600,2712,1131,718,0.45362519000000007,300.0,0.01,0.00102075538598001,7735,0.0001
814800,2716,1132,719,0.35365506,300.0,0.01,0.0008563421433791518,7747,0.0001
816000,2720,1133,720,0.35148435999999994,300.0,0.01,0.000667382322717458,7759,0.0001
817200,2724,1134,720,0.38304011999999993,300.0,0.01,0.0007978543289937079,7771,0.0001
818400,2728,1134,721,0.32364095000000015,300.0,0.01,0.0006720036035403609,7783,0.0001
819600,2732,1135,721,0.3208817600000001,300.0,0.01,0.000643395644146949,7795,0.0001
820800,2736,1136,722,0.39386336000000005,300.0,0.01,0.0005857934593223035,7807,0.0001
822000,2740,1137,722,0.5003087700000001,300.0,0.01,0.0005828719586133957,7819,0.0001
823200,2744,1137,723,0.28845280000000006,300.0,0.01,0.0008240132592618465,7831,0.0001
824400,2748,1138,724,0.24464200000000005,300.0,0.01,0.0006942471372894943,7843,0.0001
825600,2752,1138,724,0.28256327000000014,300.0,0.01,0.0005614563706330955,7855,0.0001
826800,2756,1139,725,0.35305003000000007,300.0,0.01,0.0005038184463046491,7867,0.0001
828000,2760,1140,726,0.22594629999999996,300.0,0.01,0.0005626466008834541,7879,0.0001
829200,2764,1141,726,0.2537783600000001,300.0,0.01,0.0008460614481009543,7891,0.0001
830400,2768,1141,727,0.09964712000000006,300.0,0.01,0.0006508606020361185,7903,0.0001
831600,2772,1142,728,0.14981796999999997,300.0,0.01,0.0005599146825261414,7915,0.0001
832800,2776,1142,728,0.06876710000000001,300.0,0.01,0.0007069897255860269,7927,0.0001
834000,2780,1143,729,-0.07262413999999995,300.0,0.01,0.0008986511966213584,7939,0.0001
835200,2784,1143,730,-0.16475379,300.0,0.01,0.0006826015887781978,7951,0.0001
836400,2788,1144,730,-0.044429809999999896,300.0,0.01,0.0008572944789193571,7963,0.0001
837600,2792,1145,731,0.02240362000000009,300.0,0.01,0.000563565525226295,7975,0.0001
838800,2796,1146,731,0.09844272000000005,300.0,0.01,0.0008266512304544449,7987,0.0001
840000,2800,1146,732,0.09307982000000005,300.0,0.01,0.0005023736739531159,7999,0.0001
841200,2804,1147,733,0.14055774000000004,300.0,0.01,0.0007427965174429119,8011,0.0001
842400,2808,1148,733,0.10441463000000006,300.0,0.01,0.0008617316489107907,8023,0.0001
843600,2812,1148,734,0.1409436400000001,300.0,0.01,0.001015232875943184,8035,0.0001
844800,2816,1149,734,0.06669787000000006,300.0,0.01,0.0007323063327930868,8047,0.0001
846000,2820,1150,735,0.11856569000000006,300.0,0.01,0.0008195073460228741,8059,0.0001
847200,2824,1150,736,-0.03512838999999994,300.0,0.01,0.0006240316433832049,8071,0.0001
848400,2828,1151,736,-0.09439771999999996,300.0,0.01,0.0007751847733743489,8083,0.0001
849600,2832,1152,737,0.03368356000000003,300.0,0.01,0.000765458564274013,8095,0.0001
850800,2836,1152,737,-0.020893029999999962,300.0,0.01,0.0006077843718230724,8107,0.0001
852000,2840,1152,738,-0.23762977999999996,300.0,0.01,0.0007121894741430879,8119,0.0001
853200,2844,1153,739,-0.21502156999999997,300.0,0.01,0.0007142364047467709,8131,0.0001
854400,2848,1154,740,-0.30813073,300.0,0.01,0.0006769454339519143,8143,0.0001
855600,2852,1154,740,-0.33654032000000006,300.0,0.01,0.0005423494148999453,8155,0.0001
856800,2856,1155,741,-0.56815936,300.0,0.01,0.0007085846737027168,8167,0.0001
858000,2860,1156,741,-0.5216101599999999,300.0,0.01,0.00035217643016949296,8179,0.0001
859200,2864,1157,742,-0.3921368799999999,300.0,0.01,0.0005296712624840438,8191,0.0001
860400,2868,1157,743,-0.33848581000000005,300.0,0.01,0.000734932953491807,8203,0.0001
861600,2872,1158,743,-0.47854959,300.0,0.01,0.0009329145541414618,8215,0.0001
862800,2876,1158,744,-0.51737622,300.0,0.01,0.0008068750030361116,8227,0.0001
864000,2880,1159,745,-0.40209533999999997,300.0,0.01,0.0007779196603223681,8239,0.0001
865200,2884,1160,745,-0.35164407,300.0,0.01,0.0006824898300692439,8251,0.0001
866400,2888,1160,746,-0.4425983300000001,300.0,0.01,0.0005971532664261758,8263,0.0001
867600,2892,1161,747,-0.50348813,300.0,0.01,0.0006301705725491047,8275,0.0001
868800,2896,1161,747,-0.5126347400000002,300.0,0.01,0.00043990067206323147,8287,0.0001
870000,2900,1162,748,-0.4289708400000001,300.0,0.01,0.0008683798369020224,8299,0.0001
871200,2904,1163,748,-0.4375996900000002,300.0,0.01,0.0007559270597994328,8311,0.0001
872400,2908,1163,749,-0.3199143600000001,300.0,0.01,0.0006554527208209038,8323,0.0001
873600,2912,1164,750,-0.23931237000000005,300.0,0.01,0.0008723393548280001,8335,0.0001
874800,2916,1165,750,-0.26251771,300.0,0.01,0.0005105015588924289,8347,0.0001
876000,2920,1165,751,-0.22396405000000005,300.0,0.01,0.0007152952020987868,8359,0.0001
877200,2924,1166,751,0.07661758999999999,300.0,0.01,0.00047254940727725625,8371,0.0001
878400,2928,1167,752,0.28304867999999994,300.0,0.01,0.0006517561268992722,8383,0.0001
879600,2932,1167,753,0.10472596999999995,300.0,0.01,0.0006717151263728738,8395,0.0001
880800,2936,1168,753,-0.010597510000000003,300.0,0.01,0.00047431449638679624,8407,0.0001
882000,2940,1169,754,0.014712469999999983,300.0,0.01,0.0005607652710750699,8419,0.0001
883200,2944,1170,754,0.07982792,300.0,0.01,0.0005653513362631202,8431,0.0001
884400,2948,1170,755,0.14635398,300.0,0.01,0.0005892839981243014,8443,0.0001
885600,2952,1171,756,0.19861485,300.0,0.01,0.0006793545326218009,8455,0.0001
886800,2956,1171,756,0.3007064000000001,300.0,0.01,0.0006240037037059665,8467,0.0001
888000,2960,1172,757,0.3362378800000001,300.0,0.01,0.0006782280979678035,8479,0.0001
889200,2964,1172,758,0.29020718,300.0,0.01,0.0006609149859286845,8491,0.0001
890400,2968,1173,758,0.29021086999999995,300.0,0.01,0.0007924264064058661,8503,0.0001
891600,2972,1173,759,0.3928559299999999,300.0,0.01,0.0006023944006301463,8515,0.0001
892800,2976,1174,760,0.3150311099999999,300.0,0.01,0.0005329176783561707,8527,0.0001
894000,2980,1175,760,0.24300421999999988,300.0,0.01,0.0008014896302483976,8539,0.0001
895200,2984,1175,761,0.15455053999999996,300.0,0.01,0.000635152158793062,8551,0.0001
896400,2988,1176,762,0.13417334999999997,300.0,0.01,0.0005225094500929117,8563,0.0001
897600,2992,1176,762,0.15324050999999997,300.0,0.01,0.0005472235498018563,8575,0.0001
898800,2996,1177,763,0.034686969999999935,300.0,0.01,0.0005528865149244666,8587,0.0001
900000,3000,1109,810,-0.027886420000000058,300.0,0.01,0.0006566065712831914,8599,0.0001
901200,3004,1110,811,-0.004577450000000036,300.0,0.01,0.0006783397402614355,8611,0.0001
902400,3008,1111,812,-0.11722160000000002,300.0,0.01,0.0013569616712629795,8623,0.0001
903600,3012,1111,812,-0.16401797,300.0,0.01,0.0005253316485323012,8635,0.0001
904800,3016,1112,813,-0.0358087,300.0,0.01,0.0006946453941054642,8647,0.0001
906000,3020,1113,813,-0.10499246000000002,300.0,0.01,0.0005673974519595504,8659,0.0001
907200,3024,1113,814,-0.20747895,300.0,0.01,0.0006510242819786072,8671,0.0001
908400,3028,1114,814,-0.27339369999999996,300.0,0.01,0.0005719566252082586,8683,0.0001
909600,3032,1115,815,-0.1315757400000001,300.0,0.01,0.000945055449847132,8695,0.0001
910800,3036,1115,816,0.05816701999999994,300.0,0.01,0.000646984379272908,8707,0.0001
912000,3040,1116,816,0.28801903999999995,300.0,0.01,0.0006287761498242617,8719,0.0001
913200,3044,1116,817,0.28029230000000005,300.0,0.01,0.0007859962643124163,8731,0.0001
914400,3048,1117,818,0.24001308000000005,300.0,0.01,0.0007168716983869672,8743,0.0001
915600,3052,1117,819,0.13394546,300.0,0.01,0.000650556932669133,8755,0.0001
916800,3056,1118,819,0.15422494999999994,300.0,0.01,0.0007282152073457837,8767,0.0001
918000,3060,1119,820,0.17261670999999995,300.0,0.01,0.0006472078966908157,8779,0.0001
919200,3064,1119,820,0.12079702999999999,300.0,0.01,0.0006953754345886409,8791,0.0001
920400,3068,1120,821,0.1405912099999999,300.0,0.01,0.0006587139214389026,8803,0.0001
921600,3072,1120,822,0.17676077999999998,300.0,0.01,0.0020054043270647526,8815,0.0001
922800,3076,1121,823,0.17495622999999993,300.0,0.01,0.0007955807959660888,8827,0.0001
924000,3080,1121,823,0.24899071,300.0,0.01,0.00047607021406292915,8839,0.0001
925200,3084,1122,824,0.3623323499999999,300.0,0.01,0.0006153624271973968,8851,0.0001
926400,3088,1122,825,0.62682317,300.0,0.01,0.0008545329328626394,8863,0.0001
927600,3092,1123,825,0.70045523,300.0,0.01,0.0005149635253474116,8875,0.0001
928800,3096,1123,826,0.7924480399999997,300.0,0.01,0.0005565651226788759,8887,0.0001
930000,3100,1124,827,0.79262037,300.0,0.01,0.0005453702760860324,8899,0.0001
931200,3104,1124,828,0.7022981399999998,300.0,0.01,0.0008053185883909464,8911,0.0001
932400,3108,1124,829,0.7702918700000001,300.0,0.01,0.0006989947287365794,8923,0.0001
933600,3112,1125,829,0.8039625299999997,300.0,0.01,0.0009617744944989681,8935,0.0001
934800,3116,1125,830,0.7071687599999997,300.0,0.01,0.0006394147640094161,8947,0.0001
936000,3120,1126,830,0.6849976399999999,300.0,0.01,0.0005107705947011709,8959,0.0001
937200,3124,1126,831,0.57123357,300.0,0.01,0.0005304578226059675,8971,0.0001
938400,3128,1127,832,0.63251456,300.0,0.01,0.0005853285547345877,8983,0.0001
939600,3132,1128,832,0.5795859799999998,300.0,0.01,0.0007650230545550585,8995,0.0001
940800,3136,1128,833,0.5092180299999999,300.0,0.01,0.0007492425502277911,9007,0.0001
942000,3140,1129,834,0.31706311,300.0,0.01,0.000643409788608551,9019,0.0001
943200,3144,1129,834,0.3556641499999999,300.0,0.01,0.0011335057206451893,9031,0.0001
944400,3148,1130,835,0.47458701000000003,300.0,0.01,0.0005191707168705761,9043,0.0001
945600,3152,1130,836,0.61384601,300.0,0.01,0.0006341770058497787,9055,0.0001
946800,3156,1131,836,0.6866140800000001,300.0,0.01,0.0007218770915642381,9067,0.0001
948000,3160,1131,837,0.60667224,300.0,0.01,0.0006451340159401298,9079,0.0001
949200,3164,1132,838,0.60929967,300.0,0.01,0.0004938881611451507,9091,0.0001
950400,3168,1133,838,0.5665834599999999,300.0,0.01,0.0007124023977667093,9103,0.0001
951600,3172,1133,839,0.5151478599999999,300.0,0.01,0.0009026876068674028,9115,0.0001
952800,3176,1134,840,0.6712262499999998,300.0,0.01,0.0005650683888234198,9127,0.0001
954000,3180,1134,840,0.6631815599999998,300.0,0.01,0.0006599418702535331,9139,0.0001
955200,3184,1135,841,0.49731726000000015,300.0,0.01,0.0006772158085368574,9151,0.0001
956400,3188,1136,841,0.34460431999999996,300.0,0.01,0.0005511969793587923,9163,0.0001
957600,3192,1136,842,0.19856927999999996,300.0,0.01,0.0006724006379954517,9175,0.0001
958800,3196,1137,843,0.14634557999999998,300.0,0.01,0.0008258601883426309,9187,0.0001
960000,3200,1137,843,0.18186222999999996,300.0,0.01,0.0006973047275096178,9199,0.0001
961200,3204,1138,844,0.21826166999999994,300.0,0.01,0.0011987036559730768,9211,0.0001
962400,3208,1139,844,0.12507861,300.0,0.01,0.00067708088317886,9223,0.0001
963600,3212,1139,845,0.06461855000000004,300.0,0.01,0.0009203713270835578,9235,0.0001
964800,3216,1140,846,0.16119248999999997,300.0,0.01,0.0005717192543670535,9247,0.0001
966000,3220,1140,846,0.18692567000000002,300.0,0.01,0.0004923413507640362,9259,0.0001
967200,3224,1141,847,0.23099238,300.0,0.01,0.00034845032496377826,9271,0.0001
968400,3228,1141,848,-0.01222436000000002,300.0,0.01,0.0007460948545485735,9283,0.0001
969600,3232,1141,849,-0.08002771000000004,300.0,0.01,0.0015185823431238532,9295,0.0001
970800,3236,1142,849,-0.10768121000000001,300.0,0.01,0.0006292600301094353,9307,0.0001
972000,3240,1142,850,0.034300050000000006,300.0,0.01,0.0006850231438875198,9319,0.0001
973200,3244,1143,851,-0.05046162000000001,300.0,0.01,0.0005625163321383297,9331,0.0001
974400,3248,1143,851,-0.11162129999999998,300.0,0.01,0.0008269405225291848,9343,0.0001
975600,3252,1144,852,-0.11312041,300.0,0.01,0.0009199277264997363,9355,0.0001
976800,3256,1144,853,-0.11262984999999998,300.0,0.01,0.0007108493009582162,9367,0.0001
978000,3260,1145,853,-0.02232634999999999,300.0,0.01,0.0006012320518493652,9379,0.0001
979200,3264,1145,854,0.07614596000000003,300.0,0.01,0.0008494593785144389,9391,0.0001
980400,3268,1146,855,0.11877579999999996,300.0,0.01,0.0006408622721210122,9403,0.0001
981600,3272,1146,855,0.10387419999999997,300.0,0.01,0.0005793432937934995,9415,0.0001
982800,3276,1147,856,0.11373627000000003,300.0,0.01,0.0006001103902235627,9427,0.0001
984000,3280,1147,857,0.07640593000000007,300.0,0.01,0.0005138146225363016,9439,0.0001
985200,3284,1147,858,0.13024899000000004,300.0,0.01,0.0007141223177313805,9451,0.0001
986400,3288,1148,859,0.23658759000000007,300.0,0.01,0.0007805003551766276,9463,0.0001
987600,3292,1148,859,0.41020345000000014,300.0,0.01,0.0006234204047359526,9475,0.0001
988800,3296,1149,860,0.6399258300000001,300.0,0.01,0.0013983487151563168,9487,0.0001
990000,3300,1150,860,0.50367177,300.0,0.01,0.00047667959006503224,9499,0.0001
991200,3304,1150,861,0.48368938000000006,300.0,0.01,0.0004267797339707613,9511,0.0001
992400,3308,1151,862,0.46976014,300.0,0.01,0.00040113579598255455,9523,0.0001
993600,3312,1151,862,0.5548773499999998,300.0,0.01,0.0008127049077302217,9535,0.0001
994800,3316,1152,863,0.74213776,300.0,0.01,0.0005751955322921276,9547,0.0001
996000,3320,1152,864,0.71400075,300.0,0.01,0.0005929988110437989,9559,0.0001
997200,3324,1153,864,0.75171048,300.0,0.01,0.0006716294446960092,9571,0.0001
998400,3328,1153,865,0.8572089599999999,300.0,0.01,0.000534821068868041,9583,0.0001
999600,3332,1153,866,0.8434449800000001,300.0,0.01,0.0005033924244344234,9595,0.0001
1000800,3336,1094,914,0.89109591,300.0,0.01,0.0005862741963937879,9607,0.0001
1002000,3340,1095,914,0.7548418199999999,300.0,0.01,0.000662023201584816,9619,0.0001
1003200,3344,1095,915,0.8376017999999997,300.0,0.01,0.0011234445264562964,9631,0.0001
1004400,3348,1096,916,0.9427324,300.0,0.01,0.0006364742876030505,9643,0.0001
1005600,3352,1096,916,0.8598696100000001,300.0,0.01,0.0004997593932785094,9655,0.0001
1006800,3356,1097,917,0.8076879000000001,300.0,0.01,0.0007100128568708897,9667,0.0001
1008000,3360,1097,918,0.7115817399999999,300.0,0.01,0.0012458610581234097,9679,0.0001
1009200,3364,1098,919,0.6483282799999999,300.0,0.01,0.0005817302735522389,9691,0.0001
1010400,3368,1098,919,0.6919048199999999,300.0,0.01,0.000434626592323184,9703,0.0001
1011600,3372,1099,920,0.7053804800000001,300.0,0.01,0.0005447656149044633,9715,0.0001
1012800,3376,1099,921,0.60077079,300.0,0.01,0.0012463820166885853,9727,0.0001
1014000,3380,1100,921,0.54152505,300.0,0.01,0.0007185582653619349,9739,0.0001
1015200,3384,1100,922,0.5865127099999999,300.0,0.01,0.0007338725263252854,9751,0.0001
1016400,3388,1100,923,0.49452663999999996,300.0,0.01,0.0006862441659905016,9763,0.0001
1017600,3392,1101,923,0.47166900999999994,300.0,0.01,0.0004676838289014995,9775,0.0001
1018800,3396,1101,924,0.16964395999999993,300.0,0.01,0.0007018250180408359,9787,0.0001
1020000,3400,1102,925,0.21257692000000003,300.0,0.01,0.0004650853225030005,9799,0.0001
1021200,3404,1102,925,0.19340820000000003,300.0,0.01,0.0007909348350949585,9811,0.0001
1022400,3408,1103,926,0.24315180000000006,300.0,0.01,0.0004821205511689186,9823,0.0001
1023600,3412,1103,927,0.28685012000000004,300.0,0.01,0.0006080219754949212,9835,0.0001
1024800,3416,1104,928,0.07040092999999997,300.0,0.01,0.0007771352538838983,9847,0.0001
1026000,3420,1104,928,0.17131226999999996,300.0,0.01,0.0007239351398311555,9859,0.0001
1027200,3424,1105,929,0.21551037000000003,300.0,0.01,0.0006664684624411166,9871,0.0001
1028400,3428,1105,930,0.20882939,300.0,0.01,0.000843705958686769,9883,0.0001
1029600,3432,1106,930,0.25829346999999997,300.0,0.01,0.0006630130810663104,9895,0.0001
1030800,3436,1106,931,0.2954848599999999,300.0,0.01,0.0007779826410114765,9907,0.0001
1032000,3440,1107,931,0.29860306999999986,300.0,0.01,0.0007880511693656445,9919,0.0001
1033200,3444,1107,932,0.26158080999999994,300.0,0.01,0.0006538876332342625,9931,0.0001
1034400,3448,1108,933,0.1322887599999999,300.0,0.01,0.0006428909255191684,9943,0.0001
1035600,3452,1109,933,0.11869984,300.0,0.01,0.0006202369695529342,9955,0.0001
1036800,3456,1109,934,0.061778070000000004,300.0,0.01,0.0006469255313277245,9967,0.0001
1038000,3460,1110,935,0.0630688,300.0,0.01,0.0006026438204571605,9979,0.0001
1039200,3464,1110,935,0.036215390000000014,300.0,0.01,0.0009138794848695397,9991,0.0001
1040400,3468,1111,936,-0.07793198999999996,300.0,0.01,0.00039058795664459467,10003,0.0001
1041600,3472,1111,936,-0.017335109999999973,300.0,0.01,0.0005997641710564494,10015,0.0001
1042800,3476,1112,937,-0.10452223999999997,300.0,0.01,0.000609438749961555,10027,0.0001
1044000,3480,1112,938,-0.08136871000000001,300.0,0.01,0.000571088632568717,10039,0.0001
1045200,3484,1112,939,-0.15029570000000003,300.0,0.01,0.0007621822878718376,10051,0.0001
1046400,3488,1113,939,-0.28115477,300.0,0.01,0.0006266959244385362,10063,0.0001
1047600,3492,1114,940,-0.3760435200000001,300.0,0.01,0.0005174507386982441,10075,0.0001
1048800,3496,1114,940,-0.31400414000000004,300.0,0.01,0.0012189479311928153,10087,0.0001
1050000,3500,1115,941,-0.31707678000000006,300.0,0.01,0.0008064006688073277,10099,0.0001
1051200,3504,1115,942,-0.2710809800000001,300.0,0.01,0.0006587941898033023,10111,0.0001
