time/total_timesteps,time/episodes,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,rollout/exploration_rate,train/loss,train/n_updates,train/learning_rate
342000,1140,1302,262,-0.06031150000000002,300.0,0.36116981132075454,0.006552094593644142,3019,0.0001
343200,1144,1304,263,-0.10325285,300.0,0.3589283018867926,0.00436593871563673,3031,0.0001
344400,1148,1306,263,-0.29876364999999994,300.0,0.3566867924528302,0.004856056999415159,3043,0.0001
345600,1152,1308,264,-0.33744880999999993,300.0,0.3544452830188677,0.005511859897524118,3055,0.0001
346800,1156,1310,264,-0.15318696999999998,300.0,0.35220377358490573,0.005421348847448826,3067,0.0001
348000,1160,1311,265,-0.19882738,300.0,0.34996226415094367,0.004653459414839745,3079,0.0001
349200,1164,1313,265,-0.14860455999999997,300.0,0.3477207547169813,0.003791885217651725,3091,0.0001
350400,1168,1315,266,-0.22583103999999996,300.0,0.3454792452830189,0.005513313692063093,3103,0.0001
351600,1172,1317,266,-0.19768808,300.0,0.3432377358490568,0.005562860984355211,3115,0.0001
352800,1176,1319,267,-0.12835505,300.0,0.3409962264150943,0.009033776819705963,3127,0.0001
354000,1180,1321,267,-0.016860089999999953,300.0,0.3387547169811319,0.005304356571286917,3139,0.0001
355200,1184,1323,268,-0.048621979999999974,300.0,0.33651320754716996,0.005470214411616325,3151,0.0001
356400,1188,1325,268,0.03997402000000001,300.0,0.33427169811320756,0.005395811051130295,3163,0.0001
357600,1192,1327,269,0.12404544000000005,300.0,0.3320301886792455,0.0022320374846458435,3175,0.0001
358800,1196,1329,269,0.15955097000000007,300.0,0.329788679245283,0.001876529073342681,3187,0.0001
360000,1200,1330,270,0.012960000000000057,300.0,0.32754716981132104,0.006140350829809904,3199,0.0001
361200,1204,1332,270,-0.0162982299999999,300.0,0.32530566037735864,0.0010382705368101597,3211,0.0001
362400,1208,1334,271,0.07964333000000012,300.0,0.32306415094339613,0.00485757552087307,3223,0.0001
363600,1212,1336,272,-0.019921899999999965,300.0,0.3208226415094342,0.0032429059501737356,3235,0.0001
364800,1216,1338,272,-0.04657603,300.0,0.3185811320754717,0.005908146500587463,3247,0.0001
366000,1220,1340,273,0.18280539000000004,300.0,0.3163396226415093,0.004551837220788002,3259,0.0001
367200,1224,1342,273,0.11605183000000008,300.0,0.3140981132075473,0.0056909904815256596,3271,0.0001
368400,1228,1344,274,-0.022703189999999943,300.0,0.3118566037735848,0.005712305195629597,3283,0.0001
369600,1232,1346,274,-0.024654549999999942,300.0,0.30961509433962275,0.006883726920932531,3295,0.0001
370800,1236,1347,275,-0.005656459999999982,300.0,0.30737358490566036,0.003272970672696829,3307,0.0001
372000,1240,1349,275,0.031115689999999988,300.0,0.3051320754716984,0.005390957463532686,3319,0.0001
373200,1244,1351,276,0.04678906000000003,300.0,0.302890566037736,0.00438044685870409,3331,0.0001
374400,1248,1353,276,0.04687836000000003,300.0,0.3006490566037735,0.004413635469973087,3343,0.0001
375600,1252,1354,277,0.15553010999999997,300.0,0.29840754716981144,0.0033956209663301706,3355,0.0001
376800,1256,1356,277,-0.06587847000000002,300.0,0.29616603773584904,0.0075705163180828094,3367,0.0001
378000,1260,1357,278,0.08372657000000006,300.0,0.29392452830188665,0.008320540189743042,3379,0.0001
379200,1264,1359,278,0.10338600000000002,300.0,0.2916830188679246,0.003649024525657296,3391,0.0001
380400,1268,1361,279,0.05076323999999999,300.0,0.2894415094339622,0.003253879491239786,3403,0.0001
381600,1272,1363,279,0.16935489999999995,300.0,0.2872000000000001,0.004071918781846762,3415,0.0001
382800,1276,1365,280,0.18901256,300.0,0.2849584905660377,0.0040482329204678535,3427,0.0001
384000,1280,1366,280,0.22255863000000006,300.0,0.2827169811320758,0.00341558619402349,3439,0.0001
385200,1284,1368,281,0.21296356999999996,300.0,0.28047547169811327,0.004266468808054924,3451,0.0001
386400,1288,1369,282,0.043050760000000014,300.0,0.27823396226415076,0.0021784729324281216,3463,0.0001
387600,1292,1370,282,0.10411952999999993,300.0,0.2759924528301888,0.0076161338947713375,3475,0.0001
388800,1296,1372,283,0.06701715999999998,300.0,0.2737509433962264,0.006435515824705362,3487,0.0001
390000,1300,1374,283,0.19335211000000002,300.0,0.271509433962264,0.002013350371271372,3499,0.0001
391200,1304,1375,284,0.16378567999999993,300.0,0.26926792452830195,0.0041616689413785934,3511,0.0001
392400,1308,1377,284,0.21664220999999997,300.0,0.26702641509433944,0.0044407108798623085,3523,0.0001
393600,1312,1378,285,0.15141064999999995,300.0,0.2647849056603775,0.0068431515246629715,3535,0.0001
394800,1316,1380,285,0.21876795999999998,300.0,0.2625433962264151,0.00749756395816803,3547,0.0001
396000,1320,1381,286,0.21500481000000005,300.0,0.26030188679245303,0.002272697864100337,3559,0.0001
397200,1324,1383,287,0.22541996,300.0,0.25806037735849063,0.004855777602642775,3571,0.0001
398400,1328,1383,287,0.27999016,300.0,0.2558188679245281,0.007195593789219856,3583,0.0001
399600,1332,1385,288,0.4115396299999999,300.0,0.2535773584905662,0.007205111440271139,3595,0.0001
400800,1336,1206,332,0.42645658,300.0,0.2513358490566038,0.006107235327363014,3607,0.0001
402000,1340,1208,332,0.43742101999999994,300.0,0.24909433962264138,0.0008822719682939351,3619,0.0001
403200,1344,1210,333,0.38543734999999996,300.0,0.2468528301886792,0.0033037778921425343,3631,0.0001
404400,1348,1211,333,0.43203995000000006,300.0,0.24461132075471725,0.005886675324290991,3643,0.0001
405600,1352,1213,334,0.27785325,300.0,0.24236981132075486,0.0020702099427580833,3655,0.0001
406800,1356,1214,334,0.36571475999999997,300.0,0.24012830188679246,0.00511904526501894,3667,0.0001
408000,1360,1216,335,0.29084113,300.0,0.2378867924528304,0.005287483334541321,3679,0.0001
409200,1364,1218,335,0.20732498000000002,300.0,0.2356452830188679,0.004796056542545557,3691,0.0001
410400,1368,1219,336,0.32009328,300.0,0.2334037735849055,0.003865821287035942,3703,0.0001
411600,1372,1221,337,0.1846074800000001,300.0,0.23116226415094354,0.0045242346823215485,3715,0.0001
412800,1376,1222,337,0.08594926000000008,300.0,0.22892075471698115,0.002891712123528123,3727,0.0001
414000,1380,1223,338,-0.012321369999999969,300.0,0.22667924528301897,0.006149604916572571,3739,0.0001
415200,1384,1225,338,-0.016186330000000016,300.0,0.22443773584905657,0.004458039533346891,3751,0.0001
416400,1388,1227,339,-0.021740630000000052,300.0,0.22219622641509462,0.0034676063805818558,3763,0.0001
417600,1392,1228,339,-0.09625283,300.0,0.21995471698113223,0.003982339985668659,3775,0.0001
418800,1396,1230,340,-0.12002354999999998,300.0,0.21771320754716983,0.0035225560422986746,3787,0.0001
420000,1400,1231,340,-0.07002956000000003,300.0,0.21547169811320765,0.0025996121112257242,3799,0.0001
421200,1404,1233,341,-0.10550163000000001,300.0,0.21323018867924526,0.003378467634320259,3811,0.0001
422400,1408,1234,342,-0.20903694,300.0,0.21098867924528286,0.0034998126793652773,3823,0.0001
423600,1412,1236,342,-0.16206166999999996,300.0,0.2087471698113209,0.00311149749904871,3835,0.0001
424800,1416,1237,343,-0.29735737000000007,300.0,0.2065056603773585,0.004249352030456066,3847,0.0001
426000,1420,1238,343,-0.40846584000000014,300.0,0.20426415094339634,0.001755563891492784,3859,0.0001
427200,1424,1240,344,-0.35813971,300.0,0.20202264150943394,0.00393113074824214,3871,0.0001
428400,1428,1241,344,-0.3609369,300.0,0.199781132075472,0.0048572043888270855,3883,0.0001
429600,1432,1243,345,-0.46235973,300.0,0.1975396226415096,0.003085426287725568,3895,0.0001
430800,1436,1244,346,-0.47121486000000007,300.0,0.19529811320754709,0.004265571478754282,3907,0.0001
432000,1440,1246,346,-0.6138727799999999,300.0,0.19305660377358502,0.004535334184765816,3919,0.0001
433200,1444,1247,347,-0.5481944099999998,300.0,0.19081509433962263,0.0016229511238634586,3931,0.0001
434400,1448,1248,347,-0.7020418899999998,300.0,0.18857358490566023,0.004044496454298496,3943,0.0001
435600,1452,1249,348,-0.5941908199999999,300.0,0.18633207547169828,0.004453152418136597,3955,0.0001
436800,1456,1250,349,-0.5827759899999998,300.0,0.18409056603773566,0.0030993379186838865,3967,0.0001
438000,1460,1252,349,-0.8302454799999999,300.0,0.1818490566037737,0.004486383870244026,3979,0.0001
439200,1464,1253,350,-0.7755909899999999,300.0,0.1796075471698113,0.0029758717864751816,3991,0.0001
440400,1468,1255,350,-0.9369487199999998,300.0,0.17736603773584936,0.003329287748783827,4003,0.0001
441600,1472,1256,351,-0.74872114,300.0,0.17512452830188696,0.0024657859466969967,4015,0.0001
442800,1476,1257,352,-0.7123768600000001,300.0,0.17288301886792434,0.002824287861585617,4027,0.0001
444000,1480,1259,352,-0.6162572799999999,300.0,0.1706415094339624,0.0017104947473853827,4039,0.0001
445200,1484,1260,353,-0.49629670000000004,300.0,0.1684,0.004014153964817524,4051,0.0001
446400,1488,1261,353,-0.43410809,300.0,0.1661584905660376,0.0016466794768348336,4063,0.0001
447600,1492,1263,354,-0.5281708100000001,300.0,0.16391698113207553,0.002859408501535654,4075,0.0001
448800,1496,1264,354,-0.59743791,300.0,0.16167547169811347,0.000849385978654027,4087,0.0001
450000,1500,1266,355,-0.6591226200000001,300.0,0.15943396226415107,0.006109823007136583,4099,0.0001
451200,1504,1267,355,-0.4884054400000001,300.0,0.15719245283018868,0.004970915615558624,4111,0.0001
452400,1508,1268,356,-0.40696256999999997,300.0,0.15495094339622673,0.001981540350243449,4123,0.0001
453600,1512,1269,357,-0.42979764000000004,300.0,0.1527094339622641,0.003504124702885747,4135,0.0001
454800,1516,1271,357,-0.2925323799999999,300.0,0.1504679245283017,0.005146773066371679,4147,0.0001
456000,1520,1272,358,-0.25420260999999994,300.0,0.14822641509433976,0.0059090107679367065,4159,0.0001
457200,1524,1274,358,-0.29251501999999996,300.0,0.14598490566037736,0.0008387214038521051,4171,0.0001
458400,1528,1275,359,-0.31371157000000005,300.0,0.1437433962264153,0.0013815477723255754,4183,0.0001
459600,1532,1276,360,-0.2877752,300.0,0.1415018867924528,0.003952197730541229,4195,0.0001
460800,1536,1278,360,-0.23143922000000006,300.0,0.13926037735849084,0.0038890729192644358,4207,0.0001
462000,1540,1279,361,-0.13331201000000006,300.0,0.13701886792452844,0.0018335948698222637,4219,0.0001
463200,1544,1280,361,-0.11543843000000002,300.0,0.13477735849056605,0.0014175777323544025,4231,0.0001
464400,1548,1282,362,0.09721790999999999,300.0,0.13253584905660387,0.0020602704025804996,4243,0.0001
465600,1552,1283,362,0.09492979000000004,300.0,0.13029433962264148,0.002905905479565263,4255,0.0001
466800,1556,1284,363,0.033413900000000024,300.0,0.12805283018867908,0.0037904377095401287,4267,0.0001
468000,1560,1286,363,0.24567137999999994,300.0,0.12581132075471713,0.0027881835121661425,4279,0.0001
469200,1564,1287,364,0.25379363,300.0,0.12356981132075473,0.0018920453730970621,4291,0.0001
470400,1568,1288,364,0.32770987000000007,300.0,0.12132830188679256,0.002260229317471385,4303,0.0001
471600,1572,1290,365,0.19884109,300.0,0.11908679245283016,0.0040186443366110325,4315,0.0001
472800,1576,1291,366,0.1913945799999999,300.0,0.1168452830188682,0.0024699238128960133,4327,0.0001
474000,1580,1292,366,0.17520828999999996,300.0,0.11460377358490581,0.0029170201160013676,4339,0.0001
475200,1584,1294,367,0.15903779,300.0,0.1123622641509433,0.0018732965691015124,4351,0.0001
476400,1588,1294,367,0.16676132000000002,300.0,0.11012075471698124,0.002192199230194092,4363,0.0001
477600,1592,1296,368,0.19293645000000015,300.0,0.10787924528301884,0.0019353191601112485,4375,0.0001
478800,1596,1297,369,0.1843054500000001,300.0,0.10563773584905645,0.0030002223793417215,4387,0.0001
480000,1600,1298,369,0.27910514,300.0,0.1033962264150945,0.0019388531800359488,4399,0.0001
481200,1604,1299,370,0.14122770999999995,300.0,0.10115471698113199,0.0016184980049729347,4411,0.0001
482400,1608,1300,370,-0.06034582000000006,300.0,0.09891320754716992,0.00307046202942729,4423,0.0001
483600,1612,1302,371,-0.01417800000000008,300.0,0.09667169811320753,0.002299209591001272,4435,0.0001
484800,1616,1303,371,-0.09891116999999998,300.0,0.09443018867924557,0.0015895830001682043,4447,0.0001
486000,1620,1304,372,-0.07132718,300.0,0.09218867924528318,0.0021582525223493576,4459,0.0001
487200,1624,1306,372,-0.12789973,300.0,0.08994716981132067,0.0009147784439846873,4471,0.0001
488400,1628,1307,373,-0.043482030000000005,300.0,0.08770566037735861,0.0025879726745188236,4483,0.0001
489600,1632,1308,374,-0.04432039000000001,300.0,0.08546415094339621,0.0022168115247040987,4495,0.0001
490800,1636,1310,374,-0.11278753999999998,300.0,0.08322264150943381,0.0024107752833515406,4507,0.0001
492000,1640,1311,375,-0.1743337,300.0,0.08098113207547175,0.003151332726702094,4519,0.0001
493200,1644,1312,375,-0.2025485699999999,300.0,0.07873962264150935,0.00220105960033834,4531,0.0001
494400,1648,1313,376,-0.17439912999999996,300.0,0.07649811320754729,0.001650134101510048,4543,0.0001
495600,1652,1314,376,-0.07117810000000001,300.0,0.0742566037735849,0.0019822281319648027,4555,0.0001
496800,1656,1316,377,0.07827941000000004,300.0,0.07201509433962294,0.002842619549483061,4567,0.0001
498000,1660,1316,378,-0.03420680000000001,300.0,0.06977358490566044,0.002887141890823841,4579,0.0001
499200,1664,1317,378,-0.08199503000000002,300.0,0.06753207547169804,0.0022308097686618567,4591,0.0001
500400,1668,1182,423,-0.19418376,300.0,0.06529056603773598,0.0015625576488673687,4603,0.0001
501600,1672,1183,423,-0.14703101999999998,300.0,0.06304905660377358,0.0021052160300314426,4615,0.0001
502800,1676,1184,424,-0.08585555000000002,300.0,0.06080754716981118,0.0025962013751268387,4627,0.0001
504000,1680,1185,425,-0.10037620000000008,300.0,0.05856603773584912,0.0013039791956543922,4639,0.0001
505200,1684,1186,425,-0.10608525000000003,300.0,0.05632452830188717,0.002265200950205326,4651,0.0001
506400,1688,1188,426,-0.03042729999999997,300.0,0.05408301886792455,0.0012370306067168713,4663,0.0001
507600,1692,1189,426,-0.05918662000000002,300.0,0.05184150943396215,0.00141495605930686,4675,0.0001
508800,1696,1190,427,-0.11360340000000008,300.0,0.0496000000000002,0.0011006621643900871,4687,0.0001
510000,1700,1191,428,-0.25703767000000005,300.0,0.0473584905660378,0.002022703178226948,4699,0.0001
511200,1704,1192,428,-0.09896820999999995,300.0,0.045116981132075296,0.000904243323020637,4711,0.0001
512400,1708,1193,429,0.14792704000000007,300.0,0.04287547169811334,0.0012876575347036123,4723,0.0001
513600,1712,1194,429,0.14696721999999995,300.0,0.04063396226415139,0.0020105564035475254,4735,0.0001
514800,1716,1196,430,0.11978721999999994,300.0,0.03839245283018855,0.0018534117843955755,4747,0.0001
516000,1720,1197,430,0.07065364999999996,300.0,0.03615094339622649,0.0014150599017739296,4759,0.0001
517200,1724,1198,431,0.054166579999999964,300.0,0.03390943396226431,0.0015098345465958118,4771,0.0001
518400,1728,1199,432,-0.18801335000000002,300.0,0.031667924528301916,0.0014724682550877333,4783,0.0001
519600,1732,1200,432,-0.29571642000000004,300.0,0.02942641509433952,0.0014263002667576075,4795,0.0001
520800,1736,1202,433,-0.2417096,300.0,0.027184905660377567,0.0012252950109541416,4807,0.0001
522000,1740,1203,433,-0.012754489999999992,300.0,0.02494339622641506,0.0013476054882630706,4819,0.0001
523200,1744,1204,434,-0.0014249599999999474,300.0,0.022701886792452663,0.001089415280148387,4831,0.0001
524400,1748,1205,434,-0.08910854999999997,300.0,0.02046037735849071,0.0015308363363146782,4843,0.0001
525600,1752,1206,435,-0.15458303999999995,300.0,0.01821886792452876,0.0013289120979607105,4855,0.0001
526800,1756,1207,436,-0.07770454999999994,300.0,0.01597735849056592,0.0014764195075258613,4867,0.0001
528000,1760,1208,436,-0.08272621999999995,300.0,0.013735849056603633,0.0010546547127887607,4879,0.0001
529200,1764,1209,437,-0.11432179999999997,300.0,0.01149433962264168,0.0012724708067253232,4891,0.0001
530400,1768,1209,438,-0.053588429999999986,300.0,0.01,0.0012656310573220253,4903,0.0001
531600,1772,1210,439,-0.08262605,300.0,0.01,0.0011546500027179718,4915,0.0001
532800,1776,1212,439,-0.15023869,300.0,0.01,0.0011131237260997295,4927,0.0001
534000,1780,1213,440,-0.10284590000000003,300.0,0.01,0.0011325571686029434,4939,0.0001
535200,1784,1214,440,0.07672678999999999,300.0,0.01,0.001171113341115415,4951,0.0001
536400,1788,1215,441,0.15491534,300.0,0.01,0.0014726378722116351,4963,0.0001
537600,1792,1216,441,0.11812251000000001,300.0,0.01,0.001311867032200098,4975,0.0001
538800,1796,1217,442,0.24507483000000005,300.0,0.01,0.0011643054895102978,4987,0.0001
540000,1800,1218,443,0.3403433,300.0,0.01,0.001053601037710905,4999,0.0001
541200,1804,1219,443,0.24012160000000005,300.0,0.01,0.0014856185298413038,5011,0.0001
542400,1808,1220,444,0.10715113000000005,300.0,0.01,0.0008439140510745347,5023,0.0001
543600,1812,1222,444,0.03424832000000002,300.0,0.01,0.0015215231105685234,5035,0.0001
544800,1816,1223,445,0.08473275000000005,300.0,0.01,0.0010307847987860441,5047,0.0001
546000,1820,1224,446,0.25779655,300.0,0.01,0.0016277940012514591,5059,0.0001
547200,1824,1225,446,0.29543296999999996,300.0,0.01,0.0008992808288894594,5071,0.0001
548400,1828,1226,447,0.49994104,300.0,0.01,0.0010807323269546032,5083,0.0001
549600,1832,1227,447,0.48313566,300.0,0.01,0.0008607117924839258,5095,0.0001
550800,1836,1228,448,0.41358196999999997,300.0,0.01,0.001185328233987093,5107,0.0001
552000,1840,1229,448,0.27304581999999994,300.0,0.01,0.0010628115851432085,5119,0.0001
553200,1844,1230,449,0.23979902,300.0,0.01,0.000799143104813993,5131,0.0001
554400,1848,1231,450,0.1534832200000001,300.0,0.01,0.0010392911499366164,5143,0.0001
555600,1852,1233,450,0.05286468000000005,300.0,0.01,0.0014315559528768063,5155,0.0001
556800,1856,1234,451,-0.1417530599999999,300.0,0.01,0.001575969741679728,5167,0.0001
558000,1860,1235,451,0.0419977100000001,300.0,0.01,0.0007473646546714008,5179,0.0001
559200,1864,1236,452,0.08897934999999996,300.0,0.01,0.0008279316825792193,5191,0.0001
560400,1868,1237,452,0.13637577999999995,300.0,0.01,0.0012104110792279243,5203,0.0001
561600,1872,1238,453,0.04911378999999995,300.0,0.01,0.001004597987048328,5215,0.0001
562800,1876,1239,454,0.04177008999999995,300.0,0.01,0.0010432787239551544,5227,0.0001
564000,1880,1240,454,-0.04698148999999992,300.0,0.01,0.0009645471582189202,5239,0.0001
565200,1884,1241,455,-0.023388779999999887,300.0,0.01,0.0011992109939455986,5251,0.0001
566400,1888,1242,455,-0.09732881000000006,300.0,0.01,0.0010454814182594419,5263,0.0001
567600,1892,1243,456,0.03937081999999995,300.0,0.01,0.0012208035914227366,5275,0.0001
568800,1896,1244,457,0.019316680000000027,300.0,0.01,0.0009515403071418405,5287,0.0001
570000,1900,1244,457,-0.152111,300.0,0.01,0.0008470644243061543,5299,0.0001
571200,1904,1245,458,-0.05920327000000001,300.0,0.01,0.0009622872457839549,5311,0.0001
572400,1908,1246,459,-0.13305588,300.0,0.01,0.0009145914227701724,5323,0.0001
573600,1912,1247,459,-0.11229399000000001,300.0,0.01,0.00119664310477674,5335,0.0001
574800,1916,1248,460,-0.17016416000000006,300.0,0.01,0.0009546499932184815,5347,0.0001
576000,1920,1249,460,-0.33964661999999995,300.0,0.01,0.0010921515058726072,5359,0.0001
577200,1924,1250,461,-0.31334400999999995,300.0,0.01,0.0007848094101063907,5371,0.0001
578400,1928,1251,462,-0.27184906,300.0,0.01,0.001470236456952989,5383,0.0001
579600,1932,1252,462,-0.1990538600000001,300.0,0.01,0.0008661497267894447,5395,0.0001
580800,1936,1253,463,-0.19092936000000013,300.0,0.01,0.0015595103614032269,5407,0.0001
582000,1940,1254,464,-0.2320250500000001,300.0,0.01,0.0009498200379312038,5419,0.0001
583200,1944,1255,464,-0.23016127,300.0,0.01,0.0013393503613770008,5431,0.0001
584400,1948,1256,465,-0.20681761999999998,300.0,0.01,0.001141553744673729,5443,0.0001
585600,1952,1257,465,-0.21472264999999996,300.0,0.01,0.0009493216639384627,5455,0.0001
586800,1956,1258,466,-0.17373236999999997,300.0,0.01,0.0010092838201671839,5467,0.0001
588000,1960,1259,466,-0.3084684,300.0,0.01,0.0010742581216618419,5479,0.0001
589200,1964,1260,467,-0.3366287399999999,300.0,0.01,0.0009580826736055315,5491,0.0001
590400,1968,1260,468,-0.28946301999999996,300.0,0.01,0.0010241091949865222,5503,0.0001
591600,1972,1261,469,-0.20633585,300.0,0.01,0.0009796104859560728,5515,0.0001
592800,1976,1262,469,-0.11870057000000005,300.0,0.01,0.0007977304048836231,5527,0.0001
594000,1980,1263,470,-0.07777727000000004,300.0,0.01,0.000823507783934474,5539,0.0001
595200,1984,1264,470,-0.31485924,300.0,0.01,0.0007667591562494636,5551,0.0001
596400,1988,1265,471,-0.49882024,300.0,0.01,0.0010687352623790503,5563,0.0001
597600,1992,1265,472,-0.51958343,300.0,0.01,0.0008928764727897942,5575,0.0001
598800,1996,1267,472,-0.5615961500000001,300.0,0.01,0.0007309752400033176,5587,0.0001
600000,2000,1158,518,-0.50126012,300.0,0.01,0.0008180908625945449,5599,0.0001
601200,2004,1159,518,-0.59594888,300.0,0.01,0.0006321417749859393,5611,0.0001
602400,2008,1160,519,-0.45812066,300.0,0.01,0.0008210488595068455,5623,0.0001
603600,2012,1161,519,-0.39984457999999995,300.0,0.01,0.0008608626085333526,5635,0.0001
604800,2016,1162,520,-0.3720290499999999,300.0,0.01,0.0011905337451025844,5647,0.0001
606000,2020,1163,521,-0.23552749000000006,300.0,0.01,0.0008529276819899678,5659,0.0001
607200,2024,1164,521,-0.19227633,300.0,0.01,0.0008795080939307809,5671,0.0001
608400,2028,1164,522,-0.23243514000000004,300.0,0.01,0.0006789369508624077,5683,0.0001
609600,2032,1165,523,-0.07394199000000005,300.0,0.01,0.0009539473685435951,5695,0.0001
610800,2036,1166,523,-0.07382901,300.0,0.01,0.0008030121680349112,5707,0.0001
612000,2040,1167,524,0.002245210000000033,300.0,0.01,0.0009111604886129498,5719,0.0001
613200,2044,1168,524,0.05399839000000007,300.0,0.01,0.0007215010700747371,5731,0.0001
614400,2048,1169,525,0.10189618000000006,300.0,0.01,0.0007501065265387297,5743,0.0001
615600,2052,1170,526,0.25621133,300.0,0.01,0.0008769111009314656,5755,0.0001
616800,2056,1170,526,0.32038736,300.0,0.01,0.0008107612957246602,5767,0.0001
618000,2060,1171,527,0.4158646499999999,300.0,0.01,0.0008533207001164556,5779,0.0001
619200,2064,1172,528,0.47028778999999993,300.0,0.01,0.0008957189274951816,5791,0.0001
620400,2068,1173,528,0.6193527499999999,300.0,0.01,0.0009839650010690093,5803,0.0001
621600,2072,1174,529,0.55549851,300.0,0.01,0.000988626154139638,5815,0.0001
622800,2076,1175,529,0.5185944299999999,300.0,0.01,0.0008733758004382253,5827,0.0001
624000,2080,1176,530,0.39035310999999995,300.0,0.01,0.0008631511591374874,5839,0.0001
625200,2084,1177,531,0.42711769000000005,300.0,0.01,0.0007053252775222063,5851,0.0001
626400,2088,1177,531,0.47330200999999983,300.0,0.01,0.000729723775293678,5863,0.0001
627600,2092,1178,532,0.4942694699999998,300.0,0.01,0.0005957686225883663,5875,0.0001
628800,2096,1179,532,0.5101835899999999,300.0,0.01,0.0007232404313981533,5887,0.0001
630000,2100,1180,533,0.58761222,300.0,0.01,0.0008145636529661715,5899,0.0001
631200,2104,1181,534,0.66075637,300.0,0.01,0.0007228455506265163,5911,0.0001
632400,2108,1182,534,0.76484454,300.0,0.01,0.0005985511816106737,5923,0.0001
633600,2112,1183,535,0.8519536600000002,300.0,0.01,0.0006503526237793267,5935,0.0001
634800,2116,1184,535,0.95915512,300.0,0.01,0.0017262720502912998,5947,0.0001
636000,2120,1185,536,0.81958391,300.0,0.01,0.000708035659044981,5959,0.0001
637200,2124,1186,537,0.6465920299999999,300.0,0.01,0.0006590345874428749,5971,0.0001
638400,2128,1187,537,0.7430556399999999,300.0,0.01,0.0006278498331084847,5983,0.0001
639600,2132,1187,538,0.65236969,300.0,0.01,0.0007332708919420838,5995,0.0001
640800,2136,1188,538,0.74545667,300.0,0.01,0.0008458205265924335,6007,0.0001
642000,2140,1189,539,0.7261719800000002,300.0,0.01,0.0008391987066715956,6019,0.0001
643200,2144,1190,540,0.74645162,300.0,0.01,0.0009889702778309584,6031,0.0001
644400,2148,1191,540,0.78215897,300.0,0.01,0.0008845406118780375,6043,0.0001
645600,2152,1192,541,0.6011635200000001,300.0,0.01,0.0010417120065540075,6055,0.0001
646800,2156,1193,541,0.5273209800000002,300.0,0.01,0.0007238568505272269,6067,0.0001
648000,2160,1194,542,0.59512951,300.0,0.01,0.0008909400785341859,6079,0.0001
649200,2164,1195,543,0.60037224,300.0,0.01,0.0008664391934871674,6091,0.0001
650400,2168,1196,543,0.52998974,300.0,0.01,0.0005811939481645823,6103,0.0001
651600,2172,1197,544,0.60173588,300.0,0.01,0.000615697936154902,6115,0.0001
652800,2176,1198,544,0.5775641500000002,300.0,0.01,0.0007086623809300363,6127,0.0001
654000,2180,1199,545,0.7145677800000001,300.0,0.01,0.0009792203782126307,6139,0.0001
655200,2184,1200,545,0.51613012,300.0,0.01,0.0006955204298719764,6151,0.0001
656400,2188,1200,546,0.49321072,300.0,0.01,0.0012910476652905345,6163,0.0001
657600,2192,1201,547,0.3529671599999999,300.0,0.01,0.000978274503722787,6175,0.0001
658800,2196,1202,547,0.4367074200000002,300.0,0.01,0.0007612137706018984,6187,0.0001
660000,2200,1203,548,0.6100468400000001,300.0,0.01,0.0008712657727301121,6199,0.0001
661200,2204,1203,549,0.5577146200000002,300.0,0.01,0.0006614585872739553,6211,0.0001
662400,2208,1204,549,0.4588551900000002,300.0,0.01,0.0008789910352788866,6223,0.0001
663600,2212,1205,550,0.34896641,300.0,0.01,0.0006566278752870858,6235,0.0001
664800,2216,1206,550,0.16642704000000003,300.0,0.01,0.0006342342821881175,6247,0.0001
666000,2220,1207,551,0.20809588999999995,300.0,0.01,0.0013051873538643122,6259,0.0001
667200,2224,1208,551,0.4189527200000001,300.0,0.01,0.0007419258472509682,6271,0.0001
668400,2228,1209,552,0.25016160000000004,300.0,0.01,0.0008242778712883592,6283,0.0001
669600,2232,1210,553,0.22366689000000003,300.0,0.01,0.0007360897725448012,6295,0.0001
670800,2236,1211,553,0.10756719000000009,300.0,0.01,0.001110629178583622,6307,0.0001
672000,2240,1212,554,-0.01175590999999995,300.0,0.01,0.0007346827769652009,6319,0.0001
673200,2244,1213,554,0.16486810000000013,300.0,0.01,0.0007935153553262353,6331,0.0001
674400,2248,1214,555,0.10377952000000006,300.0,0.01,0.0005399096407927573,6343,0.0001
675600,2252,1215,556,0.07226512999999997,300.0,0.01,0.0009669254068285227,6355,0.0001
676800,2256,1215,556,-0.03049136999999997,300.0,0.01,0.0009360504918731749,6367,0.0001
678000,2260,1216,557,-0.13451667999999997,300.0,0.01,0.0006355913355946541,6379,0.0001
679200,2264,1216,558,-0.15816454999999993,300.0,0.01,0.0006836446700617671,6391,0.0001
680400,2268,1217,558,-0.28496538,300.0,0.01,0.0009191337740048766,6403,0.0001
681600,2272,1218,559,-0.33794889999999994,300.0,0.01,0.0015203813090920448,6415,0.0001
682800,2276,1219,560,-0.34649304000000003,300.0,0.01,0.0009000614518299699,6427,0.0001
684000,2280,1220,560,-0.3405431499999999,300.0,0.01,0.0007129688165150583,6439,0.0001
685200,2284,1220,561,-0.09097744999999993,300.0,0.01,0.0016058136243373156,6451,0.0001
686400,2288,1221,561,-0.03773257999999995,300.0,0.01,0.0008277385495603085,6463,0.0001
687600,2292,1222,562,-0.07370088999999994,300.0,0.01,0.0007447532843798399,6475,0.0001
