time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/value_loss,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/loss,train/entropy_loss
30,748,61440,-0.22589844000000003,300.0,82,290,0.11074417621130124,0.15322265625,0.2,-0.03250069018104114,0.06184881925582886,0.014784595,0.0003,-0.027048617601394653,-1.6114083465188742
31,749,63488,-0.38115075,300.0,84,300,0.05712153706117533,0.1619140625,0.2,-0.03484430360986153,-0.0064716339111328125,0.01487785,0.0003,-0.04413612186908722,-1.5885672748088837
32,754,65536,-0.3381124099999998,300.0,86,310,0.026794460165547207,0.161474609375,0.2,-0.03287287433631718,0.07870227098464966,0.0136281885,0.0003,-0.06249859184026718,-1.5664299938827753
33,759,67584,-0.3286216700000001,300.0,89,320,0.026124478317797184,0.1482421875,0.2,-0.029753164271824062,0.0778951644897461,0.01326037,0.0003,-0.04291844367980957,-1.5475483544170856
34,764,69632,-0.3207561600000002,300.0,91,330,0.05912072483915835,0.1705078125,0.2,-0.036292548195342535,0.08380001783370972,0.016381394,0.0003,-0.02017618715763092,-1.5447612311691046
35,767,71680,-0.2475902000000001,300.0,93,340,0.08407594057498499,0.18125,0.2,-0.03537348153477069,0.1459648609161377,0.017075127,0.0003,-0.006079379469156265,-1.5084644362330437
36,771,73728,-0.21162178999999995,300.0,95,350,0.035383998753968623,0.1423828125,0.2,-0.03397646541998256,0.1355631947517395,0.014726517,0.0003,-0.08885692805051804,-1.5064805757254363
37,771,75776,-0.33792627000000003,300.0,98,360,0.04614425801555626,0.14013671875,0.2,-0.02991758925782051,-0.036765336990356445,0.013254922,0.0003,-0.0444832444190979,-1.4930046327412128
38,775,77824,-0.4355948099999999,300.0,100,370,0.060038754309061915,0.150390625,0.2,-0.028173935285303743,0.07280319929122925,0.014269337,0.0003,-0.034156784415245056,-1.466558040678501
39,779,79872,-0.31852347999999997,300.0,102,380,0.049772872641915454,0.1681640625,0.2,-0.03349151039146818,0.10146480798721313,0.014045092,0.0003,-0.03566252440214157,-1.4619201347231865
40,780,81920,-0.15351573999999998,300.0,104,390,0.062409057025797667,0.13994140625,0.2,-0.0295700805116212,0.09195840358734131,0.012678554,0.0003,-0.027371365576982498,-1.462798721343279
41,785,83968,-0.061208510000000056,300.0,106,400,0.016161331537296063,0.17578125,0.2,-0.03540164432197344,0.34515678882598877,0.015065555,0.0003,-0.054179009050130844,-1.4398843113332986
42,788,86016,-0.10348737000000009,300.0,109,410,0.047878658486297354,0.16337890625,0.2,-0.0347524362950935,0.22791248559951782,0.016856585,0.0003,-0.056886881589889526,-1.4318643055856228
43,791,88064,-0.24538161000000006,300.0,111,420,0.03832755817566067,0.175732421875,0.2,-0.030778247280977666,0.09548395872116089,0.016257524,0.0003,-0.06442622095346451,-1.4443644482642413
44,792,90112,-0.3534287,300.0,113,430,0.049819991283584386,0.175,0.2,-0.03216007327137049,-0.12578606605529785,0.015699094,0.0003,-0.05013961344957352,-1.4153008315712214
45,796,92160,-0.27288134,300.0,115,440,0.04189395083812997,0.185693359375,0.2,-0.03477077423303854,0.0765528678894043,0.016467933,0.0003,-0.0371859110891819,-1.413115218654275
46,799,94208,-0.07820594000000006,300.0,117,450,0.03407005831832066,0.168701171875,0.2,-0.03315784938458819,-0.18638527393341064,0.017137894,0.0003,-0.06049893796443939,-1.39123679921031
47,799,96256,-0.021217320000000036,300.0,120,460,0.030434036278165877,0.17705078125,0.2,-0.032950882239674684,-0.15839111804962158,0.015982293,0.0003,-0.04789137840270996,-1.3865743909031152
48,802,98304,-0.07226174,300.0,122,470,0.05325639101210981,0.187548828125,0.2,-0.03372755663585849,0.03537130355834961,0.01883389,0.0003,-0.04316490888595581,-1.3585965294390916
49,539,100352,-0.012263750000000026,300.0,186,480,0.03192970237578265,0.16015625,0.2,-0.03162877314607613,0.0068930983543396,0.015203542,0.0003,-0.05099424719810486,-1.3500183302909137
50,541,102400,0.12808966,300.0,189,490,0.04582168366760016,0.159130859375,0.2,-0.030817952216602863,0.09066009521484375,0.015200105,0.0003,-0.04299258440732956,-1.3705361928790807
51,546,104448,0.26866055,300.0,191,500,0.04915297215920873,0.167626953125,0.2,-0.034585061206598766,0.03902733325958252,0.0153735895,0.0003,-0.02818988263607025,-1.363181083649397
52,548,106496,0.30106225999999997,300.0,194,510,0.03362836333981249,0.188916015625,0.2,-0.032438295712927355,0.3239022493362427,0.018848982,0.0003,-0.0366680771112442,-1.3600039925426244
53,551,108544,0.40240636,300.0,196,520,0.03789745515096001,0.161328125,0.2,-0.03008131731185131,0.2247323989868164,0.015145076,0.0003,-0.05111699551343918,-1.328907099366188
54,556,110592,0.18984147,300.0,198,530,0.12426791039761156,0.156201171875,0.2,-0.03249589973711409,0.09426319599151611,0.015368906,0.0003,-0.03690801560878754,-1.3275839269161225
55,560,112640,0.2652375900000001,300.0,201,540,0.0619896215503104,0.178955078125,0.2,-0.03659578982333187,0.004530966281890869,0.016864706,0.0003,-0.025421086698770523,-1.3098065320402383
56,562,114688,0.14004949999999994,300.0,203,550,0.059380235977005216,0.16337890625,0.2,-0.029783561448857652,0.18532675504684448,0.014195366,0.0003,-0.034808412194252014,-1.2851138584315778
57,566,116736,0.14194679000000004,300.0,205,560,0.04727201610221528,0.175048828125,0.2,-0.03257574303715956,0.37692582607269287,0.017432144,0.0003,-0.010803371667861938,-1.3221711110323668
58,569,118784,0.25108011,300.0,208,570,0.04641511677764356,0.169970703125,0.2,-0.03512323061877396,0.21604537963867188,0.015023231,0.0003,-0.0664757564663887,-1.3503518771380185
59,573,120832,0.19075306,300.0,210,580,0.04761053543188609,0.177294921875,0.2,-0.036597713915398344,0.372599720954895,0.016998678,0.0003,-0.059941742569208145,-1.3379309467971325
60,576,122880,0.07001258,300.0,213,590,0.10609587648650631,0.15146484375,0.2,-0.031428959121694786,0.2838059067726135,0.017756108,0.0003,-0.03052731603384018,-1.3140633307397365
61,576,124928,-0.023981179999999998,300.0,216,600,0.03324123472557403,0.16875,0.2,-0.0331723885377869,0.468842089176178,0.019858096,0.0003,-0.03541082143783569,-1.2883855536580087
62,579,126976,0.09674759999999998,300.0,219,610,0.08836558922193945,0.183251953125,0.2,-0.03109508531342726,0.2832789421081543,0.01737302,0.0003,-0.014636553823947906,-1.2412461940199138
63,581,129024,0.12731841999999996,300.0,221,620,0.05357622440205887,0.1779296875,0.2,-0.03196316883550025,-0.18150293827056885,0.01726763,0.0003,-0.05902582406997681,-1.2333724342286587
64,583,131072,0.15552043999999995,300.0,224,630,0.07657667621970177,0.170361328125,0.2,-0.03311330448195804,-0.07404077053070068,0.015745685,0.0003,-0.041262436658144,-1.2166997373104096
65,585,133120,0.0369404799999999,300.0,227,640,0.021232254290953278,0.16904296875,0.2,-0.029703678929945455,-0.0032807588577270508,0.019012125,0.0003,-0.04161558672785759,-1.241651678085327
66,587,135168,-0.006490880000000015,300.0,229,650,0.022601865383330734,0.169677734375,0.2,-0.030438450224755796,-0.05037415027618408,0.016079739,0.0003,-0.0503874346613884,-1.2157724887132644
67,591,137216,-0.16128961999999997,300.0,232,660,0.07399912436958403,0.18271484375,0.2,-0.03068527524956153,0.05130583047866821,0.017397385,0.0003,0.005945965647697449,-1.2334774628281593
68,592,139264,-0.31008655000000007,300.0,234,670,0.02860850834986195,0.181396484375,0.2,-0.033003566262777895,-0.26399409770965576,0.01727163,0.0003,-0.06531726568937302,-1.2209349293261766
69,595,141312,-0.24569328000000001,300.0,237,680,0.028874922660179436,0.16435546875,0.2,-0.034095966853783466,0.3692880868911743,0.016686458,0.0003,-0.05146085470914841,-1.220633226633072
70,598,143360,-0.27245363000000006,300.0,239,690,0.05900738909840584,0.181884765625,0.2,-0.03443281220970675,0.14871716499328613,0.01627533,0.0003,-0.03433762490749359,-1.2462207909673453
71,601,145408,-0.25789995999999993,300.0,241,700,0.06398516225162894,0.1759765625,0.2,-0.03257564242521767,0.07024085521697998,0.01649989,0.0003,-0.019959304481744766,-1.2352187186479568
72,603,147456,-0.11903377000000002,300.0,244,710,0.03530903593054972,0.16337890625,0.2,-0.0327680488146143,0.16271185874938965,0.01614663,0.0003,-0.042961202561855316,-1.2450353238731622
73,605,149504,-0.18491797,300.0,247,720,0.030540609647869133,0.213623046875,0.2,-0.03689361776050646,0.23892325162887573,0.022155574,0.0003,-0.06156130135059357,-1.245448349043727
74,606,151552,-0.12393723000000005,300.0,250,730,0.09188852881779894,0.17919921875,0.2,-0.03478016483277315,0.04700189828872681,0.017521271,0.0003,-0.03481515496969223,-1.224752551317215
75,608,153600,-0.08642673000000001,300.0,252,740,0.05875649034278467,0.176416015625,0.2,-0.03797310128575191,0.14086639881134033,0.018518634,0.0003,-0.0642356127500534,-1.2370894368737937
76,610,155648,0.03523591999999995,300.0,254,750,0.02548105792957358,0.197412109375,0.2,-0.03286293744458817,0.22481489181518555,0.01867133,0.0003,-0.07092875987291336,-1.2326394941657781
77,613,157696,-0.1964485200000001,300.0,257,760,0.1180252602789551,0.18837890625,0.2,-0.03327033889072482,0.025570273399353027,0.019910803,0.0003,0.02112729102373123,-1.2221157811582088
78,615,159744,-0.26821535999999996,300.0,259,770,0.058829250029521066,0.186962890625,0.2,-0.034149876730225515,0.1472678780555725,0.02020815,0.0003,-0.023783516138792038,-1.2398784060031176
79,617,161792,-0.30043156,300.0,262,780,0.09675196642056108,0.196484375,0.2,-0.037429558143776374,0.03192204236984253,0.021788353,0.0003,0.0042323097586631775,-1.2440260645002126
80,618,163840,-0.56853812,300.0,265,790,0.05221469919779338,0.214599609375,0.2,-0.03768158266320824,-0.02684175968170166,0.020560961,0.0003,-0.03839586302638054,-1.250881015136838
81,619,165888,-0.48189929,300.0,267,800,0.022882078564725815,0.18701171875,0.2,-0.03772879420721438,-0.006611347198486328,0.018541045,0.0003,-0.06138065084815025,-1.2445256493985652
82,621,167936,-0.38903982000000004,300.0,270,810,0.024445273115998135,0.1693359375,0.2,-0.032573617857997304,0.16341322660446167,0.015609226,0.0003,-0.029115425422787666,-1.2218686103820802
83,623,169984,-0.37692591,300.0,272,820,0.04550359416170977,0.181005859375,0.2,-0.0339397911389824,0.16263651847839355,0.019631084,0.0003,-0.05313746631145477,-1.2493446920067073
84,621,172032,-0.5221930300000001,300.0,276,830,0.03884389826562255,0.196435546875,0.2,-0.03383270956983324,0.23307102918624878,0.017422896,0.0003,-0.05363982543349266,-1.2327318537980319
85,623,174080,-0.47388948999999997,300.0,279,840,0.026711774989962578,0.21923828125,0.2,-0.039124329038895664,0.32007378339767456,0.021890048,0.0003,-0.06267859041690826,-1.257602744176984
86,626,176128,-0.51639628,300.0,281,850,0.05570728898746893,0.20078125,0.2,-0.03925754103984218,0.28551214933395386,0.01917731,0.0003,-0.0608329176902771,-1.21164145283401
87,628,178176,-0.5202927999999999,300.0,283,860,0.03812162016401999,0.176025390625,0.2,-0.035401135924621484,0.40169644355773926,0.016950488,0.0003,-0.05165274441242218,-1.2177823413163424
88,630,180224,-0.48994359000000004,300.0,285,870,0.03753037119167857,0.19990234375,0.2,-0.03439144098083489,0.4929986000061035,0.020526716,0.0003,-0.06323407590389252,-1.1807059679180383
89,632,182272,-0.5790200200000001,300.0,288,880,0.08549450529972091,0.202587890625,0.2,-0.035866844130214307,0.1663435697555542,0.021924313,0.0003,-0.03806983679533005,-1.1695197749882937
90,634,184320,-0.43791954999999994,300.0,290,890,0.030154680233681574,0.20498046875,0.2,-0.03999093219463248,0.4693377614021301,0.022106301,0.0003,-0.08260197937488556,-1.1810018490999936
91,636,186368,-0.48660509999999996,300.0,292,900,0.027541391219710932,0.207177734375,0.2,-0.03719477243139409,0.6047818660736084,0.019565672,0.0003,-0.0490657314658165,-1.1397648360580206
92,637,188416,-0.5703258099999999,300.0,295,910,0.013698109361575917,0.1982421875,0.2,-0.03577613968373043,0.696846604347229,0.02136503,0.0003,-0.049327701330184937,-1.1283454939723014
93,638,190464,-0.59912944,300.0,298,920,0.02695036270597484,0.20966796875,0.2,-0.035448969469871375,0.3995348811149597,0.022463195,0.0003,-0.05254029482603073,-1.1529702447354793
94,640,192512,-0.4475585000000001,300.0,300,930,0.04534908714704215,0.188134765625,0.2,-0.03644367917586351,0.18034088611602783,0.018351106,0.0003,-0.06447203457355499,-1.1242590840905904
95,638,194560,-0.15173375,300.0,304,940,0.048041432187892495,0.197607421875,0.2,-0.036197305940731894,0.2050083875656128,0.022506107,0.0003,-0.04497688263654709,-1.1464843574911356
96,636,196608,-0.18677535000000006,300.0,308,950,0.04156657751300372,0.173828125,0.2,-0.03260403008607682,0.3393964171409607,0.016608343,0.0003,-0.04952341318130493,-1.1357420161366463
97,636,198656,-0.22859873999999997,300.0,311,960,0.12553656834643334,0.206982421875,0.2,-0.035335375877912155,0.1759698987007141,0.01991117,0.0003,-0.006760343909263611,-1.1231869673356414
98,533,200704,-0.17738840000000006,300.0,376,970,0.054375704401172696,0.1953125,0.2,-0.036071331161656416,0.32647740840911865,0.01969519,0.0003,-0.022016607224941254,-1.1568932142108679
99,534,202752,-0.17722861000000006,300.0,379,980,0.06999943109694869,0.19521484375,0.2,-0.03543506594432984,0.09941864013671875,0.0194364,0.0003,-0.033354610204696655,-1.1278198029845954
100,536,204800,-0.23822928999999998,300.0,381,990,0.07963439170271158,0.177978515625,0.2,-0.03617551545612514,0.029334306716918945,0.017973816,0.0003,-0.03323511779308319,-1.1332659363746642
101,537,206848,-0.19500221,300.0,385,1000,0.0444285785604734,0.183642578125,0.2,-0.03617868023866322,-0.02315998077392578,0.021457095,0.0003,-0.03960489481687546,-1.1323671737685799
102,539,208896,-0.13611570999999997,300.0,387,1010,0.048052643763367084,0.175048828125,0.2,-0.03477158992027398,0.057964205741882324,0.018376403,0.0003,-0.044056110084056854,-1.124404064565897
103,541,210944,-0.12965978,300.0,389,1020,0.04525430183275603,0.1951171875,0.2,-0.03528970943298191,0.006809353828430176,0.018927786,0.0003,-0.030262451618909836,-1.0986106429249047
104,543,212992,-0.1636516499999999,300.0,391,1030,0.08243402665248141,0.171826171875,0.2,-0.031223348711500877,0.06247293949127197,0.018162202,0.0003,-0.016045302152633667,-1.070594784989953
105,545,215040,-0.22632552999999994,300.0,394,1040,0.04562367551261559,0.17724609375,0.2,-0.03573462883359753,0.09733313322067261,0.018679159,0.0003,-0.05405866354703903,-1.087853178754449
106,547,217088,-0.20960324999999988,300.0,396,1050,0.06638888153247535,0.18662109375,0.2,-0.03650720229197759,0.002826213836669922,0.019878302,0.0003,-0.027733897790312767,-1.1081423867493867
107,549,219136,-0.10324183999999992,300.0,399,1060,0.042477324098581445,0.200927734375,0.2,-0.03800186747394037,0.17861729860305786,0.022241902,0.0003,-0.0544821135699749,-1.058217903226614
108,551,221184,-0.19753959999999998,300.0,401,1070,0.038185974775115025,0.187890625,0.2,-0.03713712732715067,0.26711034774780273,0.018800423,0.0003,-0.032547809183597565,-1.0782046373933554
109,553,223232,-0.3091191199999999,300.0,403,1080,0.04263952008332126,0.172216796875,0.2,-0.0349556160508655,0.009541213512420654,0.019965569,0.0003,-0.034077368676662445,-1.0344564806669951
110,553,225280,-0.43545693999999996,300.0,407,1090,0.050616262096446006,0.186279296875,0.2,-0.03214452984102536,-0.0048749446868896484,0.01927512,0.0003,-0.06200370937585831,-1.0414659587666393
111,550,227328,-0.3818821,300.0,412,1100,0.03279186739237048,0.1962890625,0.2,-0.03477370169421192,-0.23154354095458984,0.01998794,0.0003,-0.04186969995498657,-1.0363553173840045
112,548,229376,-0.32864132999999995,300.0,418,1110,0.03137946621864103,0.215283203125,0.2,-0.03571339336631354,0.21355432271957397,0.02396917,0.0003,-0.05427836626768112,-1.037691236846149
113,546,231424,-0.32334722,300.0,423,1120,0.06579587265150622,0.209375,0.2,-0.03724005383846816,0.14983099699020386,0.024496453,0.0003,-0.0226559080183506,-1.0595864653587341
114,546,233472,-0.36642639000000005,300.0,427,1130,0.04651708765304648,0.227734375,0.2,-0.03406746333494084,-0.009010672569274902,0.026075158,0.0003,-0.03963404521346092,-1.0671537367627024
115,544,235520,-0.1658265500000001,300.0,432,1140,0.05906884670839645,0.1908203125,0.2,-0.03324392203940078,-0.0823063850402832,0.019552648,0.0003,-0.03189333528280258,-1.0606880674138666
116,544,237568,-0.11423711000000003,300.0,436,1150,0.06587666248669848,0.196923828125,0.2,-0.0346635618203436,0.1017417311668396,0.018903641,0.0003,-0.037252992391586304,-1.0521564779803156
117,544,239616,-0.27404234000000005,300.0,440,1160,0.04568264454137534,0.183935546875,0.2,-0.03343460355827119,0.22960716485977173,0.020847235,0.0003,-0.06742875277996063,-1.0608496442437172
118,542,241664,-0.10369294,300.0,445,1170,0.036896990344394,0.18681640625,0.2,-0.03573298507835716,0.3095248341560364,0.02166297,0.0003,-0.059214234352111816,-1.0540296943858265
119,540,243712,-0.07782001,300.0,450,1180,0.08190937651088462,0.188037109375,0.2,-0.035935478680767116,0.2926425337791443,0.020688629,0.0003,-0.010572122409939766,-1.0072939129546286
120,537,245760,-0.3724219100000001,300.0,457,1190,0.017655811947770418,0.215234375,0.2,-0.038226219406351444,0.6741651892662048,0.025541198,0.0003,-0.02764059416949749,-1.0028756868094206
121,536,247808,-0.4349093800000001,300.0,462,1200,0.04386574416421354,0.1841796875,0.2,-0.03487787649501115,0.18799901008605957,0.019280925,0.0003,-0.048216812312603,-1.0274176947772502
122,535,249856,-0.29943837000000006,300.0,466,1210,0.026031670355587268,0.217626953125,0.2,-0.03701362680294551,0.24530047178268433,0.02348575,0.0003,-0.0562446154654026,-0.9992667214944959
123,536,251904,-0.33241875000000015,300.0,469,1220,0.02857297355949413,0.184033203125,0.2,-0.03408400538028218,0.46390265226364136,0.018190151,0.0003,-0.048056818544864655,-1.011860755085945
124,536,253952,-0.24999472999999997,300.0,473,1230,0.04225118351168931,0.20458984375,0.2,-0.04025017571693752,0.1519966721534729,0.024990719,0.0003,-0.059237852692604065,-1.0330491364002228
125,535,256000,-0.2087047300000001,300.0,478,1240,0.023979641206096858,0.198583984375,0.2,-0.03572118341398891,0.2617776393890381,0.024842354,0.0003,-0.06806694716215134,-0.9966629175469279
126,536,258048,-0.35919540000000005,300.0,481,1250,0.035905520117376,0.215478515625,0.2,-0.0396370430564275,0.0816800594329834,0.027468905,0.0003,-0.052619818598032,-1.0095771200954915
127,534,260096,-0.32803854,300.0,486,1260,0.03681552655179985,0.198974609375,0.2,-0.03436072075273842,-0.016564607620239258,0.021499962,0.0003,-0.06461918354034424,-1.0058803895488382
128,535,262144,-0.31300269999999997,300.0,489,1270,0.02754985841456801,0.19482421875,0.2,-0.03504841167887207,0.08763813972473145,0.01903461,0.0003,-0.04520179331302643,-0.9902325391769409
129,536,264192,-0.27760854,300.0,491,1280,0.04663092705886811,0.19150390625,0.2,-0.03657491022895556,0.12563079595565796,0.022483699,0.0003,-0.03358437865972519,-1.0314339641481638
130,537,266240,-0.43388804000000003,300.0,494,1290,0.1015534347621724,0.194384765625,0.2,-0.037075881208875214,0.10327857732772827,0.021849371,0.0003,-0.01593548059463501,-1.063466969318688
131,539,268288,-0.3919871,300.0,497,1300,0.046372581768082455,0.20498046875,0.2,-0.03637577082263306,0.02886110544204712,0.023521755,0.0003,-0.0505203902721405,-1.0346234254539013
132,541,270336,-0.6288359600000001,300.0,499,1310,0.04333332572714425,0.208935546875,0.2,-0.03846667433535913,-0.07524573802947998,0.022387218,0.0003,-0.06555992364883423,-1.025686307810247
133,543,272384,-0.5373494700000001,300.0,501,1320,0.033216305240057406,0.20078125,0.2,-0.036274455532839055,0.037116944789886475,0.02312264,0.0003,-0.02207294851541519,-1.0538956917822362
134,544,274432,-0.6246744100000001,300.0,503,1330,0.05710613382398151,0.203173828125,0.2,-0.038053995126392695,0.12323325872421265,0.021962259,0.0003,-0.06283034384250641,-1.0542518401518464
135,546,276480,-0.4063862200000001,300.0,506,1340,0.02168197396094911,0.21201171875,0.2,-0.04068737016204978,0.1436368227005005,0.022722859,0.0003,-0.07053861021995544,-1.078318558074534
136,547,278528,-0.41801014,300.0,508,1350,0.06523715150542557,0.203076171875,0.2,-0.035744568247173446,0.1439812183380127,0.021299634,0.0003,-0.02599133364856243,-1.0553471878170968
137,549,280576,-0.44258028000000005,300.0,510,1360,0.0649000465287827,0.205322265625,0.2,-0.03844682875496801,0.11482846736907959,0.0225337,0.0003,-0.028941169381141663,-1.0372390624135732
138,551,282624,-0.37005062999999994,300.0,512,1370,0.018904664096771738,0.183740234375,0.2,-0.03520589734980604,0.2393762469291687,0.02229287,0.0003,-0.06379605829715729,-1.0236642038449646
139,552,284672,-0.28544429999999993,300.0,514,1380,0.020078963332343845,0.19814453125,0.2,-0.035121235047699886,0.36897075176239014,0.020577654,0.0003,-0.07572251558303833,-1.0466590708121657
140,554,286720,-0.34774550999999987,300.0,517,1390,0.040341205336153506,0.201025390625,0.2,-0.03508640836807899,0.1522931456565857,0.023084031,0.0003,-0.03501330316066742,-1.050487028993666
141,555,288768,-0.3438315999999999,300.0,519,1400,0.025798453457537108,0.203662109375,0.2,-0.037236020783893764,0.3608720898628235,0.022958027,0.0003,-0.05679094418883324,-1.0603543791919947
142,557,290816,-0.12956151000000002,300.0,522,1410,0.034709744667634365,0.212255859375,0.2,-0.039404205887694846,0.05648773908615112,0.021926291,0.0003,-0.05063887685537338,-1.0418006947264076
143,558,292864,-0.20560165999999996,300.0,524,1420,0.03127978035481647,0.19375,0.2,-0.03761686918442138,0.3166061043739319,0.022297883,0.0003,-0.010920863598585129,-1.0237655282020568
144,559,294912,-0.40432829,300.0,527,1430,0.07918932841857895,0.190966796875,0.2,-0.03718064658460207,0.005984663963317871,0.021874765,0.0003,-0.0029212012887001038,-1.0102154482156038
145,561,296960,-0.6510909199999999,300.0,529,1440,0.021779518117546103,0.203564453125,0.2,-0.035032115833018906,0.16606271266937256,0.022635492,0.0003,-0.05985049158334732,-0.999409019201994
146,562,299008,-0.5473417399999999,300.0,531,1450,0.03034332725801505,0.202392578125,0.2,-0.034143876616144556,0.14251935482025146,0.025787048,0.0003,-0.05439719185233116,-1.0081304743885995
