timesteps,train_ep_reward,val_is_mean,val_vs_twap_mean,val_full_exec_frac,val_residual_freq
0,nan,0.008559164580154271,0.10539877176121408,1.0,0.0
100000,-0.9033089500000001,0.15177035156204627,0.24860995874310593,1.0,0.25
200000,-0.96440423,0.04696062023833134,0.14380022741939114,1.0,0.2575
300000,0.5718796800000001,0.3556070112762768,0.45244661845733647,1.0,0.475
400000,-4.30217121,0.776681100984419,0.8735207081654791,1.0,0.6325
500000,-2.60888405,0.5880644286259666,0.6849040358070265,1.0,0.415
600000,-2.0850459,0.3380955547609371,0.43493516194199694,1.0,0.34
700000,-2.53305988,0.34897955201150227,0.44581915919256204,1.0,0.315
800000,-2.8202148900000004,0.48909875110888196,0.5859383582899418,1.0,0.33
900000,-0.13309566999999992,0.5211954099155355,0.6180350170965953,1.0,0.335
1000000,-1.4743351900000006,0.4229070733631249,0.5197466805441846,1.0,0.275
1100000,-2.3323543899999994,0.5893636461226582,0.686203253303718,1.0,0.325
1200000,-0.23269571000000006,0.497314603514502,0.5941542106955618,1.0,0.29
1300000,-2.37453494,0.7952040660394935,0.8920436732205533,1.0,0.3925
1400000,-4.65519285,0.6220634799858606,0.7189030871669204,1.0,0.31
1500000,-4.15260132,0.678981108628729,0.7758207158097887,1.0,0.3425
1600000,-3.8272681999999993,0.4564518242294834,0.553291431410543,1.0,0.24
1700000,-2.2842576,0.4541046164488604,0.5509442236299201,1.0,0.2775
1800000,0.39450306000000007,0.27361898570398874,0.37045859288504857,1.0,0.16
1900000,-1.6218973599999997,0.20309365603047486,0.2999332632115347,1.0,0.16
2000000,0.60750483,0.11537817141695253,0.21221777859801225,1.0,0.0975
2100000,-2.3983991600000003,0.14682149789822696,0.2436611050792867,1.0,0.1225
2200000,-2.1797081199999995,0.05043351181011399,0.14727311899117385,1.0,0.0775
2300000,-2.0779348,0.021784057237696466,0.11862366441875627,1.0,0.065
2400000,-3.12952678,0.056531818857889285,0.15337142603894902,1.0,0.1
2500000,-9.1003267,-0.09359149376778633,0.0032481134132734944,1.0,0.065
2600000,-4.21299984,-0.19091473181658333,-0.09407512463552362,1.0,0.0375
2700000,-5.708598269999999,0.03809326055506535,0.13493286773612512,1.0,0.0525
2800000,-3.3939040000000005,-0.048782256444246774,0.04805735073681312,1.0,0.0825
2900000,-3.8667034400000007,-0.19581776446868077,-0.0989781572876209,1.0,0.0125
3000000,-2.50489973,-0.04993323343449852,0.04690637374656134,1.0,0.035
3100000,1.0229288100000005,-0.18087812061363479,-0.08403851343257494,1.0,0.005
3200000,0.5118164,-0.11145202382709667,-0.014612416646036918,1.0,0.01
3300000,0.91132622,-0.11057481373628483,-0.013735206555225137,1.0,0.0
3400000,-1.60084655,-0.16609148550981245,-0.06925187832875267,1.0,0.0
3500000,0.4501774699999999,-0.15669678611517845,-0.0598571789341187,1.0,0.0075
3600000,0.26566196000000014,-0.09780354650287786,-0.0009639393218181436,1.0,0.0
3700000,-1.7340977200000003,-0.14070471286544164,-0.043865105684381865,1.0,0.0
3800000,-3.437336870000001,-0.08564206672123754,0.01119754045982221,1.0,0.0025
3900000,0.6154088600000001,-0.13546754958354337,-0.03862794240248355,1.0,0.0075
4000000,-2.0362074600000004,-0.12460043950920603,-0.027760832328146242,1.0,0.005
4100000,-0.5789853599999997,-0.15895498110032524,-0.062115373919265554,1.0,0.0
4200000,-2.6440516700000005,-0.20573038151241899,-0.10889077433135924,1.0,0.02
4300000,-3.2193851199999988,-0.17875889754789143,-0.08191929036683171,1.0,0.0275
4400000,-0.90252772,-0.17321343918717247,-0.07637383200611261,1.0,0.025
4500000,-2.892484350000001,-0.1744035261989697,-0.07756391901790986,1.0,0.0375
4600000,-0.59768706,-0.12352241061526564,-0.02668280343420597,1.0,0.0125
4700000,0.6836916700000001,-0.15209778657592027,-0.05525817939486035,1.0,0.005
4800000,-0.4133254799999999,-0.1179679571062705,-0.021128349925210666,1.0,0.0025
4900000,-0.9327791499999998,-0.12917771711916134,-0.03233810993810162,1.0,0.005
5000000,-2.1711074399999997,-0.15040048862007757,-0.05356088143901789,1.0,0.0125
5100000,-1.82105188,-0.23165474977507625,-0.1348151425940165,1.0,0.02
