time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,rollout/exploration_rate,time/total_timesteps,time/episodes,train/loss,train/learning_rate,train/n_updates
312,0.44748092999999983,1112,300.0,0.34996226415094367,348000,1160,0.009435134939849377,0.0001,3079
313,0.6507719699999999,1114,300.0,0.3477207547169813,349200,1164,0.009595424868166447,0.0001,3091
313,0.3507595199999999,1115,300.0,0.3454792452830189,350400,1168,0.009056765586137772,0.0001,3103
314,0.08997600999999993,1117,300.0,0.3432377358490568,351600,1172,0.01222135964781046,0.0001,3115
315,0.2471970300000001,1118,300.0,0.3409962264150943,352800,1176,0.014722836203873158,0.0001,3127
315,0.73570878,1120,300.0,0.3387547169811319,354000,1180,0.011761395260691643,0.0001,3139
316,1.06819139,1121,300.0,0.33651320754716996,355200,1184,0.010759402066469193,0.0001,3151
317,1.40995261,1123,300.0,0.33427169811320756,356400,1188,0.012235036119818687,0.0001,3163
317,1.8501625600000002,1124,300.0,0.3320301886792455,357600,1192,0.007511740084737539,0.0001,3175
318,2.14451884,1126,300.0,0.329788679245283,358800,1196,0.006542995572090149,0.0001,3187
319,2.1909155,1127,300.0,0.32754716981132104,360000,1200,0.0104291383177042,0.0001,3199
319,1.51808695,1129,300.0,0.32530566037735864,361200,1204,0.0047956607304513454,0.0001,3211
320,1.6526730900000002,1131,300.0,0.32306415094339613,362400,1208,0.011236201971769333,0.0001,3223
321,1.56874628,1132,300.0,0.3208226415094342,363600,1212,0.009083688259124756,0.0001,3235
321,1.28113678,1133,300.0,0.3185811320754717,364800,1216,0.010989921167492867,0.0001,3247
322,1.4483925399999997,1135,300.0,0.3163396226415093,366000,1220,0.008832916617393494,0.0001,3259
322,1.46675186,1137,300.0,0.3140981132075473,367200,1224,0.00960211455821991,0.0001,3271
323,1.2515236299999999,1138,300.0,0.3118566037735848,368400,1228,0.010618261992931366,0.0001,3283
324,0.93263971,1139,300.0,0.30961509433962275,369600,1232,0.012634423561394215,0.0001,3295
324,1.15364448,1141,300.0,0.30737358490566036,370800,1236,0.008244335651397705,0.0001,3307
325,1.0606326,1142,300.0,0.3051320754716984,372000,1240,0.010933265089988708,0.0001,3319
326,1.5374298199999998,1144,300.0,0.302890566037736,373200,1244,0.010132706724107265,0.0001,3331
326,1.44608999,1146,300.0,0.3006490566037735,374400,1248,0.010681560263037682,0.0001,3343
327,1.3311841799999997,1147,300.0,0.29840754716981144,375600,1252,0.008524409495294094,0.0001,3355
327,0.93606007,1149,300.0,0.29616603773584904,376800,1256,0.014073150232434273,0.0001,3367
328,0.7902124400000001,1150,300.0,0.29392452830188665,378000,1260,0.014019395224750042,0.0001,3379
329,0.87342894,1152,300.0,0.2916830188679246,379200,1264,0.008029480464756489,0.0001,3391
329,1.03852517,1153,300.0,0.2894415094339622,380400,1268,0.008991519920527935,0.0001,3403
330,1.62522228,1155,300.0,0.2872000000000001,381600,1272,0.008378274738788605,0.0001,3415
330,1.4048491900000002,1156,300.0,0.2849584905660377,382800,1276,0.0095626600086689,0.0001,3427
331,1.1636023799999997,1158,300.0,0.2827169811320758,384000,1280,0.006995625793933868,0.0001,3439
332,0.8848481300000002,1159,300.0,0.28047547169811327,385200,1284,0.0096691669896245,0.0001,3451
332,0.32854865000000005,1161,300.0,0.27823396226415076,386400,1288,0.00623070914298296,0.0001,3463
333,0.38328055000000005,1162,300.0,0.2759924528301888,387600,1292,0.014648323878645897,0.0001,3475
333,0.5842389400000001,1164,300.0,0.2737509433962264,388800,1296,0.012119032442569733,0.0001,3487
334,0.60336476,1165,300.0,0.271509433962264,390000,1300,0.005623717792332172,0.0001,3499
335,1.05805216,1167,300.0,0.26926792452830195,391200,1304,0.009335476905107498,0.0001,3511
335,1.0864006999999998,1168,300.0,0.26702641509433944,392400,1308,0.009017151780426502,0.0001,3523
336,0.92062004,1169,300.0,0.2647849056603775,393600,1312,0.013025178574025631,0.0001,3535
337,0.6150014400000002,1171,300.0,0.2625433962264151,394800,1316,0.013264616951346397,0.0001,3547
337,0.5982450699999997,1172,300.0,0.26030188679245303,396000,1320,0.007102680392563343,0.0001,3559
338,0.7479165199999999,1173,300.0,0.25806037735849063,397200,1324,0.011267218738794327,0.0001,3571
339,0.9347644100000001,1175,300.0,0.2558188679245281,398400,1328,0.0149526447057724,0.0001,3583
339,1.2625645300000004,1176,300.0,0.2535773584905662,399600,1332,0.013651025481522083,0.0001,3595
391,1.02458903,1024,300.0,0.2513358490566038,400800,1336,0.014502637088298798,0.0001,3607
391,1.36689271,1025,300.0,0.24909433962264138,402000,1340,0.003913222346454859,0.0001,3619
392,0.7825200599999999,1027,300.0,0.2468528301886792,403200,1344,0.007396893575787544,0.0001,3631
393,0.6157221800000001,1028,300.0,0.24461132075471725,404400,1348,0.012611234560608864,0.0001,3643
393,0.19089932000000012,1030,300.0,0.24236981132075486,405600,1352,0.007139725610613823,0.0001,3655
394,0.57535402,1031,300.0,0.24012830188679246,406800,1356,0.010805230587720871,0.0001,3667
394,0.6381444000000001,1032,300.0,0.2378867924528304,408000,1360,0.012019065208733082,0.0001,3679
395,0.6744593300000001,1034,300.0,0.2356452830188679,409200,1364,0.011388391256332397,0.0001,3691
396,0.5035615400000001,1035,300.0,0.2334037735849055,410400,1368,0.009008007124066353,0.0001,3703
396,0.30661294999999994,1036,300.0,0.23116226415094354,411600,1372,0.01044855173677206,0.0001,3715
397,0.2896931200000003,1038,300.0,0.22892075471698115,412800,1376,0.007901147939264774,0.0001,3727
398,0.36853880000000044,1039,300.0,0.22667924528301897,414000,1380,0.013228652067482471,0.0001,3739
398,0.37579075000000034,1041,300.0,0.22443773584905657,415200,1384,0.01242329366505146,0.0001,3751
399,0.2955886100000001,1042,300.0,0.22219622641509462,416400,1388,0.008830549195408821,0.0001,3763
400,0.21953957,1043,300.0,0.21995471698113223,417600,1392,0.009000605903565884,0.0001,3775
400,-0.3146764899999999,1044,300.0,0.21771320754716983,418800,1396,0.008007842116057873,0.0001,3787
401,-0.43166334999999995,1046,300.0,0.21547169811320765,420000,1400,0.008986501023173332,0.0001,3799
402,-0.6380142300000001,1047,300.0,0.21323018867924526,421200,1404,0.009213135577738285,0.0001,3811
402,-0.7431060600000002,1048,300.0,0.21098867924528286,422400,1408,0.00956662930548191,0.0001,3823
403,-0.6165264400000001,1050,300.0,0.2087471698113209,423600,1412,0.009073917753994465,0.0001,3835
403,-0.045720100000000326,1051,300.0,0.2065056603773585,424800,1416,0.01112840324640274,0.0001,3847
404,-0.04163588000000019,1052,300.0,0.20426415094339634,426000,1420,0.006070596631616354,0.0001,3859
405,-0.45722545000000003,1054,300.0,0.20202264150943394,427200,1424,0.009455512277781963,0.0001,3871
405,-0.37475312000000016,1055,300.0,0.199781132075472,428400,1428,0.01222892478108406,0.0001,3883
406,-0.45976115000000023,1056,300.0,0.1975396226415096,429600,1432,0.009413627907633781,0.0001,3895
407,0.10130376999999995,1057,300.0,0.19529811320754709,430800,1436,0.009671717882156372,0.0001,3907
408,-0.32137631999999994,1058,300.0,0.19305660377358502,432000,1440,0.010591736063361168,0.0001,3919
408,-0.45889703000000004,1059,300.0,0.19081509433962263,433200,1444,0.0069154780358076096,0.0001,3931
409,-0.52298173,1060,300.0,0.18857358490566023,434400,1448,0.010459113866090775,0.0001,3943
410,-0.38683789000000013,1062,300.0,0.18633207547169828,435600,1452,0.012290667742490768,0.0001,3955
410,-0.8869013600000001,1063,300.0,0.18409056603773566,436800,1456,0.009644578211009502,0.0001,3967
411,-0.87835809,1064,300.0,0.1818490566037737,438000,1460,0.010349203832447529,0.0001,3979
412,-1.0859693899999998,1065,300.0,0.1796075471698113,439200,1464,0.007964244112372398,0.0001,3991
412,-0.8070156,1067,300.0,0.17736603773584936,440400,1468,0.010086273774504662,0.0001,4003
413,-0.66714721,1068,300.0,0.17512452830188696,441600,1472,0.00777299702167511,0.0001,4015
413,-0.3675656599999999,1069,300.0,0.17288301886792434,442800,1476,0.007085620891302824,0.0001,4027
414,-0.5422231799999999,1071,300.0,0.1706415094339624,444000,1480,0.005625523626804352,0.0001,4039
415,-0.5654106300000001,1072,300.0,0.1684,445200,1484,0.011440154165029526,0.0001,4051
415,-0.5975864300000001,1073,300.0,0.1661584905660376,446400,1488,0.006919701583683491,0.0001,4063
416,-1.11969941,1074,300.0,0.16391698113207553,447600,1492,0.008861626498401165,0.0001,4075
417,-0.8265442199999998,1075,300.0,0.16167547169811347,448800,1496,0.005181733053177595,0.0001,4087
417,-0.8756205200000001,1076,300.0,0.15943396226415107,450000,1500,0.012980813160538673,0.0001,4099
418,-0.7698768500000002,1077,300.0,0.15719245283018868,451200,1504,0.01261978130787611,0.0001,4111
419,-0.64779985,1079,300.0,0.15495094339622673,452400,1508,0.006302895024418831,0.0001,4123
419,-0.41696762,1080,300.0,0.1527094339622641,453600,1512,0.01059016678482294,0.0001,4135
420,-0.5891075600000001,1081,300.0,0.1504679245283017,454800,1516,0.014372622594237328,0.0001,4147
421,-0.2894952200000001,1082,300.0,0.14822641509433976,456000,1520,0.013110358268022537,0.0001,4159
421,-0.35226907000000013,1084,300.0,0.14598490566037736,457200,1524,0.0040558697655797005,0.0001,4171
422,-0.41299219,1085,300.0,0.1437433962264153,458400,1528,0.005095237400382757,0.0001,4183
423,-0.3379588799999999,1086,300.0,0.1415018867924528,459600,1532,0.011641795746982098,0.0001,4195
423,-0.7272755200000003,1087,300.0,0.13926037735849084,460800,1536,0.011367457918822765,0.0001,4207
424,-0.8901645000000005,1088,300.0,0.13701886792452844,462000,1540,0.0073141069151461124,0.0001,4219
424,-0.8961843900000003,1089,300.0,0.13477735849056605,463200,1544,0.005932260304689407,0.0001,4231
425,-0.6202047,1091,300.0,0.13253584905660387,464400,1548,0.010021369904279709,0.0001,4243
426,-0.37077665999999965,1092,300.0,0.13029433962264148,465600,1552,0.00856397207826376,0.0001,4255
426,-0.3036689399999997,1093,300.0,0.12805283018867908,466800,1556,0.01431068405508995,0.0001,4267
427,-0.10839869999999983,1094,300.0,0.12581132075471713,468000,1560,0.011276195757091045,0.0001,4279
428,-0.27305913,1095,300.0,0.12356981132075473,469200,1564,0.006865369156002998,0.0001,4291
429,-0.2812881500000002,1096,300.0,0.12132830188679256,470400,1568,0.00884554535150528,0.0001,4303
429,-0.41865841000000004,1097,300.0,0.11908679245283016,471600,1572,0.011950407177209854,0.0001,4315
430,-0.5304438,1098,300.0,0.1168452830188682,472800,1576,0.008743612095713615,0.0001,4327
430,-0.10513113999999996,1099,300.0,0.11460377358490581,474000,1580,0.009191992692649364,0.0001,4339
431,-0.07352918000000003,1101,300.0,0.1123622641509433,475200,1584,0.00748103205114603,0.0001,4351
432,-0.09115648,1102,300.0,0.11012075471698124,476400,1588,0.009453218430280685,0.0001,4363
432,0.32737274000000005,1103,300.0,0.10787924528301884,477600,1592,0.007389034144580364,0.0001,4375
433,0.04893657000000008,1104,300.0,0.10563773584905645,478800,1596,0.010690255090594292,0.0001,4387
434,0.33913178,1105,300.0,0.1033962264150945,480000,1600,0.0068427799269557,0.0001,4399
434,0.51373767,1106,300.0,0.10115471698113199,481200,1604,0.006312254816293716,0.0001,4411
435,0.28220507,1107,300.0,0.09891320754716992,482400,1608,0.009528807364404202,0.0001,4423
436,-0.07122066000000003,1108,300.0,0.09667169811320753,483600,1612,0.009133532643318176,0.0001,4435
436,-0.15976947,1109,300.0,0.09443018867924557,484800,1616,0.005610951222479343,0.0001,4447
437,-0.33282443,1110,300.0,0.09218867924528318,486000,1620,0.009263179264962673,0.0001,4459
438,-0.11320029000000006,1111,300.0,0.08994716981132067,487200,1624,0.00541964266449213,0.0001,4471
438,0.15772587999999993,1112,300.0,0.08770566037735861,488400,1628,0.010488329455256462,0.0001,4483
439,0.24040363999999997,1113,300.0,0.08546415094339621,489600,1632,0.010512840002775192,0.0001,4495
440,0.52517715,1115,300.0,0.08322264150943381,490800,1636,0.009465469978749752,0.0001,4507
440,0.4224204300000002,1116,300.0,0.08098113207547175,492000,1640,0.010728256776928902,0.0001,4519
441,0.8023372200000002,1117,300.0,0.07873962264150935,493200,1644,0.008887426927685738,0.0001,4531
442,0.8741733000000003,1118,300.0,0.07649811320754729,494400,1648,0.008178949356079102,0.0001,4543
442,0.95017022,1119,300.0,0.0742566037735849,495600,1652,0.0088417436927557,0.0001,4555
443,1.2043692499999998,1120,300.0,0.07201509433962294,496800,1656,0.010943024419248104,0.0001,4567
444,1.2842579699999999,1121,300.0,0.06977358490566044,498000,1660,0.011940228752791882,0.0001,4579
444,0.9428720700000001,1122,300.0,0.06753207547169804,499200,1664,0.009187750518321991,0.0001,4591
496,0.98684277,1007,300.0,0.06529056603773598,500400,1668,0.006536868400871754,0.0001,4603
497,0.72197857,1008,300.0,0.06304905660377358,501600,1672,0.009139902889728546,0.0001,4615
498,0.8076624499999998,1009,300.0,0.06080754716981118,502800,1676,0.013305878266692162,0.0001,4627
498,0.4747403299999998,1010,300.0,0.05856603773584912,504000,1680,0.006857764907181263,0.0001,4639
499,0.7446242599999999,1011,300.0,0.05632452830188717,505200,1684,0.010686632245779037,0.0001,4651
500,1.4341101099999995,1012,300.0,0.05408301886792455,506400,1688,0.005126052536070347,0.0001,4663
500,1.3699979099999995,1013,300.0,0.05184150943396215,507600,1692,0.006666100118309259,0.0001,4675
501,1.25502467,1014,300.0,0.0496000000000002,508800,1696,0.0066504692658782005,0.0001,4687
502,0.8957727499999999,1015,300.0,0.0473584905660378,510000,1700,0.009354250505566597,0.0001,4699
502,0.9586342999999999,1016,300.0,0.045116981132075296,511200,1704,0.004573958460241556,0.0001,4711
503,1.6071107399999998,1017,300.0,0.04287547169811334,512400,1708,0.006008808966726065,0.0001,4723
504,1.5476501100000002,1018,300.0,0.04063396226415139,513600,1712,0.009111638180911541,0.0001,4735
504,1.65925139,1019,300.0,0.03839245283018855,514800,1716,0.009231521748006344,0.0001,4747
505,1.38356183,1020,300.0,0.03615094339622649,516000,1720,0.007687073666602373,0.0001,4759
506,1.1410760600000003,1021,300.0,0.03390943396226431,517200,1724,0.007485819514840841,0.0001,4771
506,0.5273449000000001,1022,300.0,0.031667924528301916,518400,1728,0.005323463119566441,0.0001,4783
507,0.50952034,1023,300.0,0.02942641509433952,519600,1732,0.005957069806754589,0.0001,4795
508,0.31081745999999993,1024,300.0,0.027184905660377567,520800,1736,0.0059097325429320335,0.0001,4807
509,0.8806861600000002,1025,300.0,0.02494339622641506,522000,1740,0.0074531082063913345,0.0001,4819
509,0.7990930500000006,1026,300.0,0.022701886792452663,523200,1744,0.00859080720692873,0.0001,4831
510,0.7623364000000004,1027,300.0,0.02046037735849071,524400,1748,0.0066450717858970165,0.0001,4843
511,0.8610146700000001,1028,300.0,0.01821886792452876,525600,1752,0.006790805608034134,0.0001,4855
511,1.0184471600000005,1029,300.0,0.01597735849056592,526800,1756,0.0066335489973425865,0.0001,4867
512,0.7220658200000003,1030,300.0,0.013735849056603633,528000,1760,0.007646156009286642,0.0001,4879
513,1.3579156500000003,1031,300.0,0.01149433962264168,529200,1764,0.006659435108304024,0.0001,4891
513,1.2767559800000003,1032,300.0,0.01,530400,1768,0.006062821950763464,0.0001,4903
514,1.2896010999999998,1033,300.0,0.01,531600,1772,0.006335218902677298,0.0001,4915
515,0.6648234900000002,1034,300.0,0.01,532800,1776,0.006758841685950756,0.0001,4927
515,0.8080156400000003,1035,300.0,0.01,534000,1780,0.005664241965860128,0.0001,4939
516,0.8230924400000004,1036,300.0,0.01,535200,1784,0.006088822148740292,0.0001,4951
517,0.5991286400000004,1037,300.0,0.01,536400,1788,0.007334819994866848,0.0001,4963
517,0.19047357000000045,1038,300.0,0.01,537600,1792,0.008463757112622261,0.0001,4975
518,0.5298142200000006,1039,300.0,0.01,538800,1796,0.0061578997410833836,0.0001,4987
519,1.0016121600000003,1040,300.0,0.01,540000,1800,0.006275337655097246,0.0001,4999
519,0.7436170300000007,1041,300.0,0.01,541200,1804,0.006353119388222694,0.0001,5011
520,0.33873531000000034,1042,300.0,0.01,542400,1808,0.0038967840373516083,0.0001,5023
521,0.90993232,1042,300.0,0.01,543600,1812,0.010339528322219849,0.0001,5035
522,0.65549937,1043,300.0,0.01,544800,1816,0.005414800718426704,0.0001,5047
522,0.8896209500000002,1044,300.0,0.01,546000,1820,0.011338573880493641,0.0001,5059
523,1.07885285,1045,300.0,0.01,547200,1824,0.006225110962986946,0.0001,5071
524,1.6934884200000002,1046,300.0,0.01,548400,1828,0.005911489482969046,0.0001,5083
524,1.60234064,1047,300.0,0.01,549600,1832,0.005127815995365381,0.0001,5095
525,1.6742365000000001,1048,300.0,0.01,550800,1836,0.007157687563449144,0.0001,5107
526,1.4675239400000002,1049,300.0,0.01,552000,1840,0.005765785463154316,0.0001,5119
527,1.37113263,1049,300.0,0.01,553200,1844,0.005994284059852362,0.0001,5131
527,1.2132987600000005,1050,300.0,0.01,554400,1848,0.005530648399144411,0.0001,5143
528,1.0514679300000003,1051,300.0,0.01,555600,1852,0.00872747227549553,0.0001,5155
529,0.8525567700000002,1051,300.0,0.01,556800,1856,0.006425062194466591,0.0001,5167
530,1.0608107599999999,1052,300.0,0.01,558000,1860,0.00567582855001092,0.0001,5179
530,1.0499435400000001,1053,300.0,0.01,559200,1864,0.005819566547870636,0.0001,5191
531,0.4525639200000002,1054,300.0,0.01,560400,1868,0.006145835854113102,0.0001,5203
532,0.5030896200000002,1055,300.0,0.01,561600,1872,0.004673828836530447,0.0001,5215
532,0.8420589200000004,1056,300.0,0.01,562800,1876,0.006045734975486994,0.0001,5227
533,0.5590162700000001,1057,300.0,0.01,564000,1880,0.009591009467840195,0.0001,5239
534,0.49839203,1058,300.0,0.01,565200,1884,0.004663171246647835,0.0001,5251
534,0.44412759,1059,300.0,0.01,566400,1888,0.005051552318036556,0.0001,5263
535,0.7819822199999998,1060,300.0,0.01,567600,1892,0.008390558883547783,0.0001,5275
536,0.8234063499999997,1061,300.0,0.01,568800,1896,0.0062896013259887695,0.0001,5287
536,0.3070303999999999,1061,300.0,0.01,570000,1900,0.004338986240327358,0.0001,5299
537,0.35347023000000005,1062,300.0,0.01,571200,1904,0.006777806673198938,0.0001,5311
538,0.21302882000000015,1063,300.0,0.01,572400,1908,0.005796233657747507,0.0001,5323
538,-0.10419774999999994,1064,300.0,0.01,573600,1912,0.0066329785622656345,0.0001,5335
539,0.028931000000000092,1065,300.0,0.01,574800,1916,0.005884022451937199,0.0001,5347
540,-0.2596645099999998,1066,300.0,0.01,576000,1920,0.006800856441259384,0.0001,5359
540,-0.2571962399999999,1067,300.0,0.01,577200,1924,0.005685736425220966,0.0001,5371
541,-0.36245774000000025,1068,300.0,0.01,578400,1928,0.0058443909510970116,0.0001,5383
542,-0.6621915500000002,1068,300.0,0.01,579600,1932,0.005265881307423115,0.0001,5395
542,-0.78293202,1069,300.0,0.01,580800,1936,0.008593443781137466,0.0001,5407
543,-0.5100257499999998,1070,300.0,0.01,582000,1940,0.005665268748998642,0.0001,5419
544,-0.5532019600000001,1071,300.0,0.01,583200,1944,0.007312990725040436,0.0001,5431
544,-0.23013041,1072,300.0,0.01,584400,1948,0.004829222336411476,0.0001,5443
545,-0.1978365700000001,1073,300.0,0.01,585600,1952,0.008744613267481327,0.0001,5455
546,-0.25569074,1074,300.0,0.01,586800,1956,0.005826501175761223,0.0001,5467
547,-0.2414947300000001,1074,300.0,0.01,588000,1960,0.004661280196160078,0.0001,5479
547,-0.36885890000000005,1075,300.0,0.01,589200,1964,0.006418642122298479,0.0001,5491
548,0.32742475,1076,300.0,0.01,590400,1968,0.006101023871451616,0.0001,5503
549,0.27046762999999996,1076,300.0,0.01,591600,1972,0.005782728083431721,0.0001,5515
549,0.3944072899999999,1077,300.0,0.01,592800,1976,0.005031777545809746,0.0001,5527
550,0.4039016099999999,1078,300.0,0.01,594000,1980,0.007148967124521732,0.0001,5539
551,0.1483814000000001,1079,300.0,0.01,595200,1984,0.005085038021206856,0.0001,5551
551,-0.30060659,1080,300.0,0.01,596400,1988,0.005607830360531807,0.0001,5563
552,0.2322676899999998,1081,300.0,0.01,597600,1992,0.00776937510818243,0.0001,5575
553,-0.01481071000000016,1082,300.0,0.01,598800,1996,0.005322487559169531,0.0001,5587
606,0.00800335999999998,988,300.0,0.01,600000,2000,0.005287007428705692,0.0001,5599
607,0.06009928999999991,989,300.0,0.01,601200,2004,0.004269719123840332,0.0001,5611
608,0.25849725,990,300.0,0.01,602400,2008,0.003722571535035968,0.0001,5623
608,0.3229058100000001,991,300.0,0.01,603600,2012,0.005659687332808971,0.0001,5635
609,0.36303918,992,300.0,0.01,604800,2016,0.00656810263171792,0.0001,5647
610,0.72513876,992,300.0,0.01,606000,2020,0.005543489940464497,0.0001,5659
611,0.71939752,993,300.0,0.01,607200,2024,0.006691009737551212,0.0001,5671
611,0.8563186399999999,994,300.0,0.01,608400,2028,0.005577951669692993,0.0001,5683
612,1.61438234,995,300.0,0.01,609600,2032,0.0052535440772771835,0.0001,5695
612,1.6412721899999996,996,300.0,0.01,610800,2036,0.003503154031932354,0.0001,5707
613,1.2511328000000004,997,300.0,0.01,612000,2040,0.004946285858750343,0.0001,5719
614,0.8675712599999998,998,300.0,0.01,613200,2044,0.004882041364908218,0.0001,5731
614,0.5210734100000001,999,300.0,0.01,614400,2048,0.0047929794527590275,0.0001,5743
615,0.6550276,999,300.0,0.01,615600,2052,0.00575249595567584,0.0001,5755
616,0.26669096000000025,1000,300.0,0.01,616800,2056,0.0045793429017066956,0.0001,5767
617,0.6732802700000002,1001,300.0,0.01,618000,2060,0.006344017572700977,0.0001,5779
617,0.8739476800000001,1002,300.0,0.01,619200,2064,0.0069692484103143215,0.0001,5791
618,1.00198942,1002,300.0,0.01,620400,2068,0.019454024732112885,0.0001,5803
619,1.0358067899999996,1003,300.0,0.01,621600,2072,0.004252401180565357,0.0001,5815
619,0.7755130599999999,1004,300.0,0.01,622800,2076,0.005315206479281187,0.0001,5827
620,0.5364891299999995,1005,300.0,0.01,624000,2080,0.005603523924946785,0.0001,5839
621,0.4002408799999998,1006,300.0,0.01,625200,2084,0.004547585733234882,0.0001,5851
622,0.9235415800000001,1006,300.0,0.01,626400,2088,0.0057306718081235886,0.0001,5863
622,0.49097303000000025,1007,300.0,0.01,627600,2092,0.006054230034351349,0.0001,5875
623,0.7476501700000001,1008,300.0,0.01,628800,2096,0.00504597881808877,0.0001,5887
624,1.09309071,1009,300.0,0.01,630000,2100,0.005249940790235996,0.0001,5899
624,1.14945462,1010,300.0,0.01,631200,2104,0.0069204168394207954,0.0001,5911
625,0.6199612799999998,1011,300.0,0.01,632400,2108,0.0052838693372905254,0.0001,5923
626,0.57673404,1011,300.0,0.01,633600,2112,0.0034576088655740023,0.0001,5935
626,0.6498559499999998,1012,300.0,0.01,634800,2116,0.005954436957836151,0.0001,5947
627,0.39348700000000003,1013,300.0,0.01,636000,2120,0.004566666670143604,0.0001,5959
628,0.040397479999999944,1014,300.0,0.01,637200,2124,0.004549840465188026,0.0001,5971
628,0.29254345000000004,1015,300.0,0.01,638400,2128,0.004282176960259676,0.0001,5983
629,-0.07089399999999986,1016,300.0,0.01,639600,2132,0.006308741867542267,0.0001,5995
630,0.1087494099999999,1016,300.0,0.01,640800,2136,0.0055293431505560875,0.0001,6007
630,0.5575048699999998,1017,300.0,0.01,642000,2140,0.003543558530509472,0.0001,6019
631,1.30327025,1018,300.0,0.01,643200,2144,0.005703028291463852,0.0001,6031
632,1.33493611,1019,300.0,0.01,644400,2148,0.0052491589449346066,0.0001,6043
632,1.44192812,1020,300.0,0.01,645600,2152,0.0054841237142682076,0.0001,6055
633,1.85775268,1021,300.0,0.01,646800,2156,0.00407709926366806,0.0001,6067
634,1.14197266,1021,300.0,0.01,648000,2160,0.009431010112166405,0.0001,6079
634,0.8798493799999999,1022,300.0,0.01,649200,2164,0.009812256321310997,0.0001,6091
635,1.1992462499999998,1023,300.0,0.01,650400,2168,0.006118450313806534,0.0001,6103
636,1.52297747,1024,300.0,0.01,651600,2172,0.004439975135028362,0.0001,6115
637,2.09071163,1024,300.0,0.01,652800,2176,0.008233445696532726,0.0001,6127
637,2.3975013000000005,1025,300.0,0.01,654000,2180,0.006979969330132008,0.0001,6139
638,2.5306552900000003,1026,300.0,0.01,655200,2184,0.0042885662987828255,0.0001,6151
639,1.9285584500000001,1027,300.0,0.01,656400,2188,0.007694929838180542,0.0001,6163
639,1.5751561100000004,1027,300.0,0.01,657600,2192,0.0052628060802817345,0.0001,6175
640,1.5852179200000003,1028,300.0,0.01,658800,2196,0.006099482998251915,0.0001,6187
641,1.6931700000000003,1029,300.0,0.01,660000,2200,0.007732842117547989,0.0001,6199
642,1.3837555099999996,1029,300.0,0.01,661200,2204,0.004814964719116688,0.0001,6211
642,1.65039862,1030,300.0,0.01,662400,2208,0.0033841500990092754,0.0001,6223
643,1.9388464400000003,1031,300.0,0.01,663600,2212,0.005479977000504732,0.0001,6235
644,1.8318088900000007,1032,300.0,0.01,664800,2216,0.004607661627233028,0.0001,6247
644,1.9486722700000003,1033,300.0,0.01,666000,2220,0.0034698459785431623,0.0001,6259
645,2.19351339,1033,300.0,0.01,667200,2224,0.005273614544421434,0.0001,6271
646,1.7410516500000002,1033,300.0,0.01,668400,2228,0.004527470096945763,0.0001,6283
647,1.3797729799999998,1034,300.0,0.01,669600,2232,0.004850242752581835,0.0001,6295
648,0.8315964100000002,1034,300.0,0.01,670800,2236,0.006549033336341381,0.0001,6307
648,-0.036673169999999755,1035,300.0,0.01,672000,2240,0.004468738101422787,0.0001,6319
649,-0.0820233099999998,1036,300.0,0.01,673200,2244,0.004453134257346392,0.0001,6331
650,0.08467534000000007,1036,300.0,0.01,674400,2248,0.004892859607934952,0.0001,6343
650,-0.26551571999999996,1037,300.0,0.01,675600,2252,0.005852752365171909,0.0001,6355
651,-0.64189768,1038,300.0,0.01,676800,2256,0.010978752747178078,0.0001,6367
652,-0.6370623799999998,1039,300.0,0.01,678000,2260,0.004895015619695187,0.0001,6379
653,-0.4539324800000001,1039,300.0,0.01,679200,2264,0.00469507509842515,0.0001,6391
653,-0.89311515,1040,300.0,0.01,680400,2268,0.004321452230215073,0.0001,6403
654,-1.27893079,1041,300.0,0.01,681600,2272,0.01085326261818409,0.0001,6415
655,-1.7178675500000002,1042,300.0,0.01,682800,2276,0.005551568232476711,0.0001,6427
655,-1.42041475,1043,300.0,0.01,684000,2280,0.004456016235053539,0.0001,6439
656,-1.4924488400000002,1043,300.0,0.01,685200,2284,0.006011905148625374,0.0001,6451
657,-1.1622689700000002,1044,300.0,0.01,686400,2288,0.007623232435435057,0.0001,6463
657,-0.84764267,1045,300.0,0.01,687600,2292,0.00500912219285965,0.0001,6475
658,-0.73202583,1045,300.0,0.01,688800,2296,0.0053660389967262745,0.0001,6487
659,-1.24879678,1046,300.0,0.01,690000,2300,0.005832921713590622,0.0001,6499
659,-1.07451148,1047,300.0,0.01,691200,2304,0.004796634893864393,0.0001,6511
660,-1.33212327,1048,300.0,0.01,692400,2308,0.0055308579467237,0.0001,6523
661,-1.4827791099999998,1049,300.0,0.01,693600,2312,0.0031909788958728313,0.0001,6535
661,-1.5896309600000003,1049,300.0,0.01,694800,2316,0.004220710135996342,0.0001,6547
662,-1.6843717999999999,1050,300.0,0.01,696000,2320,0.005316213238984346,0.0001,6559
663,-1.3334027800000001,1051,300.0,0.01,697200,2324,0.0047306520864367485,0.0001,6571
663,-1.0056855399999998,1052,300.0,0.01,698400,2328,0.0049492372199893,0.0001,6583
664,-0.9516018599999998,1052,300.0,0.01,699600,2332,0.00442899763584137,0.0001,6595
719,-1.2837966500000002,973,300.0,0.01,700800,2336,0.0043678293004632,0.0001,6607
720,-0.7675439400000001,974,300.0,0.01,702000,2340,0.004383012652397156,0.0001,6619
