rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/learning_rate,train/n_updates,train/entropy_loss,train/clip_fraction,train/approx_kl,train/loss,train/value_loss,train/explained_variance,train/clip_range,train/policy_gradient_loss
300.0,-0.14945957000000004,34,754,69632,92,0.0003,330,-1.5237857613712549,0.17138671875,0.014309239,-0.04209156334400177,0.06854360457509756,0.11240333318710327,0.2,-0.03471344823774416
300.0,-0.15778049000000002,35,759,71680,94,0.0003,340,-1.509804142639041,0.144873046875,0.012927456,-0.02926693856716156,0.07519394180271774,0.07343000173568726,0.2,-0.031642111419932915
300.0,-0.32800443000000007,36,762,73728,96,0.0003,350,-1.4912072028964758,0.208056640625,0.01736863,-0.0650758147239685,0.031007362116361036,0.30222398042678833,0.2,-0.03899446688737953
300.0,-0.3533549200000001,37,765,75776,98,0.0003,360,-1.4701898280531167,0.158447265625,0.013001882,-0.049798738211393356,0.05957538776565343,0.03469043970108032,0.2,-0.030511707173718604
300.0,-0.3426545700000001,38,771,77824,100,0.0003,370,-1.4776859648525715,0.154345703125,0.015409801,-0.025022326037287712,0.027613128180382772,-0.20652401447296143,0.2,-0.03236768516944721
300.0,-0.09276132000000001,39,774,79872,103,0.0003,380,-1.4818084206432105,0.169580078125,0.015419543,-0.061640918254852295,0.02876151433447376,-0.023324251174926758,0.2,-0.034210980785428544
300.0,-0.04470042000000003,40,776,81920,105,0.0003,390,-1.4626540165394544,0.172998046875,0.016710784,-0.029762621968984604,0.05712209435296245,0.026944220066070557,0.2,-0.032788006582995875
300.0,-0.06637545999999998,41,780,83968,107,0.0003,400,-1.4398104395717382,0.16943359375,0.015691398,-0.02892102673649788,0.0510261645715218,0.0807185173034668,0.2,-0.032518569176318124
300.0,0.005569910000000003,42,782,86016,109,0.0003,410,-1.4507639944553374,0.16357421875,0.01595299,-0.06333574652671814,0.04889481220743619,-0.1464529037475586,0.2,-0.03306281022814801
300.0,0.16896363999999994,43,786,88064,111,0.0003,420,-1.4508060101419686,0.169677734375,0.015442123,-0.06688021868467331,0.024381639109924434,-0.10736465454101562,0.2,-0.034449205227429044
300.0,0.09414773999999998,44,786,90112,114,0.0003,430,-1.4636405922472477,0.154736328125,0.014410583,-0.031424567103385925,0.044036976195639,0.02672135829925537,0.2,-0.03166099976224359
300.0,0.13348486999999998,45,789,92160,116,0.0003,440,-1.4333802103996276,0.208154296875,0.01804376,-0.020127072930336,0.08326344188535587,0.087699294090271,0.2,-0.03566166237869765
300.0,0.24238124000000003,46,791,94208,119,0.0003,450,-1.425786165893078,0.15498046875,0.0148403905,-0.0508810430765152,0.04557729930966161,-0.10034644603729248,0.2,-0.03338375486200675
300.0,0.05456305000000005,47,794,96256,121,0.0003,460,-1.4384194232523442,0.179443359375,0.016845837,-0.0643722340464592,0.03369580893195234,0.10724973678588867,0.2,-0.03670660329225939
300.0,0.24962159999999997,48,795,98304,123,0.0003,470,-1.4232544027268887,0.194482421875,0.018307075,-0.01847090572118759,0.0949918475234881,0.08739238977432251,0.2,-0.0363893746456597
300.0,0.16109854999999995,49,537,100352,186,0.0003,480,-1.4025785658508538,0.191552734375,0.016334645,-0.06177687644958496,0.031955480383476245,-0.21057963371276855,0.2,-0.03400641011539847
300.0,0.19719984999999998,50,539,102400,189,0.0003,490,-1.4065597392618656,0.17099609375,0.017306844,-0.0625843033194542,0.027133467613020913,-0.038883209228515625,0.2,-0.03457405723747797
300.0,0.27925658000000003,51,543,104448,192,0.0003,500,-1.3933510456234217,0.176806640625,0.017164096,-0.04503726214170456,0.05697116244118661,0.07939416170120239,0.2,-0.03357958600099664
300.0,0.18492448,52,545,106496,195,0.0003,510,-1.3990893885493279,0.18056640625,0.016019922,-0.06196807324886322,0.035774506389861925,0.16167038679122925,0.2,-0.03181829307723092
300.0,0.15943121999999998,53,549,108544,197,0.0003,520,-1.404456216469407,0.1880859375,0.017182818,-0.06515473127365112,0.018288480874616653,0.14182615280151367,0.2,-0.03974121801002184
300.0,0.11511035000000013,54,554,110592,199,0.0003,530,-1.3945261251181365,0.17890625,0.016139762,-0.05531105399131775,0.026104113535257056,0.18363934755325317,0.2,-0.03257140510249883
300.0,0.23992889000000012,55,557,112640,201,0.0003,540,-1.3954406034201383,0.176953125,0.015503012,-0.029777225106954575,0.07869463504175656,0.11747658252716064,0.2,-0.03211830671061762
300.0,0.2488480900000001,56,560,114688,204,0.0003,550,-1.3727581020444632,0.17421875,0.017106686,-0.07710973918437958,0.035203691408969465,-0.4428107738494873,0.2,-0.03284645624371478
300.0,0.32356149,57,564,116736,206,0.0003,560,-1.3826471243053675,0.18330078125,0.018916596,-0.0415424183011055,0.04030036188196391,0.07114481925964355,0.2,-0.036076258827233684
300.0,0.14074452000000004,58,566,118784,209,0.0003,570,-1.3622008122503757,0.1515625,0.014781289,-0.013643767684698105,0.05463449060916901,0.1035647988319397,0.2,-0.03085834601952229
300.0,0.09654814000000006,59,570,120832,211,0.0003,580,-1.356606038287282,0.17607421875,0.017885016,-0.04784103482961655,0.040070102625759316,0.2503027319908142,0.2,-0.034920675918692724
300.0,0.11021464999999996,60,572,122880,214,0.0003,590,-1.3215514335781335,0.198046875,0.017129896,-0.034720540046691895,0.06767632771516219,0.0626978874206543,0.2,-0.03668130336154718
300.0,0.14313448000000004,61,572,124928,218,0.0003,600,-1.346409570798278,0.17451171875,0.016271207,-0.058022525161504745,0.06569900444010272,-0.029857635498046875,0.2,-0.03288960224017501
300.0,0.09460891000000006,62,575,126976,220,0.0003,610,-1.324043545126915,0.2072265625,0.020057455,-0.047713033854961395,0.039974588999757546,-0.006830096244812012,0.2,-0.034518765487882776
300.0,0.11496423999999998,63,576,129024,223,0.0003,620,-1.2939256954938174,0.215478515625,0.022358455,-0.05231617018580437,0.04423273914726451,-0.0652991533279419,0.2,-0.03659713143715635
300.0,0.16457921000000003,64,579,131072,226,0.0003,630,-1.2731185611337423,0.180517578125,0.017757526,-0.04044973477721214,0.053813394875032824,0.0004974007606506348,0.2,-0.03639034664665815
300.0,0.19876552000000003,65,581,133120,228,0.0003,640,-1.277987054362893,0.181005859375,0.016418725,-0.03130953758955002,0.066868523939047,0.015591084957122803,0.2,-0.034071764422697014
300.0,0.22484314000000005,66,583,135168,231,0.0003,650,-1.272823441773653,0.197802734375,0.020751849,-0.05683521181344986,0.030118116165976972,0.06874436140060425,0.2,-0.03558438196923817
300.0,0.23132936999999998,67,586,137216,234,0.0003,660,-1.3115891978144645,0.200048828125,0.019047394,-0.0556875541806221,0.036886169417994094,0.10329508781433105,0.2,-0.038657248156960124
300.0,0.16960753000000003,68,588,139264,236,0.0003,670,-1.2987120818346738,0.18759765625,0.018714633,-0.08090589940547943,0.01966542348091025,0.27013736963272095,0.2,-0.03862962903222069
300.0,-0.10011838999999999,69,591,141312,238,0.0003,680,-1.317112734541297,0.18095703125,0.0154343555,-0.05127893388271332,0.036970222485251725,0.3183533549308777,0.2,-0.03262143291794928
300.0,0.041139640000000026,70,594,143360,241,0.0003,690,-1.3066597074270248,0.170947265625,0.015793467,-0.07143121212720871,0.04046691284747794,0.3760412931442261,0.2,-0.03693703850294696
300.0,0.04191343,71,597,145408,243,0.0003,700,-1.3060673631727695,0.1986328125,0.01822424,-0.041100919246673584,0.05552725255256519,0.2023073434829712,0.2,-0.03673257886548527
300.0,0.12823942999999993,72,599,147456,246,0.0003,710,-1.305343033745885,0.182958984375,0.01739109,-0.05243402719497681,0.038957220315933225,-0.04528844356536865,0.2,-0.035035687460913324
300.0,0.08650334999999998,73,600,149504,248,0.0003,720,-1.281525757163763,0.188330078125,0.018771326,-0.03017173707485199,0.07968500552233308,0.03916889429092407,0.2,-0.03578100900776917
300.0,0.14003995,74,603,151552,251,0.0003,730,-1.2783853780478238,0.195458984375,0.016884131,-0.011566884815692902,0.09609388941898941,0.1057237982749939,0.2,-0.03483920137077803
300.0,-0.10056957999999998,75,605,153600,253,0.0003,740,-1.2504648461937904,0.190966796875,0.017231753,-0.07172473520040512,0.032922797417268154,-0.014257550239562988,0.2,-0.03628392825121409
300.0,-0.17327669,76,608,155648,255,0.0003,750,-1.2562425177544356,0.187060546875,0.018220495,-0.061777159571647644,0.05607980950153433,-0.0009291172027587891,0.2,-0.03648402715625707
300.0,-0.002550449999999953,77,610,157696,258,0.0003,760,-1.2248334921896458,0.197607421875,0.021700423,-0.028155267238616943,0.044202482374384996,-0.05840778350830078,0.2,-0.03387612362857908
300.0,0.009962689999999996,78,612,159744,260,0.0003,770,-1.2356348387897014,0.202587890625,0.01982534,-0.02182590588927269,0.06090435829246417,-0.13087666034698486,0.2,-0.03728016910754377
300.0,-0.21561853000000003,79,612,161792,264,0.0003,780,-1.2091348852962256,0.210009765625,0.02104266,-0.029473401606082916,0.03970940090948716,0.19381707906723022,0.2,-0.03977986961253919
300.0,-0.12685053999999993,80,614,163840,266,0.0003,790,-1.2241865694522858,0.20849609375,0.02292853,-0.07499770075082779,0.026960873560165056,0.133816659450531,0.2,-0.040500636750948615
300.0,-0.01824479,81,615,165888,269,0.0003,800,-1.1821821823716163,0.172412109375,0.016573958,-0.05000384896993637,0.03375061633414589,0.2578601837158203,0.2,-0.03309988364635501
300.0,0.11477244999999997,82,617,167936,271,0.0003,810,-1.2264947075396777,0.203466796875,0.021695029,-0.05171646922826767,0.06753154849866405,0.10691750049591064,0.2,-0.034405777795473116
300.0,0.09279527999999995,83,615,169984,276,0.0003,820,-1.2011793863028288,0.18681640625,0.020498015,-0.058255385607481,0.03891670710290782,0.30820411443710327,0.2,-0.036510153801646086
300.0,0.03427489000000003,84,617,172032,278,0.0003,830,-1.218172587454319,0.187109375,0.020818029,-0.04189639538526535,0.0341676585318055,-0.14807617664337158,0.2,-0.0373761891736649
300.0,-0.05989325999999997,85,619,174080,280,0.0003,840,-1.2067261788994075,0.19638671875,0.01884432,-0.008263103663921356,0.1104665593476966,-0.043225646018981934,0.2,-0.036113827483495696
300.0,0.13393779000000003,86,622,176128,283,0.0003,850,-1.206438882648945,0.206494140625,0.022588188,-0.06577974557876587,0.02185580497898627,-0.001651763916015625,0.2,-0.03934961233462673
300.0,0.20859919999999996,87,624,178176,285,0.0003,860,-1.1875743336975575,0.2056640625,0.020235393,-0.037808582186698914,0.07526456207269802,-0.015586256980895996,0.2,-0.03702409375837305
300.0,0.33369878999999997,88,626,180224,287,0.0003,870,-1.202740155160427,0.208447265625,0.020734008,-0.04550223425030708,0.08726886550430209,-0.03893601894378662,0.2,-0.033540156479284634
300.0,0.26219091999999994,89,628,182272,290,0.0003,880,-1.196448864787817,0.19736328125,0.02045849,-0.02712143212556839,0.07608485107775778,0.058777034282684326,0.2,-0.03613982180540916
300.0,0.36864708,90,630,184320,292,0.0003,890,-1.2053946249186993,0.208544921875,0.021518681,-0.05431397631764412,0.05421844110824168,-0.01367640495300293,0.2,-0.03976933158119209
300.0,0.34390859,91,631,186368,295,0.0003,900,-1.2367586463689804,0.21044921875,0.018964302,-0.07215388119220734,0.03014363778056577,-0.14137816429138184,0.2,-0.039003749637049626
300.0,0.22484270000000006,92,632,188416,297,0.0003,910,-1.2410158544778824,0.190625,0.018376471,-0.07302305102348328,0.021482883809949272,0.23822718858718872,0.2,-0.03632580992707517
300.0,0.11527520999999996,93,633,190464,300,0.0003,920,-1.2251206662505865,0.195068359375,0.0184861,-0.06558390706777573,0.07019049386726692,0.1912124752998352,0.2,-0.03867314086528495
300.0,0.30211251000000006,94,633,192512,304,0.0003,930,-1.2273195553570986,0.2083984375,0.019839007,-0.06589758396148682,0.02353788174514193,0.09408950805664062,0.2,-0.04018952815677039
300.0,0.15633217999999993,95,631,194560,308,0.0003,940,-1.201860813051462,0.213916015625,0.0233517,-0.062012821435928345,0.06355158799560741,0.113800048828125,0.2,-0.03649707335280254
300.0,0.15465809999999994,96,631,196608,311,0.0003,950,-1.217967251688242,0.185595703125,0.018753845,-0.04779535531997681,0.031724943732842806,0.2674749493598938,0.2,-0.03605773070303257
300.0,0.030607509999999935,97,630,198656,314,0.0003,960,-1.241096854954958,0.214794921875,0.022716353,-0.016431346535682678,0.06672619464807213,0.10852187871932983,0.2,-0.03610862449568231
300.0,0.11532570999999997,98,529,200704,379,0.0003,970,-1.2216521322727203,0.194873046875,0.020512905,-0.04728687182068825,0.06137680463725701,0.1151772141456604,0.2,-0.03830820614530239
300.0,0.30493692000000006,99,531,202752,381,0.0003,980,-1.2450285591185093,0.192919921875,0.019273624,-0.024294402450323105,0.0364430018060375,0.05839419364929199,0.2,-0.03806890702981036
300.0,0.45917446,100,532,204800,384,0.0003,990,-1.2555220086127519,0.187109375,0.019389216,-0.058815084397792816,0.02580495525035076,-0.5509765148162842,0.2,-0.03913458054012153
300.0,0.36335132000000003,101,534,206848,386,0.0003,1000,-1.2572052381932735,0.19287109375,0.018981127,-0.026660002768039703,0.06916862216312439,-0.024544596672058105,0.2,-0.0388604379244498
300.0,0.24148768999999995,102,536,208896,389,0.0003,1010,-1.2317170426249504,0.195947265625,0.02137369,-0.06528905034065247,0.020505622727796435,-0.3628575801849365,0.2,-0.03952227419358678
300.0,0.09045462000000004,103,539,210944,391,0.0003,1020,-1.228932113945484,0.21259765625,0.021597622,-0.04633215442299843,0.04675069726072252,0.06255358457565308,0.2,-0.04155497670872137
300.0,0.182522,104,541,212992,393,0.0003,1030,-1.1941541604697705,0.203662109375,0.021797616,-0.07089359313249588,0.03469672417268157,-0.002008795738220215,0.2,-0.03822915283963084
300.0,0.29234034000000003,105,542,215040,396,0.0003,1040,-1.2048660457134246,0.199072265625,0.020383146,-0.04750030115246773,0.05205064744222909,0.14046454429626465,0.2,-0.0385010924335802
300.0,0.26300755,106,544,217088,398,0.0003,1050,-1.1655835285782814,0.18779296875,0.019244978,-0.04158918559551239,0.03630184079520404,0.01019209623336792,0.2,-0.03974146317632403
300.0,0.5430544599999999,107,546,219136,400,0.0003,1060,-1.1841539222747088,0.20126953125,0.01812544,-0.022797472774982452,0.0843446789542213,-0.02112555503845215,0.2,-0.036568392172921446
300.0,0.5525971,108,548,221184,402,0.0003,1070,-1.1751213394105435,0.214453125,0.023533203,-0.03503764420747757,0.0768203136860393,-0.11121749877929688,0.2,-0.04053510666417424
300.0,0.6284588999999998,109,549,223232,406,0.0003,1080,-1.1601198144257068,0.1892578125,0.020294864,-0.060341693460941315,0.0529862018476706,-0.21384406089782715,0.2,-0.03506906597467605
300.0,0.80089788,110,547,225280,411,0.0003,1090,-1.1575148571282625,0.184228515625,0.020775918,-0.03912629559636116,0.0386555302888155,0.23959696292877197,0.2,-0.036285467713605614
300.0,0.8167102999999999,111,544,227328,417,0.0003,1100,-1.1518727742135524,0.22099609375,0.023081189,-0.07328402251005173,0.04527615552651696,0.2655104994773865,0.2,-0.04146746709011495
300.0,0.9730610499999999,112,542,229376,423,0.0003,1110,-1.1446904089301824,0.205322265625,0.019932153,-0.040485382080078125,0.03687824779190123,0.46841806173324585,0.2,-0.03921453431248665
300.0,0.77338987,113,541,231424,426,0.0003,1120,-1.1402890283614397,0.19443359375,0.019527182,-0.036938704550266266,0.07470815217820928,0.4925565719604492,0.2,-0.04138321601494681
300.0,0.6350809,114,540,233472,432,0.0003,1130,-1.1292703446000814,0.209375,0.020065833,-0.03292598947882652,0.037685978965600955,0.6120885014533997,0.2,-0.03678523733688053
300.0,0.81915459,115,540,235520,435,0.0003,1140,-1.1221855727955699,0.202783203125,0.020338483,-0.05186104029417038,0.054728153062751514,0.6193819046020508,0.2,-0.041817267796432134
300.0,0.6462224500000001,116,540,237568,439,0.0003,1150,-1.0908097514882684,0.195703125,0.019799935,-0.036333367228507996,0.0492243054904975,0.5442061424255371,0.2,-0.037572066838038154
300.0,0.63871012,117,537,239616,445,0.0003,1160,-1.121457578241825,0.198779296875,0.021482373,-0.03091898374259472,0.055977547401562334,0.5483949184417725,0.2,-0.03935684722091537
300.0,0.71287458,118,536,241664,450,0.0003,1170,-1.0939802378416061,0.21826171875,0.021420088,-0.08368172496557236,0.01870292858511675,0.742225170135498,0.2,-0.03922950844862498
300.0,0.72652794,119,533,243712,457,0.0003,1180,-1.0931332165375351,0.200439453125,0.022238249,-0.0683664008975029,0.019669103517662732,0.707321286201477,0.2,-0.03832918970656465
300.0,0.58945249,120,532,245760,461,0.0003,1190,-1.096587604098022,0.2115234375,0.021874025,-0.0566924512386322,0.023982797184726224,0.735101580619812,0.2,-0.038084444275591524
300.0,0.5959358799999999,121,531,247808,466,0.0003,1200,-1.065318661183119,0.203466796875,0.02268809,-0.06208329647779465,0.06848724100273103,0.3367982506752014,0.2,-0.03976864108117297
300.0,0.46355683999999997,122,532,249856,469,0.0003,1210,-1.0794665914028883,0.188671875,0.021641104,-0.04287724196910858,0.07018993776291609,0.23543155193328857,0.2,-0.03992971227271482
300.0,0.34648169999999995,123,532,251904,472,0.0003,1220,-1.0909550381824373,0.1986328125,0.021481093,-0.05609244480729103,0.06081531287636608,0.2886166572570801,0.2,-0.03924905392050278
300.0,0.08653754,124,531,253952,477,0.0003,1230,-1.0876119885593654,0.20068359375,0.019781813,-0.052503131330013275,0.044175953709054736,0.427690327167511,0.2,-0.03682083526655333
300.0,0.12075732000000002,125,532,256000,480,0.0003,1240,-1.0945380942896008,0.200439453125,0.02243353,-0.062421418726444244,0.02496572978561744,0.4780236482620239,0.2,-0.040955742332153024
300.0,0.18287902000000003,126,531,258048,485,0.0003,1250,-1.1043811744078993,0.225146484375,0.02486917,-0.06579315662384033,0.05729248449788429,-0.09187090396881104,0.2,-0.04164237785735168
300.0,0.18345277000000007,127,531,260096,489,0.0003,1260,-1.0806415123865007,0.1890625,0.021113949,-0.049520257860422134,0.07291127862408757,0.014464378356933594,0.2,-0.037835516974155325
300.0,0.20329071999999995,128,533,262144,491,0.0003,1270,-1.0983613796532155,0.2224609375,0.0230503,-0.05679963901638985,0.027098599617602304,0.3373493552207947,0.2,-0.0420688952144701
300.0,0.04915431000000003,129,534,264192,494,0.0003,1280,-1.1153097275644541,0.19501953125,0.020356536,-0.04673682153224945,0.0632798858336173,-0.11702072620391846,0.2,-0.03309912107506534
300.0,0.18327491999999995,130,535,266240,497,0.0003,1290,-1.097132863663137,0.21298828125,0.022032067,-0.04003570228815079,0.05741765377460979,-0.009229302406311035,0.2,-0.0387386238493491
300.0,0.16552416999999983,131,537,268288,499,0.0003,1300,-1.091075813025236,0.214599609375,0.023263482,-0.06265860795974731,0.03580387288238853,0.1429772973060608,0.2,-0.039896478952141476
300.0,0.03656532000000001,132,539,270336,501,0.0003,1310,-1.0787849977612496,0.19404296875,0.019566085,-0.05431101471185684,0.05098896236158908,0.05637216567993164,0.2,-0.0390437147783814
300.0,0.008669759999999966,133,540,272384,503,0.0003,1320,-1.064009338989854,0.222802734375,0.02320214,-0.016210779547691345,0.08297470534453169,0.14217495918273926,0.2,-0.041609140735818076
300.0,-0.09671229999999995,134,542,274432,505,0.0003,1330,-1.0279610281810165,0.19375,0.020632299,-0.05246703326702118,0.06885253716027365,-0.09266519546508789,0.2,-0.040293294840375894
300.0,0.06391316999999998,135,544,276480,508,0.0003,1340,-1.0308893639594316,0.2134765625,0.022738004,-0.0535966232419014,0.047700086381519215,0.14104586839675903,0.2,-0.039058716196450405
300.0,-0.0010182199999999584,136,545,278528,510,0.0003,1350,-1.0272643687203526,0.2076171875,0.02348232,-0.03543846309185028,0.054983137676026674,0.0869799256324768,0.2,-0.038559359760256484
300.0,-0.13089745000000005,137,547,280576,512,0.0003,1360,-1.0592117361724376,0.21181640625,0.02236994,-0.06965557485818863,0.05345241297036409,-0.07684040069580078,0.2,-0.03830788155319169
300.0,-0.07641640999999998,138,549,282624,514,0.0003,1370,-1.0717413829639555,0.22197265625,0.022890102,-0.07562756538391113,0.029422453278675674,0.047622621059417725,0.2,-0.040373985984479076
300.0,0.19504375,139,550,284672,517,0.0003,1380,-1.048066483438015,0.219482421875,0.024305752,-0.03982412442564964,0.02483969185850583,0.21148282289505005,0.2,-0.04122826731472742
300.0,-0.002976070000000044,140,552,286720,519,0.0003,1390,-1.0113461595028639,0.21220703125,0.024613295,-0.010807313024997711,0.06401890183333307,-0.16613531112670898,0.2,-0.03945143059827387
300.0,-0.18016400999999996,141,553,288768,521,0.0003,1400,-1.033175130933523,0.2150390625,0.021447958,-0.053018100559711456,0.018752029229654,-0.14009010791778564,0.2,-0.04162601218558848
300.0,-0.048865940000000004,142,554,290816,524,0.0003,1410,-1.0288716305047274,0.200390625,0.021955116,-0.05725999176502228,0.03399615139351227,0.015031218528747559,0.2,-0.039353630048572084
300.0,0.025233849999999954,143,556,292864,526,0.0003,1420,-1.0063839102163912,0.21435546875,0.021312848,-0.03496011719107628,0.04477246981696226,-0.07717669010162354,0.2,-0.03921479280106723
300.0,-0.033008970000000006,144,557,294912,528,0.0003,1430,-1.0185628088191152,0.210205078125,0.026389627,-0.022418327629566193,0.023953210579929874,0.0919148325920105,0.2,-0.0382422249414958
300.0,-0.14429585,145,559,296960,530,0.0003,1440,-1.0094723684713245,0.22783203125,0.02878647,-0.06419793516397476,0.01809777049929835,0.07304495573043823,0.2,-0.038693627971224484
