time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,train/clip_fraction,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/loss,train/learning_rate,train/value_loss,train/clip_range
557,497664,300.0,-0.046802120000000044,243,892,0.219287109375,0.2921624183654785,0.026752438,-0.040704227777314375,-0.962679597735405,2420,-0.05005139857530594,0.0003,0.036903133697342126,0.2
558,499712,300.0,-0.13789070000000006,244,895,0.22548828125,0.26216793060302734,0.02614411,-0.04543362847180106,-0.9459064682945609,2430,-0.0645500123500824,0.0003,0.03449079669662751,0.2
522,501760,300.0,-0.15929867,245,959,0.21767578125,0.228923499584198,0.024718748,-0.043275908729992804,-0.95428934879601,2440,-0.07060419023036957,0.0003,0.021419244873686693,0.2
523,503808,300.0,-0.23235036999999995,246,961,0.23876953125,0.08827370405197144,0.028795235,-0.04426785726100206,-0.9303504319861531,2450,-0.034842297434806824,0.0003,0.08713683056412265,0.2
524,505856,300.0,-0.21867194999999998,247,964,0.255859375,-0.15761303901672363,0.029309943,-0.048756233518361114,-0.9829118048772216,2460,-0.1003202497959137,0.0003,0.029989397927420215,0.2
525,507904,300.0,-0.2038598600000001,248,966,0.22919921875,-0.033444762229919434,0.027686644,-0.044381803908618164,-0.9722264612093567,2470,-0.07914284616708755,0.0003,0.029244194232160226,0.2
525,509952,300.0,-0.3694766300000001,249,969,0.22724609375,0.009698927402496338,0.027603911,-0.043497796871815805,-0.973583423346281,2480,-0.05383392423391342,0.0003,0.025962218776112423,0.2
526,512000,300.0,-0.07207851999999998,250,971,0.20673828125,0.035764455795288086,0.027076792,-0.04174928175925743,-0.9725727466866374,2490,-0.0765007734298706,0.0003,0.024411992204841228,0.2
527,514048,300.0,0.03015734999999997,251,974,0.205810546875,-0.019535183906555176,0.025684837,-0.044098210407537405,-0.983155706897378,2500,-0.08812618255615234,0.0003,0.021965417388128117,0.2
528,516096,300.0,-0.06725877000000001,252,976,0.232373046875,-0.02115011215209961,0.028235083,-0.046599833059008236,-0.9937508564442397,2510,-0.05151297152042389,0.0003,0.05286044391687028,0.2
529,518144,300.0,-0.24444578000000003,253,978,0.219482421875,0.020440638065338135,0.02665946,-0.045641387873911296,-0.9907160613685846,2520,-0.07763467729091644,0.0003,0.020658809156157077,0.2
530,520192,300.0,-0.3564473900000001,254,981,0.22705078125,0.004770159721374512,0.030145574,-0.048039319954114035,-0.9940803596749902,2530,-0.06456878036260605,0.0003,0.04096091566607356,0.2
531,522240,300.0,-0.17631782000000001,255,983,0.20966796875,0.05613124370574951,0.025754904,-0.045780060021206735,-0.9753480445593595,2540,-0.057960815727710724,0.0003,0.09866499494528398,0.2
531,524288,300.0,-0.2100111500000001,256,985,0.233642578125,0.03145068883895874,0.030601181,-0.0465728405804839,-0.9540044978260994,2550,-0.07379979640245438,0.0003,0.05582913349498995,0.2
532,526336,300.0,-0.32320581000000004,257,987,0.22314453125,0.17906421422958374,0.029054929,-0.043381684270570986,-0.9572050122544169,2560,-0.02876904606819153,0.0003,0.08424804148962721,0.2
533,528384,300.0,-0.26992432000000005,258,990,0.249169921875,-0.06464648246765137,0.027952937,-0.044206803479755766,-0.9719634486362339,2570,-0.03303968906402588,0.0003,0.062322491849772635,0.2
534,530432,300.0,-0.27164473000000006,259,992,0.220947265625,0.12422257661819458,0.026382921,-0.044990998905268496,-0.9561455274000764,2580,-0.04428587108850479,0.0003,0.03552690883516334,0.2
535,532480,300.0,-0.3082988700000001,260,994,0.231494140625,0.018131136894226074,0.03247828,-0.04612875932652969,-0.9696221105754376,2590,-0.07396682351827621,0.0003,0.03278935505077243,0.2
536,534528,300.0,-0.3402825700000001,261,997,0.251904296875,0.034253597259521484,0.03196246,-0.04721082025789656,-0.9365299785509705,2600,-0.05681566894054413,0.0003,0.04561956476536579,0.2
536,536576,300.0,-0.14662438000000003,262,999,0.22744140625,0.10977882146835327,0.028856937,-0.04441542255226523,-0.9419310821220279,2610,-0.048898424953222275,0.0003,0.04791923785232939,0.2
537,538624,300.0,-0.11282190999999994,263,1001,0.21015625,0.03451508283615112,0.027424593,-0.04519201034854632,-0.9463507529348135,2620,-0.052559077739715576,0.0003,0.0566552389995195,0.2
538,540672,300.0,-0.10633115,264,1004,0.22255859375,0.03415274620056152,0.027676374,-0.04494053240923677,-0.921886801160872,2630,-0.05555345118045807,0.0003,0.051089576567756013,0.2
539,542720,300.0,-0.21395209999999998,265,1006,0.2373046875,0.07849091291427612,0.030395001,-0.04467896479764022,-0.887273402698338,2640,-0.06837277114391327,0.0003,0.027309025480644778,0.2
540,544768,300.0,-0.10704879,266,1008,0.21220703125,0.10555529594421387,0.028715026,-0.04417066354071721,-0.8964867200702429,2650,-0.04179541766643524,0.0003,0.05386061761528253,0.2
541,546816,300.0,0.016392949999999996,267,1010,0.214892578125,-0.10210669040679932,0.029237077,-0.042313735579955394,-0.8786153689026832,2660,-0.06188495457172394,0.0003,0.04133215310284868,0.2
541,548864,300.0,0.14499812,268,1013,0.233984375,-0.027042746543884277,0.02972627,-0.043607297590642705,-0.9071840431541205,2670,-0.03518620878458023,0.0003,0.05675560488598421,0.2
542,550912,300.0,0.11066919000000003,269,1015,0.22255859375,-0.18645894527435303,0.030101527,-0.042285183063359,-0.8932057639583946,2680,-0.05683013051748276,0.0003,0.03951265284558758,0.2
543,552960,300.0,-0.15024156999999996,270,1018,0.208544921875,0.06697189807891846,0.025906153,-0.041375974455149844,-0.8703737055882812,2690,-0.06756498664617538,0.0003,0.017937777368933892,0.2
543,555008,300.0,-0.10616401000000007,271,1020,0.2322265625,-0.04644036293029785,0.0278655,-0.041036826887284404,-0.873229230940342,2700,-0.049921438097953796,0.0003,0.032777424860978496,0.2
544,557056,300.0,-0.31389538,272,1022,0.221142578125,0.06055021286010742,0.028679509,-0.04113070958701428,-0.8728252954781055,2710,-0.04917745664715767,0.0003,0.0618877635570243,0.2
545,559104,300.0,-0.2108439700000001,273,1025,0.217041015625,-0.06616032123565674,0.028875556,-0.042227512571844275,-0.865016020834446,2720,-0.050615910440683365,0.0003,0.04894283242756501,0.2
545,561152,300.0,-0.12543371999999997,274,1027,0.221435546875,-0.06762099266052246,0.02949452,-0.04495139740029117,-0.8674407616257668,2730,-0.057658564299345016,0.0003,0.027142751443898307,0.2
546,563200,300.0,-0.16575362000000005,275,1030,0.22333984375,0.12800580263137817,0.027529575,-0.04394845112401526,-0.8646538574248552,2740,-0.03738809749484062,0.0003,0.04873884361004457,0.2
547,565248,300.0,-0.20641925000000008,276,1032,0.21669921875,0.05696636438369751,0.03246849,-0.0449011546705151,-0.8841690491884947,2750,-0.0627472773194313,0.0003,0.0676815960672684,0.2
548,567296,300.0,-0.22302703999999998,277,1035,0.22265625,0.24612492322921753,0.029349657,-0.04602671849715989,-0.8562936721369624,2760,-0.07745841145515442,0.0003,0.09036286249756813,0.2
548,569344,300.0,-0.23333794000000002,278,1037,0.215673828125,0.29694223403930664,0.029624544,-0.04178686657105572,-0.8680335717275739,2770,-0.04665413498878479,0.0003,0.024775927668088116,0.2
549,571392,300.0,-0.25869754000000006,279,1039,0.222900390625,0.5219081044197083,0.030865636,-0.046658579990617,-0.8956606913357973,2780,-0.07591617107391357,0.0003,0.017984683261602186,0.2
550,573440,300.0,-0.31567220999999995,280,1041,0.23369140625,0.18583989143371582,0.031312894,-0.046499318623682485,-0.8621636668220163,2790,-0.07120708376169205,0.0003,0.04375611422583461,0.2
551,575488,300.0,-0.35746899,281,1043,0.22001953125,0.11402040719985962,0.032595716,-0.04288283171044895,-0.8731801331043243,2800,-0.06086007133126259,0.0003,0.025926131688174793,0.2
552,577536,300.0,-0.5394642099999999,282,1045,0.222705078125,0.3262906074523926,0.031362087,-0.04245809403946623,-0.858194843865931,2810,-0.06808365881443024,0.0003,0.026289895587251522,0.2
552,579584,300.0,-0.41798768000000003,283,1048,0.227392578125,0.12440049648284912,0.029757306,-0.043082771115587094,-0.8915176779031754,2820,-0.028753317892551422,0.0003,0.1039010820677504,0.2
553,581632,300.0,-0.42469991999999995,284,1050,0.23359375,0.17233330011367798,0.03262303,-0.042296846720273604,-0.8776808938011527,2830,-0.05247284471988678,0.0003,0.03545468833181076,0.2
554,583680,300.0,-0.37679353,285,1052,0.22822265625,0.482319176197052,0.030565966,-0.042951700673438606,-0.8376189300790429,2840,-0.0718252956867218,0.0003,0.013277110866329166,0.2
555,585728,300.0,-0.37117469,286,1054,0.228173828125,0.35268688201904297,0.03002146,-0.04442325799318496,-0.8485818773508071,2850,-0.05900822579860687,0.0003,0.023999897052999587,0.2
555,587776,300.0,-0.42306371000000004,287,1057,0.234033203125,0.1995825171470642,0.03143442,-0.04393824522267096,-0.8730552112683654,2860,-0.07931923121213913,0.0003,0.0436582341499161,0.2
556,589824,300.0,-0.5027853600000001,288,1059,0.235302734375,0.0904686450958252,0.03366565,-0.042915438517229634,-0.85295483879745,2870,-0.05001893639564514,0.0003,0.043406614032573995,0.2
557,591872,300.0,-0.34071801,289,1061,0.224951171875,0.040707528591156006,0.03219016,-0.04465965101117035,-0.8210603620857,2880,-0.06611617654561996,0.0003,0.02677850738691632,0.2
558,593920,300.0,-0.25437082,290,1064,0.23056640625,0.26613980531692505,0.031782843,-0.04609987765288679,-0.8465257784351706,2890,-0.05483761057257652,0.0003,0.04504416131530888,0.2
558,595968,300.0,-0.38958073,291,1066,0.236279296875,0.2580782175064087,0.032229144,-0.04348933956061955,-0.8651672543957829,2900,-0.06063918024301529,0.0003,0.013711788128421176,0.2
559,598016,300.0,-0.46523433000000003,292,1068,0.221435546875,0.025654256343841553,0.030527974,-0.03964357175864279,-0.8498356075957417,2910,-0.03248051926493645,0.0003,0.06516534961410798,0.2
530,600064,300.0,-0.3850618599999999,293,1130,0.2552734375,0.0457841157913208,0.035642803,-0.0412070421007229,-0.8525295099243522,2920,-0.052218884229660034,0.0003,0.05353699736879207,0.2
531,602112,300.0,-0.40683621000000003,294,1132,0.2306640625,-0.012776732444763184,0.032583993,-0.04478476110380143,-0.8619113886728883,2930,-0.06430932134389877,0.0003,0.04557091310853138,0.2
532,604160,300.0,-0.31536507,295,1134,0.22763671875,-0.016327381134033203,0.03101809,-0.04607928824261762,-0.8671149475499987,2940,-0.06333711743354797,0.0003,0.02209958429157268,0.2
533,606208,300.0,-0.20733266999999997,296,1137,0.2255859375,0.2136235237121582,0.033784438,-0.046092919996590355,-0.8526737924665213,2950,-0.05539538711309433,0.0003,0.025709375203587116,0.2
533,608256,300.0,-0.25989942,297,1139,0.229736328125,0.2538164258003235,0.031251803,-0.0456949513143627,-0.8627623504027724,2960,-0.05645594745874405,0.0003,0.025966184970457107,0.2
534,610304,300.0,-0.03476948999999999,298,1141,0.228466796875,0.008039474487304688,0.033529587,-0.046032377274241296,-0.8593818422406911,2970,-0.07058560103178024,0.0003,0.04673646364826709,0.2
535,612352,300.0,0.09605088999999997,299,1144,0.252001953125,0.2230299711227417,0.040752873,-0.04675974531564862,-0.866592481918633,2980,-0.04921864718198776,0.0003,0.05845206472440623,0.2
536,614400,300.0,0.11620395999999995,300,1146,0.21923828125,0.3356747031211853,0.031839266,-0.044927985337562856,-0.8516203878447414,2990,-0.08624749630689621,0.0003,0.023068774232524448,0.2
536,616448,300.0,0.28658685999999994,301,1148,0.22080078125,0.2403181791305542,0.030790977,-0.0446947335585719,-0.8442354647442698,3000,-0.036420151591300964,0.0003,0.020527263890835458,0.2
537,618496,300.0,0.23516185999999986,302,1151,0.231494140625,0.4635814428329468,0.030428827,-0.04600719035661314,-0.8373239155858755,3010,-0.0776708647608757,0.0003,0.019660831475630403,0.2
537,620544,300.0,0.44345451,303,1153,0.241259765625,0.18546289205551147,0.03443934,-0.04768761195009574,-0.8357807451859116,3020,-0.06142013892531395,0.0003,0.0233813943748828,0.2
538,622592,300.0,0.28780045000000004,304,1156,0.23662109375,0.2123168706893921,0.034208268,-0.04672464810719248,-0.827005229331553,3030,-0.06721802055835724,0.0003,0.07808064799755812,0.2
539,624640,300.0,0.19790516000000002,305,1158,0.2275390625,0.2642695903778076,0.033617992,-0.04641294628963806,-0.8130897732451559,3040,-0.0657941922545433,0.0003,0.03005925741745159,0.2
540,626688,300.0,0.17396743,306,1160,0.218115234375,0.24535304307937622,0.028874936,-0.04419561123359017,-0.8251095499843359,3050,-0.05236329510807991,0.0003,0.04301326340064406,0.2
540,628736,300.0,0.11865434000000001,307,1162,0.231884765625,0.35663163661956787,0.032481447,-0.04465231400972698,-0.8157881636172533,3060,-0.0639634057879448,0.0003,0.025290961435530335,0.2
541,630784,300.0,0.05446847000000003,308,1165,0.219140625,0.0756182074546814,0.032489043,-0.045761364250211045,-0.8069535119459033,3070,-0.08451949059963226,0.0003,0.038605576887493956,0.2
542,632832,300.0,0.15016537,309,1167,0.24169921875,0.212469220161438,0.036546472,-0.04561044372094329,-0.8324996223673224,3080,-0.07198934257030487,0.0003,0.02976130856841337,0.2
542,634880,300.0,0.35029533000000007,310,1169,0.225927734375,0.08988159894943237,0.030912824,-0.043790298243402505,-0.8036674784496427,3090,-0.06090151518583298,0.0003,0.05347678263206035,0.2
543,636928,300.0,0.17407486000000005,311,1172,0.224072265625,-0.346840500831604,0.034934305,-0.045101116634032226,-0.7962172588333487,3100,-0.07253638654947281,0.0003,0.032429456640966234,0.2
543,638976,300.0,0.25074032,312,1174,0.24736328125,-0.043404459953308105,0.035685778,-0.04476097184815444,-0.804284791648388,3110,-0.07389777898788452,0.0003,0.02701225453056395,0.2
544,641024,300.0,0.25869329,313,1177,0.232373046875,0.007833361625671387,0.03385698,-0.043092580656229985,-0.8112973676994443,3120,-0.07421579957008362,0.0003,0.030221823987085374,0.2
545,643072,300.0,0.29112528,314,1179,0.237158203125,-0.08038997650146484,0.037924822,-0.04394585017871577,-0.8159361526370048,3130,-0.05121432989835739,0.0003,0.05850444821990095,0.2
545,645120,300.0,0.23513854,315,1181,0.21513671875,0.08138984441757202,0.02866615,-0.04393233509908896,-0.8062336230650544,3140,-0.055609650909900665,0.0003,0.031884361186530444,0.2
546,647168,300.0,0.12281469999999998,316,1184,0.226025390625,0.21776139736175537,0.031706586,-0.04311154096503742,-0.808614943176508,3150,-0.07358221709728241,0.0003,0.04691309509216808,0.2
547,649216,300.0,0.19748504000000003,317,1186,0.24091796875,-0.12310492992401123,0.034557518,-0.04698758878803346,-0.8106314847245812,3160,-0.04764329642057419,0.0003,0.039086005662102255,0.2
547,651264,300.0,0.20874667000000002,318,1188,0.2181640625,0.062152862548828125,0.030916927,-0.04509218263556249,-0.8119742222130298,3170,-0.05249644070863724,0.0003,0.08288183148251846,0.2
548,653312,300.0,0.27995317,319,1190,0.234326171875,0.0987621545791626,0.03692051,-0.0435859799006721,-0.773117215745151,3180,-0.07079951465129852,0.0003,0.03156551411375404,0.2
549,655360,300.0,0.23964085000000004,320,1193,0.240625,0.047780752182006836,0.03307618,-0.041865960985887796,-0.7780155396088958,3190,-0.03890424966812134,0.0003,0.06705438510980458,0.2
549,657408,300.0,0.16856776,321,1195,0.230126953125,0.0756421685218811,0.03134783,-0.04526680375856813,-0.7877251515164971,3200,-0.02609957754611969,0.0003,0.06125295527745038,0.2
550,659456,300.0,0.28740983,322,1197,0.2318359375,0.25597214698791504,0.038919307,-0.04594871235021856,-0.7935750430449844,3210,-0.035357724875211716,0.0003,0.07565300886053591,0.2
551,661504,300.0,0.3150167599999999,323,1199,0.2435546875,0.16746395826339722,0.034429368,-0.04699598597362638,-0.8107398308813571,3220,-0.07357906550168991,0.0003,0.024580289903678932,0.2
552,663552,300.0,0.22479550000000004,324,1201,0.225634765625,-0.10686695575714111,0.03220459,-0.043409257085295395,-0.7872937159612775,3230,-0.017228424549102783,0.0003,0.09854608486639335,0.2
552,665600,300.0,0.12503884000000004,325,1204,0.23388671875,-0.12881028652191162,0.03366573,-0.04433931992389262,-0.7493401233106851,3240,-0.07296562939882278,0.0003,0.03402905878028832,0.2
553,667648,300.0,0.24737450000000002,326,1206,0.224951171875,0.03568142652511597,0.037789993,-0.04228373415244278,-0.7969332197681069,3250,-0.046259261667728424,0.0003,0.03430106251325924,0.2
553,669696,300.0,0.12784092000000008,327,1209,0.2294921875,-0.10391712188720703,0.040553488,-0.045427259130519815,-0.7857615545392036,3260,-0.046007439494132996,0.0003,0.056423417653422805,0.2
554,671744,300.0,-0.11644108999999993,328,1211,0.23515625,-0.03132069110870361,0.036667027,-0.04554677750566043,-0.7960316719487309,3270,-0.07728393375873566,0.0003,0.04238538380013779,0.2
555,673792,300.0,-0.02662363999999998,329,1213,0.23251953125,-0.2607419490814209,0.038200054,-0.042404084067675284,-0.7886625340208411,3280,-0.06418192386627197,0.0003,0.028925290951156056,0.2
555,675840,300.0,-0.052629710000000045,330,1216,0.232275390625,-0.024947047233581543,0.0316668,-0.045870228720013985,-0.7561561221256852,3290,-0.07482212781906128,0.0003,0.05154932521400042,0.2
556,677888,300.0,-0.044245160000000075,331,1218,0.228271484375,-0.18970894813537598,0.031249067,-0.04449306411843281,-0.778770424053073,3300,-0.0750986635684967,0.0003,0.0679522433085367,0.2
556,679936,300.0,-0.23837469000000006,332,1220,0.231103515625,-0.011701226234436035,0.037723273,-0.04495490312401671,-0.7845550999045372,3310,-0.054914385080337524,0.0003,0.07896655271761119,0.2
557,681984,300.0,-0.36153383000000006,333,1223,0.2431640625,0.04662579298019409,0.03565279,-0.050061549150268544,-0.7909685486927629,3320,-0.04675440490245819,0.0003,0.0689498815103434,0.2
558,684032,300.0,-0.37488636999999997,334,1225,0.2328125,0.040096938610076904,0.03677602,-0.04485547497170046,-0.7772910537198185,3330,-0.062154050916433334,0.0003,0.053163421305362134,0.2
558,686080,300.0,-0.19097460000000002,335,1228,0.221044921875,0.033646583557128906,0.03486762,-0.042981623014202344,-0.789177143201232,3340,-0.05796234682202339,0.0003,0.025221378254354932,0.2
558,688128,300.0,-0.22110141,336,1231,0.2498046875,0.20574897527694702,0.037890106,-0.046614898840198295,-0.7776237014681101,3350,-0.04899218678474426,0.0003,0.03601053900201805,0.2
559,690176,300.0,-0.38761580000000007,337,1233,0.225341796875,0.23147118091583252,0.034285568,-0.042618239062721844,-0.7834112022072077,3360,-0.0436166487634182,0.0003,0.05466854944243096,0.2
559,692224,300.0,-0.29050897000000003,338,1236,0.237744140625,0.2250821590423584,0.033225928,-0.04295295785996132,-0.8085460411384702,3370,-0.06053893640637398,0.0003,0.038275232806336136,0.2
560,694272,300.0,-0.2718043700000001,339,1239,0.245556640625,-0.1666773557662964,0.033578105,-0.04905371897912118,-0.8057574581354856,3380,-0.0777917131781578,0.0003,0.014868989086244256,0.2
560,696320,300.0,-0.3796649399999999,340,1242,0.24150390625,0.29976755380630493,0.03613679,-0.04745073233207222,-0.7657626248896122,3390,-0.046102434396743774,0.0003,0.030274917394854127,0.2
560,698368,300.0,-0.36972290999999996,341,1245,0.253857421875,0.24973279237747192,0.036883466,-0.04429878870869288,-0.7901700675487519,3400,-0.06339503079652786,0.0003,0.03760044975788333,0.2
535,700416,300.0,-0.44707946000000015,342,1308,0.244482421875,0.16477328538894653,0.03525934,-0.045959090517135336,-0.7704734195023775,3410,-0.05252495035529137,0.0003,0.0677621795446612,0.2
535,702464,300.0,-0.28298482,343,1311,0.24228515625,0.2533266544342041,0.040384084,-0.04414858864620328,-0.7529109751805663,3420,-0.04275074973702431,0.0003,0.037660782667808236,0.2
536,704512,300.0,-0.24312442000000004,344,1313,0.227001953125,0.5051319599151611,0.033329688,-0.04076800931070466,-0.7408620299771428,3430,-0.06863263994455338,0.0003,0.045519217720720914,0.2
537,706560,300.0,-0.041384010000000034,345,1315,0.2373046875,0.5293573141098022,0.036158107,-0.04673521877848543,-0.7306015353649855,3440,-0.05180622637271881,0.0003,0.0453288898745086,0.2
537,708608,300.0,-0.047023300000000046,346,1317,0.2220703125,0.6373456716537476,0.035494372,-0.04065150220121723,-0.740880755148828,3450,-0.050242241472005844,0.0003,0.03960503885173239,0.2
538,710656,300.0,-0.011805860000000083,347,1320,0.226513671875,0.5205527544021606,0.041616358,-0.04397430075332522,-0.7216803221032023,3460,-0.054677918553352356,0.0003,0.04370397348538972,0.2
539,712704,300.0,0.05477664999999993,348,1322,0.23291015625,0.5199323296546936,0.033205044,-0.04029101754131261,-0.7349724683910608,3470,-0.02417728677392006,0.0003,0.048906241927761586,0.2
539,714752,300.0,-0.04410925000000009,349,1324,0.22939453125,0.4628896713256836,0.034724765,-0.04109246938023716,-0.7333026044070721,3480,-0.034769944846630096,0.0003,0.039729474409250544,0.2
540,716800,300.0,0.07758356999999994,350,1327,0.245263671875,0.21884268522262573,0.040654197,-0.04841810576908756,-0.6997902208939195,3490,-0.04872133210301399,0.0003,0.02233659180928953,0.2
540,718848,300.0,0.15861721999999998,351,1329,0.214111328125,0.3070259094238281,0.03421393,-0.04009737567976117,-0.7059154262766242,3500,-0.04823724552989006,0.0003,0.03773863443057053,0.2
541,720896,300.0,0.09694422999999994,352,1331,0.237744140625,0.06847542524337769,0.038984403,-0.043651907431194556,-0.6905329560860991,3510,-0.056680962443351746,0.0003,0.053950078756315634,0.2
541,722944,300.0,-0.06568789,353,1334,0.2271484375,0.06258499622344971,0.039064646,-0.04522767585003749,-0.6600182285532356,3520,-0.06678000837564468,0.0003,0.048831002076622096,0.2
542,724992,300.0,-0.023051840000000018,354,1337,0.235595703125,0.2512257695198059,0.04247294,-0.043151621273136695,-0.6904483750462532,3530,-0.02710307389497757,0.0003,0.08488556790398434,0.2
542,727040,300.0,0.10356148,355,1339,0.22138671875,0.35765165090560913,0.035525687,-0.043208328820765016,-0.6982559436932206,3540,-0.06422930955886841,0.0003,0.031253801577258856,0.2
543,729088,300.0,0.11504830000000005,356,1341,0.212255859375,0.49250781536102295,0.033581607,-0.042070034872449466,-0.7119813486933708,3550,-0.05418224632740021,0.0003,0.024188169930130243,0.2
543,731136,300.0,0.12030667999999997,357,1344,0.2197265625,0.4258245825767517,0.037275333,-0.04060258905228693,-0.6975116699934005,3560,-0.03692983090877533,0.0003,0.024705072058713994,0.2
544,733184,300.0,-0.06483049000000002,358,1346,0.214208984375,0.47316086292266846,0.034793466,-0.04368798052018974,-0.729149097763002,3570,-0.04471489414572716,0.0003,0.021240324672544376,0.2
544,735232,300.0,-0.01885468000000002,359,1349,0.22744140625,0.11404067277908325,0.036024295,-0.04236552072543418,-0.7377927975729108,3580,-0.039576493203639984,0.0003,0.04283062979229726,0.2
545,737280,300.0,0.053842879999999954,360,1352,0.2412109375,0.05573195219039917,0.039986335,-0.04598670451523503,-0.739733575284481,3590,-0.040209364145994186,0.0003,0.043252285750349985,0.2
545,739328,300.0,0.09894763,361,1354,0.232470703125,0.24807196855545044,0.03879749,-0.04670769612130243,-0.7373243412002921,3600,-0.06402133405208588,0.0003,0.051794997102115305,0.2
546,741376,300.0,0.19092327000000003,362,1357,0.23251953125,0.11834490299224854,0.03575173,-0.043103240971686316,-0.7328827440738678,3610,-0.045906662940979004,0.0003,0.054963483242318034,0.2
546,743424,300.0,-0.04333572,363,1359,0.240185546875,0.251828134059906,0.039557766,-0.04703370669449214,-0.7216515868902207,3620,-0.016432374715805054,0.0003,0.1391298967646435,0.2
547,745472,300.0,-0.08430222000000004,364,1361,0.22275390625,0.06106722354888916,0.03507495,-0.0442116561345756,-0.725574679300189,3630,-0.052595652639865875,0.0003,0.06706058096606285,0.2
547,747520,300.0,-0.23633958999999996,365,1364,0.215966796875,-0.16078782081604004,0.035690594,-0.04154324882547371,-0.7120999500155449,3640,-0.041349492967128754,0.0003,0.07370449918089435,0.2
548,749568,300.0,-0.21812018999999996,366,1367,0.23662109375,-0.019170522689819336,0.03313992,-0.04428048013069201,-0.7332331363111735,3650,-0.053749047219753265,0.0003,0.056810071400832385,0.2
548,751616,300.0,-0.03933345,367,1369,0.243994140625,0.004548192024230957,0.04116959,-0.04492439430032391,-0.731416100077331,3660,-0.03225656971335411,0.0003,0.1153998451307416,0.2
549,753664,300.0,-0.04090969000000002,368,1371,0.219775390625,-0.023365378379821777,0.03418833,-0.04198712623328902,-0.7269835121929645,3670,-0.021877121180295944,0.0003,0.09922848144778981,0.2
550,755712,300.0,-0.14948672999999998,369,1373,0.236865234375,-0.02844250202178955,0.039617922,-0.043901425726653544,-0.7153547255322337,3680,-0.03325542435050011,0.0003,0.04359905351884663,0.2
550,757760,300.0,-0.10689502999999999,370,1375,0.229150390625,-0.02232813835144043,0.0352551,-0.04366170091816457,-0.7361744413152337,3690,-0.06001230701804161,0.0003,0.06653051960747688,0.2
551,759808,300.0,-0.19173527999999998,371,1377,0.234130859375,0.13475453853607178,0.039337233,-0.04303837032639422,-0.7433893758803606,3700,-0.07477399706840515,0.0003,0.058207581972237674,0.2
551,761856,300.0,-0.17071426000000006,372,1380,0.214892578125,-0.08465456962585449,0.035630494,-0.04267865661240648,-0.6994270700961351,3710,-0.043362438678741455,0.0003,0.05262578813708387,0.2
552,763904,300.0,-0.12471159999999998,373,1382,0.24423828125,-0.15827715396881104,0.041704644,-0.04588904786505736,-0.7115807861089707,3720,-0.049133479595184326,0.0003,0.044528769329190254,0.2
553,765952,300.0,-0.29861141,374,1384,0.238916015625,-0.10479366779327393,0.042828828,-0.04087264982517809,-0.695603851415217,3730,-0.057527389377355576,0.0003,0.038587425916921346,0.2
553,768000,300.0,-0.2838835400000001,375,1387,0.232666015625,-0.23479998111724854,0.039597135,-0.04413995604263619,-0.6969372252002358,3740,-0.0693153664469719,0.0003,0.030748813200625592,0.2
554,770048,300.0,-0.3051475600000001,376,1389,0.241748046875,-0.034428954124450684,0.044602253,-0.04504793587548193,-0.6891256216913462,3750,-0.015836333855986595,0.0003,0.06580081479623914,0.2
554,772096,300.0,-0.3954620200000001,377,1391,0.24033203125,0.18289399147033691,0.045461535,-0.04069992867880501,-0.6958295099437237,3760,-0.07554582506418228,0.0003,0.03780484967282973,0.2
555,774144,300.0,-0.28253255000000005,378,1394,0.210302734375,0.15944337844848633,0.03679952,-0.04339578975632321,-0.6816440694965422,3770,-0.025679439306259155,0.0003,0.07288734575267881,0.2
555,776192,300.0,-0.18993749999999998,379,1396,0.218115234375,0.12342792749404907,0.03758704,-0.04034968011255842,-0.7170529935508967,3780,-0.038537345826625824,0.0003,0.10482273498782887,0.2
556,778240,300.0,-0.23607262,380,1398,0.233740234375,0.16688942909240723,0.034952432,-0.040684289213095325,-0.6895122025161982,3790,-0.028478477150201797,0.0003,0.06318008457310498,0.2
557,780288,300.0,-0.23776662999999998,381,1400,0.22939453125,-0.19916939735412598,0.03718932,-0.04346448346041143,-0.7021505955606699,3800,-0.06734796613454819,0.0003,0.044939196086488664,0.2
557,782336,300.0,-0.45913226,382,1403,0.222900390625,-0.11440253257751465,0.038402498,-0.044475090532796455,-0.6536031424999237,3810,-0.0504043847322464,0.0003,0.03755831205053255,0.2
558,784384,300.0,-0.43997268,383,1405,0.236767578125,0.044352948665618896,0.03817404,-0.04780960553907789,-0.6877385588362813,3820,-0.056401707231998444,0.0003,0.05346351001644507,0.2
558,786432,300.0,-0.41144497,384,1407,0.22666015625,0.1306057572364807,0.039205417,-0.04359748144634068,-0.6940623121336102,3830,-0.058652639389038086,0.0003,0.02184497312118765,0.2
559,788480,300.0,-0.45906997999999993,385,1409,0.233935546875,0.20157456398010254,0.038287386,-0.04264776942145545,-0.7200741400942207,3840,-0.08134541660547256,0.0003,0.011247655785700772,0.2
559,790528,300.0,-0.3249095000000001,386,1412,0.2345703125,0.22196614742279053,0.0394941,-0.044283404375892135,-0.7000138908624649,3850,-0.06994850933551788,0.0003,0.033907582372194156,0.2
