time/time_elapsed,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/clip_fraction,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/loss,train/learning_rate,train/value_loss,train/explained_variance,train/n_updates
841,300.0,248,507904,603,0.2212626300000001,0.1888671875,-0.8190959881991148,0.025308877,-0.0393863348668674,0.2,0.09524787962436676,0.0003,0.2732076452113688,-0.3270430564880371,2470
843,300.0,249,509952,604,0.15677379000000002,0.201611328125,-0.8388178134337068,0.023163166,-0.04067399716586806,0.2,0.21090419590473175,0.0003,0.6519955568946898,0.15018117427825928,2480
845,300.0,250,512000,605,-0.6304079299999998,0.228759765625,-0.8080753769725562,0.029374398,-0.04077498067636043,0.2,0.024136170744895935,0.0003,0.21515559724066408,0.30446332693099976,2490
847,300.0,251,514048,606,-0.5485317499999997,0.194140625,-0.8330464193597436,0.025153713,-0.04212318838108331,0.2,0.1663954257965088,0.0003,0.4576470240950584,0.259657621383667,2500
851,300.0,252,516096,605,-0.13135150999999984,0.198974609375,-0.8286586068570614,0.02755259,-0.04197165927616879,0.2,0.0745556578040123,0.0003,0.278857734054327,-0.031455397605895996,2510
854,300.0,253,518144,606,-0.06733567000000001,0.1955078125,-0.8091102262958885,0.028475072,-0.04029676626378205,0.2,0.14020365476608276,0.0003,0.39972215979360043,-0.17741549015045166,2520
857,300.0,254,520192,606,0.2607429800000002,0.20771484375,-0.8062299709767103,0.029361986,-0.041336127955582926,0.2,0.08241674304008484,0.0003,0.30737320207990704,-0.038718223571777344,2530
859,300.0,255,522240,607,0.0030490499999998467,0.196923828125,-0.7924231657758355,0.027265841,-0.03947605266002938,0.2,0.24811235070228577,0.0003,0.6997171973809599,-0.06314826011657715,2540
862,300.0,256,524288,608,-0.19225043999999986,0.221533203125,-0.793841321580112,0.031491544,-0.04091643543652026,0.2,-0.029593609273433685,0.0003,0.1400360724888742,-0.06737399101257324,2550
864,300.0,257,526336,608,0.18181488999999995,0.230029296875,-0.7854810720309615,0.027052127,-0.03880932920583291,0.2,0.2558934688568115,0.0003,0.4884700670372695,-0.04526364803314209,2560
868,300.0,258,528384,608,0.012262240000000126,0.21103515625,-0.768906326033175,0.027052239,-0.03671338411222678,0.2,0.0454956516623497,0.0003,0.38367883902974426,0.017423033714294434,2570
870,300.0,259,530432,609,0.47536321999999986,0.224755859375,-0.788944405131042,0.036636107,-0.04136444091564044,0.2,0.23328983783721924,0.0003,0.54512873981148,-0.09370112419128418,2580
872,300.0,260,532480,610,0.8634324,0.216162109375,-0.7589274132624269,0.03090261,-0.0386447086581029,0.2,0.3171147108078003,0.0003,0.9557749094441533,-0.07201504707336426,2590
874,300.0,261,534528,610,0.8080794199999999,0.2044921875,-0.7554396079853177,0.028808456,-0.03710701254167361,0.2,0.14624911546707153,0.0003,0.2684739464893937,0.11361181735992432,2600
877,300.0,262,536576,611,0.84719617,0.224853515625,-0.7910007797181606,0.034938857,-0.03977683824195992,0.2,0.14494751393795013,0.0003,0.3656159122940153,0.146051287651062,2610
879,300.0,263,538624,612,1.1978312100000001,0.216064453125,-0.800139926187694,0.027867943,-0.04086182334576734,0.2,0.25579702854156494,0.0003,0.7432117046788335,0.10383814573287964,2620
882,300.0,264,540672,612,1.40294475,0.195703125,-0.7791156293824315,0.027624015,-0.037535204840241934,0.2,0.11739680916070938,0.0003,0.4585597553290427,0.06786537170410156,2630
884,300.0,265,542720,613,1.9867865,0.210693359375,-0.7678614806383848,0.032629386,-0.03897901666496182,0.2,-0.024312835186719894,0.0003,0.1500586529960856,0.6075717806816101,2640
887,300.0,266,544768,614,1.9541003399999999,0.21572265625,-0.7630874920636416,0.029465942,-0.04118587204720825,0.2,0.1061750203371048,0.0003,0.5258969886228442,0.3229334354400635,2650
889,300.0,267,546816,614,1.9822181799999996,0.21318359375,-0.7632157273590565,0.028334254,-0.03937143550429027,0.2,0.14911958575248718,0.0003,0.4485426657367498,0.23818010091781616,2660
891,300.0,268,548864,615,2.0229291899999997,0.215771484375,-0.7641346026211977,0.0322412,-0.03999902700597886,0.2,0.030724741518497467,0.0003,0.18387102438136935,0.5057733654975891,2670
893,300.0,269,550912,616,2.3262112299999997,0.213720703125,-0.7817527655512094,0.031355068,-0.037747600943839645,0.2,0.10561362653970718,0.0003,0.3164052532520145,0.27455341815948486,2680
895,300.0,270,552960,617,2.3914372799999994,0.19794921875,-0.7632738281041384,0.027274303,-0.036569612679886634,0.2,0.2857506573200226,0.0003,0.63773851133883,0.24478834867477417,2690
898,300.0,271,555008,618,1.6859499,0.2064453125,-0.7664799492806196,0.029132575,-0.04228838657436427,0.2,0.08855155855417252,0.0003,0.471856346540153,0.2716085910797119,2700
900,300.0,272,557056,618,1.04863035,0.208154296875,-0.7853312803432345,0.027839761,-0.03777158326411154,0.2,0.1591218262910843,0.0003,0.4792558045592159,0.2861883044242859,2710
902,300.0,273,559104,619,1.2726700999999998,0.21015625,-0.7499368593096734,0.03085475,-0.03872224465594627,0.2,0.07842616736888885,0.0003,0.28070948300883175,0.6332905888557434,2720
904,300.0,274,561152,620,1.18710436,0.200390625,-0.752423382550478,0.028180234,-0.03559359656937886,0.2,0.20663076639175415,0.0003,0.5008885657414794,0.39070916175842285,2730
907,300.0,275,563200,620,0.32699201,0.204345703125,-0.7823005545884371,0.027366992,-0.03983108694956172,0.2,0.23530294001102448,0.0003,0.6810520803555846,0.3386806845664978,2740
910,300.0,276,565248,621,0.5430208599999999,0.2109375,-0.7711221465840936,0.02957438,-0.03986876195995137,0.2,0.05853208526968956,0.0003,0.28003555252216755,0.6549617648124695,2750
912,300.0,277,567296,621,0.26047699,0.20537109375,-0.756058581545949,0.030153165,-0.03721704232011689,0.2,0.22995737195014954,0.0003,0.6580577158369124,0.3033761978149414,2760
915,300.0,278,569344,622,0.27982924999999975,0.219677734375,-0.7411598706617951,0.035550185,-0.03915544743067585,0.2,0.13758105039596558,0.0003,0.4165165815502405,0.237338125705719,2770
917,300.0,279,571392,622,0.19219565999999996,0.19912109375,-0.7259186344221235,0.03068979,-0.03946472933603218,0.2,0.16865530610084534,0.0003,0.5187330119311809,0.11936396360397339,2780
920,300.0,280,573440,623,0.74345494,0.217578125,-0.728283342346549,0.03156461,-0.0425539622141514,0.2,0.0585591122508049,0.0003,0.23054868350736796,-0.25132620334625244,2790
922,300.0,281,575488,623,0.30727400999999993,0.18818359375,-0.7256122486665845,0.026866317,-0.035271091024333144,0.2,0.1699090600013733,0.0003,0.6403267382644117,-0.04260993003845215,2800
924,300.0,282,577536,624,0.047374339999999876,0.221142578125,-0.7342628171667457,0.0320536,-0.04191104596975492,0.2,0.03999046981334686,0.0003,0.16633146626409143,-0.1917797327041626,2810
926,300.0,283,579584,625,0.09102487000000004,0.208349609375,-0.7222766801714897,0.03303732,-0.039094002670026384,0.2,0.08487501740455627,0.0003,0.35507891648449,0.010877907276153564,2820
929,300.0,284,581632,625,-0.1683780099999999,0.183349609375,-0.7009062550961971,0.026424002,-0.03326128956541652,0.2,0.24628877639770508,0.0003,1.3816767860203982,0.042832016944885254,2830
931,300.0,285,583680,626,0.24574977999999983,0.2234375,-0.7294806234538556,0.03420744,-0.041764269466511905,0.2,0.06807027012109756,0.0003,0.22008271529339254,-0.2709423303604126,2840
933,300.0,286,585728,627,0.44502156000000015,0.20029296875,-0.7167837044224143,0.030064417,-0.03568033774499781,0.2,0.544230043888092,0.0003,0.8649195063859224,-0.02571570873260498,2850
935,300.0,287,587776,628,0.6264285900000002,0.21748046875,-0.7334943551570177,0.03456564,-0.040319185183034276,0.2,0.08585157990455627,0.0003,0.2673765089828521,-0.04103577136993408,2860
937,300.0,288,589824,629,0.6827835900000003,0.1998046875,-0.7408782487735153,0.025077805,-0.034221315105969555,0.2,0.17024663090705872,0.0003,0.6926991255488246,0.05031698942184448,2870
939,300.0,289,591872,629,0.6663388599999999,0.218994140625,-0.7455033339560032,0.031390242,-0.03713148852984886,0.2,0.12780237197875977,0.0003,0.4405914735049009,-0.009596109390258789,2880
941,300.0,290,593920,630,0.9577750699999998,0.23447265625,-0.7789665350690484,0.030783195,-0.04100960124633275,0.2,0.011287819594144821,0.0003,0.15288717932999135,0.11465734243392944,2890
944,300.0,291,595968,631,0.3999057199999999,0.20673828125,-0.7772364916279912,0.027647505,-0.03736841407080647,0.2,0.14146000146865845,0.0003,0.3775997814256698,0.17513799667358398,2900
946,300.0,292,598016,631,0.34634112000000045,0.210205078125,-0.7540506917983294,0.033244707,-0.03816530844924273,0.2,0.03769686073064804,0.0003,0.2508796668611467,0.37218034267425537,2910
1018,300.0,293,600064,589,0.2417427900000002,0.21806640625,-0.8099468559026718,0.030603945,-0.03881255667947699,0.2,0.19214840233325958,0.0003,0.8292573525570333,0.13624966144561768,2920
1020,300.0,294,602112,589,-0.38320160000000003,0.195703125,-0.7974418181926012,0.025070244,-0.036793670554470734,0.2,0.07937905192375183,0.0003,0.5033690175041556,0.18813568353652954,2930
1022,300.0,295,604160,590,-0.14867811,0.219189453125,-0.77865498829633,0.029085949,-0.040470822917995974,0.2,0.037844158709049225,0.0003,0.2792891747318208,0.11530226469039917,2940
1024,300.0,296,606208,591,-0.30204102,0.219189453125,-0.7739317396655678,0.029729418,-0.042378874105634165,0.2,0.07818271964788437,0.0003,0.2933277325704694,-0.12491285800933838,2950
1027,300.0,297,608256,592,-0.38460983999999976,0.1935546875,-0.7732988309115172,0.02427822,-0.03416950221580919,0.2,0.17499369382858276,0.0003,0.7279575652442872,0.0547562837600708,2960
1030,300.0,298,610304,592,-0.18938430999999994,0.219873046875,-0.7667445948347449,0.03128623,-0.04235614983190317,0.2,0.04839885234832764,0.0003,0.3901981980074197,-0.018027663230895996,2970
1032,300.0,299,612352,592,0.2873703399999998,0.22021484375,-0.7558019267395139,0.033137262,-0.039398087679001034,0.2,0.04287443682551384,0.0003,0.15752892775926738,-0.23727965354919434,2980
1034,300.0,300,614400,593,0.027367949999999867,0.1982421875,-0.7749957328662276,0.029560372,-0.041528817240032365,0.2,0.16129717230796814,0.0003,0.4336339701898396,0.038477182388305664,2990
1037,300.0,301,616448,594,-0.5442022700000001,0.210595703125,-0.7810842426493764,0.030283475,-0.04261317391064949,0.2,0.1992107629776001,0.0003,0.4161277052015066,-0.06868958473205566,3000
1039,300.0,302,618496,595,-0.59532003,0.21953125,-0.8081353599205613,0.032838628,-0.042513071466237305,0.2,0.027514956891536713,0.0003,0.1905768235679716,-0.08332085609436035,3010
1041,300.0,303,620544,595,-0.12571548999999985,0.218994140625,-0.7752352640032768,0.03422033,-0.04161793174280319,0.2,0.22434714436531067,0.0003,0.6073018805123865,0.01384514570236206,3020
1043,300.0,304,622592,596,-0.23169199000000007,0.237353515625,-0.7718338772654534,0.038796227,-0.04500983832404017,0.2,-0.0451967678964138,0.0003,0.07814073382178321,-0.10997891426086426,3030
1046,300.0,305,624640,596,0.22376054000000004,0.224365234375,-0.7770226988941431,0.03269914,-0.04066954891604837,0.2,0.0879383310675621,0.0003,0.29793259566649793,0.07933396100997925,3040
1048,300.0,306,626688,597,0.43645700000000004,0.221044921875,-0.776327021792531,0.032213572,-0.04213231700414326,0.2,0.05484502390027046,0.0003,0.3111413305159658,0.0217706561088562,3050
1050,300.0,307,628736,598,0.3062807400000001,0.1978515625,-0.7578529410064221,0.030232858,-0.03693731833336642,0.2,0.0996362566947937,0.0003,0.41723775761201976,-0.21024370193481445,3060
1053,300.0,308,630784,598,0.32637803000000004,0.2333984375,-0.7878800697624684,0.034877278,-0.045584040865651335,0.2,0.03780199587345123,0.0003,0.3341712724883109,-0.047415971755981445,3070
1055,300.0,309,632832,599,0.23053763999999974,0.227099609375,-0.7959979858249426,0.03046202,-0.04006030561577063,0.2,0.059112854301929474,0.0003,0.2956319187302142,-0.05314207077026367,3080
1057,300.0,310,634880,600,-0.0891172900000003,0.230029296875,-0.7857756508514285,0.033461817,-0.042764544964302334,0.2,0.3926748037338257,0.0003,0.6417629930190742,-0.004502773284912109,3090
1059,300.0,311,636928,600,0.6604024899999998,0.2228515625,-0.770344502851367,0.03515943,-0.040325421512534376,0.2,0.03910931944847107,0.0003,0.23815868338569998,-0.006848812103271484,3100
1062,300.0,312,638976,601,0.4376859599999999,0.219580078125,-0.7863321056589484,0.03186279,-0.04136543241911568,0.2,0.02755681425333023,0.0003,0.2702925341203809,-0.02507460117340088,3110
1064,300.0,313,641024,602,-0.08958862000000019,0.212939453125,-0.7902314940467476,0.030388096,-0.037871988432016224,0.2,0.08263437449932098,0.0003,0.3669186671730131,-0.05774974822998047,3120
1067,300.0,314,643072,602,-0.2985875699999999,0.20556640625,-0.8029034398496151,0.03159949,-0.03774489095667377,0.2,0.09675950556993484,0.0003,0.4798841848038137,-0.02693641185760498,3130
1070,300.0,315,645120,602,0.22297081999999996,0.21220703125,-0.7760262824594975,0.031863168,-0.04028385676210746,0.2,0.16085629165172577,0.0003,0.48103756196796893,0.05696970224380493,3140
1073,300.0,316,647168,602,0.46998457999999993,0.226318359375,-0.7696028299629688,0.03380114,-0.0432339708408108,0.2,0.05027078092098236,0.0003,0.2965394540689886,-0.1317448616027832,3150
1077,300.0,317,649216,602,0.5990618800000003,0.233154296875,-0.783614069968462,0.03245715,-0.03993934848112986,0.2,0.09880955517292023,0.0003,0.3148609603289515,-0.04145157337188721,3160
1079,300.0,318,651264,603,0.68702379,0.232373046875,-0.7812643019482494,0.03543581,-0.04199900965031702,0.2,0.10768695175647736,0.0003,0.3875612098257989,-0.011983990669250488,3170
1081,300.0,319,653312,604,0.62017726,0.232275390625,-0.7752490546554327,0.031865593,-0.044943172647617755,0.2,0.028625838458538055,0.0003,0.2587031779345125,0.08454728126525879,3180
1084,300.0,320,655360,604,1.0164053499999999,0.223046875,-0.7834071161225438,0.032617517,-0.04604032973002177,0.2,0.10802944004535675,0.0003,0.44541032128036023,0.12629330158233643,3190
1086,300.0,321,657408,604,1.4473036099999999,0.20244140625,-0.7843639960512518,0.027786635,-0.03999502640217543,0.2,0.37537896633148193,0.0003,0.9078976707533002,0.18984746932983398,3200
1089,300.0,322,659456,605,1.1073835999999997,0.22412109375,-0.8074676476418972,0.031683367,-0.042503399125416765,0.2,0.10029283165931702,0.0003,0.3907085436396301,0.22144126892089844,3210
1091,300.0,323,661504,606,1.43353791,0.2267578125,-0.7980821795761586,0.035814926,-0.04379239424015395,0.2,0.01389014720916748,0.0003,0.2858619530219585,0.35787028074264526,3220
1093,300.0,324,663552,606,1.2174173999999998,0.226708984375,-0.7755727335810662,0.031099083,-0.039886732990271415,0.2,0.0568375289440155,0.0003,0.29005518096964805,0.3657669425010681,3230
1096,300.0,325,665600,607,0.9463546499999999,0.22529296875,-0.7982576120644808,0.030413894,-0.041708059291704555,0.2,0.010982915759086609,0.0003,0.2059001071145758,0.3987160921096802,3240
1098,300.0,326,667648,607,1.0535901,0.22900390625,-0.7824972346425056,0.0327091,-0.04308081099879928,0.2,0.007758133113384247,0.0003,0.23219775250181557,0.5734913349151611,3250
1101,300.0,327,669696,608,0.8783918399999999,0.210791015625,-0.7964908692985773,0.03077959,-0.04377301253844053,0.2,0.025004565715789795,0.0003,0.14844340374693274,0.6808104515075684,3260
1103,300.0,328,671744,608,1.4125281000000003,0.21064453125,-0.8047316633164883,0.024629403,-0.038120265112956984,0.2,0.31152042746543884,0.0003,0.6306621142663061,0.3404967188835144,3270
1105,300.0,329,673792,609,1.3953897600000003,0.224365234375,-0.8124458771198988,0.031720944,-0.042762575033702885,0.2,0.09235689043998718,0.0003,0.2877341237850487,0.3880174160003662,3280
1108,300.0,330,675840,609,1.2394068300000003,0.2181640625,-0.7960730016231536,0.031436972,-0.04249786733125802,0.2,0.16343307495117188,0.0003,0.46756524639204144,0.05663269758224487,3290
1110,300.0,331,677888,610,1.12536177,0.2328125,-0.8140926571562886,0.038266957,-0.045694802812067795,0.2,0.05869852006435394,0.0003,0.27328162346966567,0.2682153582572937,3300
1113,300.0,332,679936,610,1.4790469400000001,0.22001953125,-0.8247627666220069,0.031085791,-0.045463510575063995,0.2,0.11332257091999054,0.0003,0.3952981109730899,0.33965349197387695,3310
1115,300.0,333,681984,611,1.3524988500000001,0.221533203125,-0.7771936632692814,0.03222686,-0.041406309299054554,0.2,0.10034345090389252,0.0003,0.33652738612145183,0.3557875156402588,3320
1117,300.0,334,684032,612,1.2251823999999998,0.232763671875,-0.8027669619768858,0.03535137,-0.04370247924525757,0.2,-0.029621895402669907,0.0003,0.135579207027331,0.5961636900901794,3330
1119,300.0,335,686080,612,0.9932451000000002,0.2279296875,-0.7827962687239051,0.032785945,-0.04213263800775167,0.2,0.1641046553850174,0.0003,0.4237364219501615,0.2762455940246582,3340
1121,300.0,336,688128,613,0.7015019699999999,0.228955078125,-0.8300120478495956,0.034830585,-0.04323305536527187,0.2,0.02455994486808777,0.0003,0.26413709404878316,0.3606860041618347,3350
1124,300.0,337,690176,614,0.6465671299999998,0.231005859375,-0.8185713648796081,0.03306014,-0.04529318807763048,0.2,0.035338617861270905,0.0003,0.272871155757457,0.31908416748046875,3360
1126,300.0,338,692224,614,0.9433397300000002,0.24443359375,-0.7985535893589258,0.034959912,-0.04616052187193418,0.2,0.11173968762159348,0.0003,0.3387568052858114,0.41413605213165283,3370
1128,300.0,339,694272,615,1.1731408399999999,0.24384765625,-0.8258356546983123,0.03407126,-0.046611992715043016,0.2,0.00466369092464447,0.0003,0.2944118952844292,0.08797615766525269,3380
1130,300.0,340,696320,615,0.66273196,0.204833984375,-0.7878816368058323,0.027889062,-0.04110034224431729,0.2,0.32516878843307495,0.0003,0.7185273032635451,0.1597146987915039,3390
1132,300.0,341,698368,616,0.3976759499999997,0.229931640625,-0.7875750944018364,0.036897656,-0.043803373284754345,0.2,0.023705292493104935,0.0003,0.15581275175791234,0.401430606842041,3400
1197,300.0,342,700416,585,0.7105034399999998,0.220751953125,-0.8011290838941931,0.029317183,-0.04182994483126094,0.2,0.2750917375087738,0.0003,0.5326885157264769,0.2567065358161926,3410
1199,300.0,343,702464,585,0.40880593999999976,0.227197265625,-0.7835012309253215,0.03527385,-0.044562497414881365,0.2,-0.010154616087675095,0.0003,0.15196533289272338,0.4357672333717346,3420
1202,300.0,344,704512,585,0.2664930799999999,0.225927734375,-0.790808985196054,0.031374253,-0.04245245659549255,0.2,0.16974887251853943,0.0003,0.7700665073469282,-0.025619864463806152,3430
1204,300.0,345,706560,586,0.3978435199999997,0.230615234375,-0.8133304581046105,0.032047812,-0.043313284890609795,0.2,0.031153850257396698,0.0003,0.36671921764500437,0.12118422985076904,3440
1207,300.0,346,708608,586,0.08812017999999973,0.217822265625,-0.8026975592598319,0.028940648,-0.040625219958019446,0.2,0.09121087938547134,0.0003,0.6132471195422113,0.09530270099639893,3450
1209,300.0,347,710656,587,-0.24620157000000023,0.235400390625,-0.7977389421314001,0.033491373,-0.04230419601080939,0.2,0.19468072056770325,0.0003,0.4768391869030893,0.07258528470993042,3460
1211,300.0,348,712704,588,-0.8570072400000002,0.2236328125,-0.8158221310004592,0.035335753,-0.047168934339424595,0.2,0.1470242142677307,0.0003,0.5086530569009483,0.059411048889160156,3470
1214,300.0,349,714752,588,-0.92405784,0.23740234375,-0.8040162716060877,0.03734468,-0.04567879050446209,0.2,0.07378482073545456,0.0003,0.2981820571236312,0.15447986125946045,3480
1217,300.0,350,716800,588,-1.0047832300000001,0.221484375,-0.8032978553324938,0.030449005,-0.045165024921880105,0.2,0.01958794891834259,0.0003,0.21678180717863144,0.2536749839782715,3490
1219,300.0,351,718848,589,-0.5376165,0.238720703125,-0.8089625164866447,0.035030108,-0.047494669391016944,0.2,0.022690892219543457,0.0003,0.22656903443858029,0.1847134828567505,3500
1221,300.0,352,720896,590,-0.25775770999999986,0.23427734375,-0.8121396183967591,0.029557208,-0.041104637467651625,0.2,0.140860453248024,0.0003,0.4984313971363008,0.19500809907913208,3510
1223,300.0,353,722944,590,-0.3702542199999999,0.23056640625,-0.8153370967134833,0.034707353,-0.044585230559459885,0.2,0.03452859818935394,0.0003,0.3091882322449237,0.13341951370239258,3520
1226,300.0,354,724992,591,0.3616641200000001,0.24228515625,-0.8185082521289587,0.03568282,-0.04201863486377988,0.2,0.03550747036933899,0.0003,0.20451634479686617,0.3953801989555359,3530
1228,300.0,355,727040,591,0.8406383300000002,0.231982421875,-0.8197309071198106,0.030973747,-0.04540383541025221,0.2,0.13956302404403687,0.0003,0.4351947383955121,0.29234570264816284,3540
1230,300.0,356,729088,592,1.21104962,0.23056640625,-0.7867859616875649,0.032874927,-0.045199015707476066,0.2,0.18786799907684326,0.0003,0.43547114115208385,0.2524538040161133,3550
1232,300.0,357,731136,593,1.1380334300000001,0.22734375,-0.7658331125974656,0.034977622,-0.04252852238714695,0.2,0.021357476711273193,0.0003,0.2571889653336257,0.17109984159469604,3560
1235,300.0,358,733184,593,1.2809259400000002,0.223388671875,-0.7691775014623999,0.031954702,-0.045075273749534975,0.2,0.17064541578292847,0.0003,0.43689284697175024,0.27026432752609253,3570
1237,300.0,359,735232,594,1.3497323600000002,0.219677734375,-0.771611338853836,0.030662391,-0.03981254538812209,0.2,0.04538588970899582,0.0003,0.254762452468276,0.4814654588699341,3580
1239,300.0,360,737280,594,1.76349186,0.228662109375,-0.7740460652858019,0.033568077,-0.04617330597102409,0.2,0.1479896903038025,0.0003,0.5990586776286364,0.3488345146179199,3590
1242,300.0,361,739328,595,1.5568730700000004,0.221533203125,-0.7777068836614489,0.03127845,-0.040719088856712916,0.2,0.3520151376724243,0.0003,0.8861240405589342,0.2703695297241211,3600
1244,300.0,362,741376,595,1.7081118500000003,0.22470703125,-0.7725597629323602,0.031751562,-0.040575403941329566,0.2,0.10559774935245514,0.0003,0.3842674074694514,0.3222224712371826,3610
1246,300.0,363,743424,596,1.7409499899999998,0.230615234375,-0.7517312606796622,0.03411552,-0.04080259106558515,0.2,0.10842165350914001,0.0003,0.3203207524958998,0.29024773836135864,3620
1248,300.0,364,745472,596,1.74187997,0.22177734375,-0.7666671343147755,0.03587818,-0.04385386059002485,0.2,0.03241284191608429,0.0003,0.3126273993868381,0.3854469656944275,3630
1250,300.0,365,747520,597,1.7572889999999999,0.220849609375,-0.7827002642676234,0.030031476,-0.04288566028117202,0.2,0.16241559386253357,0.0003,0.6380308968946338,0.3255452513694763,3640
1253,300.0,366,749568,598,1.4550390500000003,0.251953125,-0.7968669133260846,0.042537168,-0.047897070908220485,0.2,0.04842400550842285,0.0003,0.20365731539204718,0.566116988658905,3650
1255,300.0,367,751616,598,1.28742574,0.225390625,-0.8066304402425886,0.02926661,-0.04505815854936372,0.2,0.09451650828123093,0.0003,0.41515798470936716,0.5855382680892944,3660
1257,300.0,368,753664,599,0.9493047200000002,0.234326171875,-0.7932543912902474,0.033396475,-0.045362296237726696,0.2,0.06205438822507858,0.0003,0.5415756240021438,0.48972421884536743,3670
1260,300.0,369,755712,599,0.35512972999999987,0.2458984375,-0.7923015473410487,0.034133013,-0.04616889329336118,0.2,0.03957065939903259,0.0003,0.2401944755576551,0.2636715769767761,3680
1262,300.0,370,757760,600,0.3579025999999999,0.22626953125,-0.7786683361977339,0.030530725,-0.04307216085435357,0.2,0.06827821582555771,0.0003,0.2634956607595086,0.28236693143844604,3690
1264,300.0,371,759808,600,0.29352829999999996,0.225732421875,-0.781359288468957,0.03255101,-0.04372813834925182,0.2,0.030551493167877197,0.0003,0.20767378096934408,0.03342527151107788,3700
1267,300.0,372,761856,600,0.5101363200000002,0.228369140625,-0.8037635311484337,0.032851737,-0.04596782640583115,0.2,0.1661316603422165,0.0003,0.4632266946602613,-0.05339860916137695,3710
1270,300.0,373,763904,601,0.41634126000000005,0.22373046875,-0.7968386765569448,0.031175751,-0.041664859344018625,0.2,0.01989598572254181,0.0003,0.17790055789519102,0.1625382900238037,3720
1273,300.0,374,765952,601,0.05826987999999991,0.226025390625,-0.7974888000637292,0.036047693,-0.04426299127517268,0.2,-0.01573396474123001,0.0003,0.209472454758361,0.2999227046966553,3730
1275,300.0,375,768000,602,-0.1403874900000001,0.21904296875,-0.8043646328151226,0.028720614,-0.04037267295789206,0.2,0.1849297136068344,0.0003,0.3419844484888017,0.07846724987030029,3740
1277,300.0,376,770048,602,-0.12195894000000009,0.240869140625,-0.7842954114079476,0.03513121,-0.04340976332314313,0.2,0.2141314297914505,0.0003,0.44702029768377544,0.05487626791000366,3750
1279,300.0,377,772096,603,0.63146156,0.244970703125,-0.7930181533098221,0.034722716,-0.04390981831529643,0.2,0.00618039071559906,0.0003,0.21659659268334508,0.04077756404876709,3760
1282,300.0,378,774144,603,0.9098385599999997,0.21748046875,-0.8106281600892544,0.029928587,-0.043654077663086356,0.2,0.17737750709056854,0.0003,0.47168737947940825,0.09268897771835327,3770
1284,300.0,379,776192,604,0.84999853,0.226611328125,-0.7963302159681916,0.03556051,-0.04249676878098398,0.2,0.042291685938835144,0.0003,0.1882170573575422,0.3697139620780945,3780
1287,300.0,380,778240,604,0.6833767600000001,0.215380859375,-0.7932469943538308,0.02949214,-0.038862638885620984,0.2,0.1690591275691986,0.0003,0.5402200881391763,0.1574152708053589,3790
1289,300.0,381,780288,605,0.7603812999999999,0.243359375,-0.8160723965615034,0.035699233,-0.04645338314876426,0.2,-0.00363810732960701,0.0003,0.2022098317509517,0.3409467339515686,3800
1291,300.0,382,782336,605,0.94968279,0.23876953125,-0.8096401745453476,0.033977643,-0.04634354412555695,0.2,0.04436234384775162,0.0003,0.34042125749401747,0.37626737356185913,3810
1293,300.0,383,784384,606,1.17577652,0.253076171875,-0.8133209181949497,0.038009956,-0.04831336805655155,0.2,-0.007845636457204819,0.0003,0.18020119722932576,0.19981765747070312,3820
1295,300.0,384,786432,607,1.2303974899999999,0.2255859375,-0.8180057596415281,0.035301585,-0.04169127853529062,0.2,0.013618804514408112,0.0003,0.22248366912826895,0.29793041944503784,3830
1297,300.0,385,788480,607,1.61171898,0.24423828125,-0.8329501323401928,0.03406833,-0.046973042053286916,0.2,0.08715248852968216,0.0003,0.32654973268508913,0.38357609510421753,3840
1299,300.0,386,790528,608,1.5100782000000001,0.229931640625,-0.8159786242991686,0.031698078,-0.04438101554114837,0.2,0.23520421981811523,0.0003,0.6067554188892246,0.23717540502548218,3850
1301,300.0,387,792576,608,1.0249768400000001,0.237841796875,-0.8186224909499288,0.039142452,-0.04618394990975503,0.2,0.06866417825222015,0.0003,0.3444563958328217,0.32851141691207886,3860
1303,300.0,388,794624,609,0.9923580599999999,0.252783203125,-0.8186927791684866,0.03670916,-0.04957250655861571,0.2,0.05133441835641861,0.0003,0.3216184903867543,0.43863964080810547,3870
1305,300.0,389,796672,610,1.09342709,0.2291015625,-0.7807397149503231,0.031499997,-0.04376319933217019,0.2,0.025310784578323364,0.0003,0.1720062596257776,0.6142129302024841,3880
1307,300.0,390,798720,610,1.2514527199999999,0.225634765625,-0.8190834671258926,0.032501724,-0.04318539106461685,0.2,0.05185528099536896,0.0003,0.29405474876984955,0.16072195768356323,3890
1373,300.0,391,800768,583,0.9095342700000001,0.232568359375,-0.8054381148889661,0.033407096,-0.0418428104443592,0.2,0.0719890147447586,0.0003,0.2495302183320746,0.0054645538330078125,3900
1375,300.0,392,802816,583,0.48932934000000006,0.24873046875,-0.8169126085937023,0.032810107,-0.04706987189711072,0.2,0.008382037281990051,0.0003,0.23789238072931768,0.17852866649627686,3910
1377,300.0,393,804864,584,0.27261376000000015,0.229736328125,-0.8237547179684043,0.03712468,-0.04219435435952619,0.2,0.11017169058322906,0.0003,0.313411731692031,0.1617000699043274,3920
1379,300.0,394,806912,584,0.23980802000000018,0.227587890625,-0.8244130110368133,0.031088077,-0.045281548734055835,0.2,0.06593143939971924,0.0003,0.38806690643541514,0.16706156730651855,3930
