time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/clip_fraction,train/entropy_loss
37,594,22528,0.5625644133333333,11,300.0,0.0003,0.0119364895,-0.025968546187505125,0.04191278520156629,0.5643149614334106,100,0.2,-0.017877239733934402,0.11015625,-1.8246751863509416
39,614,24576,0.4948304691358024,12,300.0,0.0003,0.00926987,-0.02513928094122093,0.06469102434348314,0.32921189069747925,110,0.2,-0.027485191822052002,0.0974609375,-1.7985019903630017
41,634,26624,0.4936874772727272,13,300.0,0.0003,0.010350325,-0.030049975504516623,0.08417643217835576,0.24706411361694336,120,0.2,-0.05047009885311127,0.110693359375,-1.7905785493552684
44,643,28672,0.5380351789473683,14,300.0,0.0003,0.012798304,-0.03147513531584991,0.0189542760461336,0.6778314709663391,130,0.2,-0.07438388466835022,0.1498046875,-1.785583059117198
46,658,30720,0.45012394,15,300.0,0.0003,0.010591834,-0.02635526447411394,0.07940517645329237,0.3800075054168701,140,0.2,0.007247690111398697,0.121533203125,-1.7536352530121804
48,670,32768,0.4360293999999999,16,300.0,0.0003,0.0122419335,-0.029994135003653354,0.04082467502448708,-0.30382251739501953,150,0.2,-0.03732997179031372,0.134423828125,-1.7606277219951152
51,680,34816,0.21551032,17,300.0,0.0003,0.012196554,-0.030593337534810416,0.04684177275048569,0.12041181325912476,160,0.2,-0.04822820425033569,0.13330078125,-1.715361650660634
53,688,36864,0.26993706,18,300.0,0.0003,0.012749629,-0.03307730879896553,0.05570787054020911,0.1590307354927063,170,0.2,-0.03811570256948471,0.136572265625,-1.7177997928112745
55,698,38912,0.34036628,19,300.0,0.0003,0.0105889775,-0.0308751499367645,0.042365003522718325,0.2910728454589844,180,0.2,-0.043975166976451874,0.10771484375,-1.7119022563099862
57,707,40960,0.45043579,20,300.0,0.0003,0.011443664,-0.027953120089659934,0.042958111595362426,0.17291474342346191,190,0.2,-0.06073400750756264,0.11376953125,-1.7245627008378506
60,715,43008,0.3295005200000001,21,300.0,0.0003,0.010831254,-0.027758364391047508,0.08282158690271899,0.23606103658676147,200,0.2,-0.031643107533454895,0.1244140625,-1.697347530722618
62,723,45056,0.7421234099999999,22,300.0,0.0003,0.012632733,-0.02868618928769138,0.036231044458691034,0.3063640594482422,210,0.2,-0.03801431506872177,0.146142578125,-1.6775225713849067
64,725,47104,0.76079823,23,300.0,0.0003,0.013660107,-0.030736510959104634,0.05171805457212031,0.3335232734680176,220,0.2,-0.04620672017335892,0.147607421875,-1.6813277840614318
68,722,49152,0.63723082,24,300.0,0.0003,0.013241541,-0.03261253528762609,0.027924831051495857,0.4724201560020447,230,0.2,-0.06365562230348587,0.13974609375,-1.6422210481017827
70,723,51200,0.53894008,25,300.0,0.0003,0.013807536,-0.031643576904025396,0.04688902221969329,0.4382474422454834,240,0.2,-0.04177869111299515,0.1451171875,-1.617319394648075
72,729,53248,0.42029295000000005,26,300.0,0.0003,0.014931656,-0.033062097211950456,0.03510458362288773,0.2694300413131714,250,0.2,-0.05275233834981918,0.14560546875,-1.6072486519813538
75,734,55296,0.50392813,27,300.0,0.0003,0.012618574,-0.029347293614409863,0.070460033218842,0.3826318383216858,260,0.2,-0.004367176443338394,0.137353515625,-1.5839457962661982
77,738,57344,0.33105221999999995,28,300.0,0.0003,0.014290374,-0.03428460453869775,0.05164653455140069,0.4832422733306885,270,0.2,-0.06382735073566437,0.14716796875,-1.5536999057978391
79,744,59392,0.4154374899999999,29,300.0,0.0003,0.0127888955,-0.033204050621134226,0.019306737766601145,0.6950249671936035,280,0.2,-0.06631731986999512,0.159814453125,-1.5701815392822027
81,749,61440,0.361041,30,300.0,0.0003,0.012764223,-0.029883441094716544,0.04693875275552273,0.4479200839996338,290,0.2,-0.0349215529859066,0.14013671875,-1.55043103992939
84,751,63488,0.37857852999999997,31,300.0,0.0003,0.012911919,-0.03428816349769477,0.027388224416063166,0.6197440028190613,300,0.2,-0.07386508584022522,0.1484375,-1.5355776235461236
86,756,65536,0.35178001999999986,32,300.0,0.0003,0.015109188,-0.0329216884681955,0.016016837407369165,0.6976308226585388,310,0.2,-0.05143635720014572,0.1505859375,-1.5483673397451638
88,760,67584,0.36069868,33,300.0,0.0003,0.014012085,-0.031109802713035605,0.02632387792109512,0.5134422183036804,320,0.2,-0.066593699157238,0.144189453125,-1.5486042004078626
